OpenDSS Value (p.u.),Bus
1.052193317108063,p1ulv55717
1.0526161246360592,p1ulv52931
1.053700261674062,p1ulv55891
1.0542249639329009,p1ulv14567
1.0571665529856098,p1ulv14513
1.0576970957557381,udt12399lv
1.0622648455307966,p1ulv59676
1.062789391116194,p1ulv28952
1.06355039207286,p1ulv31235
1.0642086390301913,p1ulv14450
1.0687548810977006,p1ulv43749
1.0723605223416164,p1ulv56377
1.0740291412130083,p1ulv14563
1.0762495830891095,p1ulv57230
1.1272323191421691,p1ulv57746
1.1279111691156873,p1ulv54610
