Loading (p.u.),Name,Bus1,Bus2
1.0036051478124248,Line.l(r:p1ulv26692-udt11276lv),udt11276lv.1.2,p1ulv26692.1.2
1.004572253999834,Line.l(r:p1ulv33025-udm35670),udm35670.1.2,p1ulv33025.1.2
1.0048013014066044,Line.l(r:p1ulv48788-udt18601lv),udt18601lv.1.2,p1ulv48788.1.2
1.008360170714926,Line.l(r:p1ulv43835-udt17234lv),udt17234lv.1.2,p1ulv43835.1.2
1.0125203636858873,Line.l(r:udm35676-udt10404lv),udt10404lv.1.2,udm35676.1.2
1.0159974711792978,Line.l(r:p1ulv29836-udm40214),udm40214.1.2,p1ulv29836.1.2
1.0314382038927632,Line.l(r:p1ulv35352-udt14372lv),udt14372lv.1.2,p1ulv35352.1.2
1.046008789257222,Line.l(r:p1ulv10507-udt4843lv),udt4843lv.1.2,p1ulv10507.1.2
1.0479026748387907,Line.sb2_uhs10_1247_68,sb2_uhs10_1247_bus_2_5.1.2.3,udt11713-uhs10_1247x.1.2.3
1.0658280320161746,Line.l(r:p1ulv33161-udt13781lv),udt13781lv.1.2,p1ulv33161.1.2
1.0718507100232777,Line.l(r:p1ulv37175-udm38392),udm38392.1.2,p1ulv37175.1.2
1.076174180181256,Line.l(r:p1ulv46100-udt17861lv),udt17861lv.1.2,p1ulv46100.1.2
1.07719631621389,Line.l(r:udm39581-udt11752lv),udt11752lv.1.2,udm39581.1.2
1.082596357408204,Line.l(r:udt14997-udt16739),udt14997.1.2.3,udt16739.1.2.3
1.0825968351111228,Line.l(r:udt13890-udt16739),udt16739.1.2.3,udt13890.1.2.3
1.0842156979024609,Line.goab_disswitch(r:udt10560-udt13890)u_85581,udt13890.1.2.3,udt10560-udt13890x.1.2.3
1.0842157002590493,Line.l(r:udt10560-udt13890),udt10560-udt13890x.1.2.3,udt10560.1.2.3
1.0851836264994927,Line.l(r:udt10569-udt16164),udt16164.1.2.3,udt10569.1.2.3
1.0851857202651283,Line.l(r:udt10569-udt18597),udt10569.1.2.3,udt18597.1.2.3
1.0868245661826237,Line.l(r:udt14997-udt18597),udt18597.1.2.3,udt14997.1.2.3
1.0911123353941656,Line.l(r:udt11713-udt12913),udt11713-udt12913x.1.2.3,udt12913.1.2.3
1.0911140041642622,Line.l(r:udt12913-udt16164),udt12913.1.2.3,udt16164.1.2.3
1.0930207506211664,Line.l(r:p1ulv6828-udm12209),udm12209.1.2,p1ulv6828.1.2
1.0982071213838995,Line.recloser_disswitch(r:udt13648-udt14369)u_85293,udt13648.1.2.3,udt13648-udt14369x.1.2.3
1.117224629146457,Line.l(r:udm494-udt134lv),udt134lv.1.2,udm494.1.2
1.1172246962330443,Line.l(r:p1ulv169-udm494),udm494.1.2,p1ulv169.1.2
1.1206940151485074,Line.l(r:p1ulv27646-udm39581),udm39581.1.2,p1ulv27646.1.2
1.1230210221270491,Line.l(r:udm16478-udt4329lv),udt4329lv.1.2,udm16478.1.2
1.1279867287928917,Line.l(r:p1ulv49072-udt3775lv),udt3775lv.1.2,p1ulv49072.1.2
1.1316304567867528,Line.l(r:p1ulv47375-udt18237lv),udt18237lv.1.2,p1ulv47375.1.2
1.1351344952285505,Line.l(r:p1ulv47179-udt18207lv),udt18207lv.1.2,p1ulv47179.1.2
1.1454632165159049,Line.l(r:udm39525-udt11713lv),udt11713lv.1.2,udm39525.1.2
1.1454633227903381,Line.l(r:p1ulv27429-udm39525),udm39525.1.2,p1ulv27429.1.2
1.1489485139337459,Line.l(r:udm38034-udt11249lv),udt11249lv.1.2,udm38034.1.2
1.1506037530053663,Line.l(r:udm14845-udt3802lv),udt3802lv.1.2,udm14845.1.2
1.1506037895870584,Line.l(r:p1ulv8411-udm14845),udm14845.1.2,p1ulv8411.1.2
1.1603930914294445,Line.l(r:udm18366-udt4843lv),udt4843lv.1.2,udm18366.1.2
1.1603931245063983,Line.l(r:p1ulv10508-udm18366),udm18366.1.2,p1ulv10508.1.2
1.1627250852142754,Line.l(r:udm43059-udt13163lv),udt13163lv.1.2,udm43059.1.2
