Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
21636.58719066544,-109827.39751225263,19.700537097996524,568082.3896913923,361219.6703331534,206862.71935820623,170,12,30
