Loading (p.u.),Name,Bus1,Bus2
1.0113801079965863,Line.l(r:p1ulv46876-udt18124lv),udt18124lv.1.2,p1ulv46876.1.2
1.01510811700107,Line.l(r:p1ulv54277-udt3965lv),udt3965lv.1.2,p1ulv54277.1.2
1.0205108224979305,Line.l(r:udm2097-udt523lv),udt523lv.1.2,udm2097.1.2
1.0369512214827836,Line.l(r:udm20316-udt5403lv),udt5403lv.1.2,udm20316.1.2
1.0455245008652378,Line.l(r:udm2102-udt523lv),udt523lv.1.2,udm2102.1.2
1.059130960592486,Line.l(r:udm15518-udt3978lv),udt3978lv.1.2,udm15518.1.2
1.0872058729513379,Line.l(r:p1ulv56277-udt20217lv),udt20217lv.1.2,p1ulv56277.1.2
1.0894725076289653,Line.l(r:udm56523-udt18882lv),udt18882lv.1.2,udm56523.1.2
1.0894725485926953,Line.l(r:p1ulv50168-udm56523),udm56523.1.2,p1ulv50168.1.2
1.1218090822288347,Line.l(r:udm15505-udt3976lv),udt3976lv.1.2,udm15505.1.2
1.1404263818501439,Line.l(r:udm59012-udt20159lv),udt20159lv.1.2,udm59012.1.2
1.3179340183836752,Line.l(r:p1ulv47949-udt18360lv),udt18360lv.1.2,p1ulv47949.1.2
1.3232371765659114,Line.l(r:udm56401-udt18832lv),udt18832lv.1.2,udm56401.1.2
1.383366429743001,Line.l(r:udm52075-udm52079),udm52079.1.2,udm52075.1.2
1.3967806974291976,Line.l(r:udm46897-udt15378lv),udt15378lv.1.2,udm46897.1.2
1.408422236881397,Line.l(r:udm15505-udm15509),udm15505.1.2,udm15509.1.2
1.4821843995824915,Line.l(r:udm15507-udt3976lv),udt3976lv.1.2,udm15507.1.2
1.4830567698431099,Line.l(r:udm53359-udt17456lv),udt17456lv.1.2,udm53359.1.2
1.5213243720784497,Line.l(r:p1ulv47991-udm53358),udm53358.1.2,p1ulv47991.1.2
1.527394639090931,Line.l(r:p1ulv57145-udt20365lv),udt20365lv.1.2,p1ulv57145.1.2
1.5320977593935565,Line.l(r:p1ulv39632-udm46897),udm46897.1.2,p1ulv39632.1.2
1.533438587361312,Line.l(r:udm53359-udm53362),udm53359.1.2,udm53362.1.2
1.5334386316616546,Line.l(r:p1ulv59401-udm53362),udm53362.1.2,p1ulv59401.1.2
1.5338196255869179,Line.l(r:p1ulv56901-udm15509),udm15509.1.2,p1ulv56901.1.2
1.5368940837921838,Line.l(r:p1ulv46756-udm52077),udm52077.1.2,p1ulv46756.1.2
1.5384993145017527,Line.l(r:p1ulv58592-udm56399),udm56399.1.2,p1ulv58592.1.2
1.5404913220951182,Line.l(r:udm2167-udm2168),udm2168.1.2,udm2167.1.2
1.5404913537140617,Line.l(r:p1ulv50174-udm2167),udm2167.1.2,p1ulv50174.1.2
1.5428355089800936,Line.l(r:p1ulv59986-udt17743lv),udt17743lv.1.2,p1ulv59986.1.2
1.5554230717572763,Line.l(r:udm52076-udm52077),udm52077.1.2,udm52076.1.2
1.5597648433883864,Line.l(r:udm56401-udm56403),udm56401.1.2,udm56403.1.2
1.6165020513304258,Line.l(r:udm48667-udt15825lv),udt15825lv.1.2,udm48667.1.2
1.616502058050169,Line.l(r:p1ulv60472-udm48667),udm48667.1.2,p1ulv60472.1.2
