OpenDSS Value (p.u.),Bus
1.0049136586725989,p1ulv9711
1.006686324514658,p1ulv42130
1.0067625241972369,p1ulv52577
1.0067987336258013,p1ulv9741
1.0072864254626368,p1ulv9738
1.0075198818057545,p1ulv60740
1.0084232730685598,p1ulv9706
1.008622400037268,udm48240
1.0091353627152198,p1ulv8214
1.0093326917116268,p1ulv56612
1.009478896692443,p1ulv9665
1.0096199403716577,udm56237
1.0096205129198665,p1ulv9705
1.0096805816601746,p1ulv9696
1.0096895269016035,p1ulv8232
1.0097862830240767,p1ulv9697
1.0098647850664524,p1ulv8238
1.0099439958776446,p1ulv9679
1.0100515017623715,p1ulv8225
1.0102935943152296,p1ulv9707
1.0103353822089591,udm17057
1.010412049143759,p1ulv9682
1.0105647546552445,p1ulv8235
1.010596897370121,p1ulv9681
1.0105983857002956,p1ulv53740
1.0107167154510814,p1ulv9742
1.0107648650246106,p1ulv9662
1.010880814751523,p1ulv8239
1.0108966665743537,p1ulv8231
1.0110915146064225,p1ulv9732
1.0112539851172129,p1ulv8240
1.0113127115310427,p1ulv8206
1.0113370769199452,p1ulv8242
1.0114863047354272,p1ulv40086
1.0114989875198594,p1ulv9680
1.0115368587297866,p1ulv54115
1.0116489199133696,udm50410
1.0117137793739808,p1ulv9722
1.0118077361008606,p1ulv9704
1.0118618061626257,p1ulv9663
1.0119139712478116,udm17005
1.0119214760559396,p1ulv9717
1.0119803855102165,udm17058
1.0120156243791012,p1ulv50018
1.0120573335017142,udm48239
1.01208323223391,p1ulv40088
1.0120841400982232,p1ulv9740
1.0121020811007617,p1ulv9698
1.0121367835055086,p1ulv9716
1.0121792428622371,p1ulv49708
1.0122647306822024,udm18758
1.0122897136521076,p1ulv41517
1.012296737274109,p1ulv9721
1.01245929206971,p1ulv8241
1.0124837620462221,p1ulv59323
1.012536327804662,p1ulv56375
1.012541123097081,udm14538
1.01257185594624,p1ulv8211
1.0126292030809867,udm17054
1.0126720246312673,p1ulv41823
1.0127088099956603,p1ulv47901
1.0127214159145033,p1ulv53587
1.0127663779198626,p1ulv9753
1.0128599798435483,p1ulv48599
1.0128660027825958,udm47003
1.0128886240029054,p1ulv8224
1.0129630793617248,p1ulv9724
1.0129844769107312,p1ulv9653
1.0130090898541,p1ulv52228
1.0130917905141437,p1ulv9748
1.0131220417025606,p1ulv9745
1.013171668529798,udm16999
1.0132191552078138,p1ulv48292
1.0132754073090062,p1ulv9735
1.0132907020669921,udm16997
1.0134141211548764,p1ulv10921
1.0134575384410414,p1ulv9699
1.0134594131281807,p1ulv9661
1.0134807615569736,p1ulv9743
1.0136382023518533,p1ulv9747
1.0136437099133366,p1ulv50078
1.0136756268156744,p1ulv9744
1.01369365377558,udm53739
1.013722333062416,p1ulv8237
1.0137245809309006,p1ulv9654
1.0137350008221848,p1ulv9726
1.0137420928147538,p1ulv8209
1.0137611427362416,p1ulv50212
1.0137768245228327,p1ulv8207
1.0138177023968145,p1ulv9730
1.0138611634907049,udm14524
1.0138637275908544,p1ulv9713
1.0139170087577218,udm56236
1.0139455917191298,p1ulv9714
1.013950052661534,p1ulv9700
1.0140030095446626,p1ulv9664
1.0140455734250535,p1ulv60258
1.014055920653292,udt4490lv
1.0140924213965614,udm17050
1.0140975623624011,p1ulv9688
