Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
686.5593079795034,-6863.001281227674,10.003776479795288,9897.322150461983,2546.128348849701,7351.193801612356,170,12,30
