Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0310965089569417,Transformer.tr(r:udt10713-udt10713lv),udt10713,75.0,3
1.1030774455852634,Transformer.tr(r:udt5559-udt5559lv),udt5559.2,75.0,1
1.1691624665916873,Transformer.tr(r:udt8351-udt8351lv),udt8351,150.0,3
1.206349248887227,Transformer.tr(r:udt6154-udt6154lv),udt6154.3,50.0,1
1.2404423833962972,Transformer.tr(r:udt9817-udt9817lv),udt9817,150.0,3
1.2968986299608944,Transformer.tr(r:udt14511-udt14511lv),udt14511.1,50.0,1
1.3380216608733955,Transformer.tr(r:udt7951-udt7951lv),udt7951,150.0,3
1.343852853370232,Transformer.tr(r:udt13608-udt13608lv),udt13608.2,50.0,1
1.351766886767146,Transformer.tr(r:udt3999-udt3999lv),udt3999.2,50.0,1
1.4369369798312885,Transformer.tr(r:udt9381-udt9381lv),udt9381.3,50.0,1
1.4681123979246633,Transformer.tr(r:udt4622-udt4622lv),udt4622.3,50.0,1
1.5992496156455422,Transformer.tr(r:udt9539-udt9539lv),udt9539.2,50.0,1
1.621025079625678,Transformer.tr(r:udt4619-udt4619lv),udt4619.2,50.0,1
1.6684258469169873,Transformer.tr(r:udt14040-udt14040lv),udt14040.3,50.0,1
1.707245241127138,Transformer.tr(r:udt4002-udt4002lv),udt4002.2,50.0,1
2.6747364888496605,Transformer.tr(r:udt8967-udt8967lv),udt8967.2,25.0,1
2.8592470505218754,Transformer.tr(r:udt12460-udt12460lv),udt12460.2,25.0,1
2.8900399482035453,Transformer.tr(r:udt10201-udt10201lv),udt10201.1,25.0,1
2.907499632833365,Transformer.tr(r:udt10626-udt10626lv),udt10626.3,25.0,1
3.0675282029513533,Transformer.tr(r:udt8703-udt8703lv),udt8703.3,25.0,1
3.2541128548047067,Transformer.tr(r:udt9448-udt9448lv),udt9448.1,25.0,1
3.2648694200581585,Transformer.tr(r:udt4132-udt4132lv),udt4132.3,25.0,1
3.2968218385791483,Transformer.tr(r:udt12652-udt12652lv),udt12652.2,25.0,1
3.4474097874284597,Transformer.tr(r:udt14490-udt14490lv),udt14490.2,25.0,1
3.5496297260904375,Transformer.tr(r:udt9770-udt9770lv),udt9770.2,25.0,1
5.196335447521023,Transformer.tr(r:udt6558-udt6558lv),udt6558.2,75.0,1
