Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.1459591451464446,Transformer.tr(r:udt2250-udt2250lv),udt2250.1,50.0,1
1.2333846808284419,Transformer.tr(r:udt2248-udt2248lv),udt2248.3,50.0,1
1.3048269096931058,Transformer.tr(r:udt20277-udt20277lv),udt20277.2,50.0,1
1.3052987352401,Transformer.tr(r:udt20470-udt20470lv),udt20470.3,50.0,1
1.3135490725056636,Transformer.tr(r:udt20791-udt20791lv),udt20791.1,50.0,1
1.3248283057403074,Transformer.tr(r:udt2246-udt2246lv),udt2246,150.0,3
1.328196024168867,Transformer.tr(r:udt19805-udt19805lv),udt19805.3,50.0,1
1.3384754304961566,Transformer.tr(r:udt15371-udt15371lv),udt15371.3,50.0,1
1.3764175810784307,Transformer.tr(r:udt242-udt242lv),udt242.1,50.0,1
1.50699423259828,Transformer.tr(r:udt19748-udt19748lv),udt19748.3,50.0,1
1.5130210642963078,Transformer.tr(r:udt1774-udt1774lv),udt1774.2,50.0,1
1.5531521032791817,Transformer.tr(r:udt16659-udt16659lv),udt16659.3,50.0,1
1.6012833637755048,Transformer.tr(r:udt16198-udt16198lv),udt16198.3,50.0,1
1.9785832811223287,Transformer.tr(r:udt1771-udt1771lv),udt1771.2,75.0,1
2.0185203961978426,Transformer.tr(r:udt1772-udt1772lv),udt1772.3,75.0,1
2.214948919561431,Transformer.tr(r:udt2249-udt2249lv),udt2249,100.0,3
2.715952851536448,Transformer.tr(r:udt2241-udt2241lv),udt2241.2,25.0,1
2.778035701102231,Transformer.tr(r:udt17528-udt17528lv),udt17528.2,50.0,1
2.831442324142631,Transformer.tr(r:udt19169-udt19169lv),udt19169.1,25.0,1
2.8792462794158316,Transformer.tr(r:udt2252-udt2252lv),udt2252.1,25.0,1
3.0148100076765623,Transformer.tr(r:udt19143-udt19143lv),udt19143.2,25.0,1
3.024015070802435,Transformer.tr(r:udt1773-udt1773lv),udt1773.3,50.0,1
3.040867517476161,Transformer.tr(r:udt20766-udt20766lv),udt20766.2,25.0,1
3.0539434371476224,Transformer.tr(r:udt20516-udt20516lv),udt20516.3,25.0,1
3.349182242880878,Transformer.tr(r:udt20740-udt20740lv),udt20740.2,25.0,1
3.3594837253801857,Transformer.tr(r:udt20534-udt20534lv),udt20534.3,25.0,1
3.4366346255120783,Transformer.tr(r:udt238-udt238lv),udt238.2,50.0,1
4.265039495530278,Transformer.tr(r:udt1770-udt1770lv),udt1770.2,75.0,1
