Loading (p.u.),Name,Bus1,Bus2
1.0047132199566309,Line.l(r:udm45045-udt14232lv),udt14232lv.1.2,udm45045.1.2
1.0122189135067132,Line.l(r:p1ulv38834-udm7059),udm7059.1.2,p1ulv38834.1.2
1.035240895974505,Line.l(r:p1ulv50758-udt18989lv),udt18989lv.1.2,p1ulv50758.1.2
1.0613499503450858,Line.l(r:p1ulv41134-udt16143lv),udt16143lv.1.2,p1ulv41134.1.2
1.072545577787797,Line.l(r:udm39829-udm39831),udm39831.1.2,udm39829.1.2
1.07254558114081,Line.l(r:p1ulv27798-udm39829),udm39829.1.2,p1ulv27798.1.2
1.0751841067358443,Line.l(r:udm42245-udt12783lv),udt12783lv.1.2,udm42245.1.2
1.075184112659689,Line.l(r:p1ulv39480-udm42245),udm42245.1.2,p1ulv39480.1.2
1.0781573744745343,Line.l(r:udm19038-udm19042),udm19038.1.2,udm19042.1.2
1.0992602173524466,Line.l(r:udm44266-udt13791lv),udt13791lv.1.2,udm44266.1.2
1.09926029242028,Line.l(r:p1ulv39492-udm44266),udm44266.1.2,p1ulv39492.1.2
1.1008980666593258,Line.l(r:udm19038-udt5057lv),udt5057lv.1.2,udm19038.1.2
1.1306332934270238,Line.l(r:udm55656-udt18440lv),udt18440lv.1.2,udm55656.1.2
1.1561468763183111,Line.l(r:udm13508-udt3415lv),udt3415lv.1.2,udm13508.1.2
1.1627973850797901,Line.l(r:udm13378-udt3395lv),udt3395lv.1.2,udm13378.1.2
1.1652288820967283,Line.l(r:p1ulv40918-udm39831),udm39831.1.2,p1ulv40918.1.2
1.165629176368588,Line.l(r:udm40658-udt12150lv),udt12150lv.1.2,udm40658.1.2
1.3081746786392088,Line.l(r:udm7069-udt1800lv),udt1800lv.1.2,udm7069.1.2
1.3081747358224192,Line.l(r:p1ulv26944-udm7069),udm7069.1.2,p1ulv26944.1.2
1.341192536428246,Line.l(r:p1ulv36933-udt14740lv),udt14740lv.1.2,p1ulv36933.1.2
1.3582296425167004,Line.l(r:udm38149-udm38151),udm38149.1.2,udm38151.1.2
1.375242970542702,Line.l(r:p1ulv31565-udm19042),udm19042.1.2,p1ulv31565.1.2
1.3901533077343151,Line.l(r:p1ulv16473-udt7913lv),udt7913lv.1.2,p1ulv16473.1.2
1.4184579479300776,Line.l(r:p1ulv29968-udt12783lv),udt12783lv.1.2,p1ulv29968.1.2
1.4389254048828937,Line.l(r:udm45041-udm45045),udm45045.1.2,udm45041.1.2
1.4389258485255891,Line.l(r:p1ulv34817-udm45041),udm45041.1.2,p1ulv34817.1.2
1.4720141032991025,Line.l(r:p1ulv31631-udt1795lv),udt1795lv.1.2,p1ulv31631.1.2
1.4760255412100545,Line.l(r:udm13377-udm13378),udm13378.1.2,udm13377.1.2
1.4860338890449878,Line.l(r:udm44262-udt13789lv),udt13789lv.1.2,udm44262.1.2
1.486033946357123,Line.l(r:p1ulv33590-udm44262),udm44262.1.2,p1ulv33590.1.2
1.4931810083843626,Line.l(r:p1ulv3809-udt1798lv),udt1798lv.1.2,p1ulv3809.1.2
1.496364804851252,Line.l(r:p1ulv36998-udt11444lv),udt11444lv.1.2,p1ulv36998.1.2
1.4998303822180283,Line.l(r:p1ulv37134-udm38151),udm38151.1.2,p1ulv37134.1.2
1.5108322934382155,Line.l(r:udm7070-udt1800lv),udt1800lv.1.2,udm7070.1.2
1.510832395514548,Line.l(r:p1ulv31251-udm7070),udm7070.1.2,p1ulv31251.1.2
1.5128736895124577,Line.l(r:p1ulv53607-udt16534lv),udt16534lv.1.2,p1ulv53607.1.2
1.5151720150659982,Line.l(r:udm46209-udt14975lv),udt14975lv.1.2,udm46209.1.2
1.5151720414551395,Line.l(r:p1ulv37999-udm46209),udm46209.1.2,p1ulv37999.1.2
1.5154514281884974,Line.l(r:p1ulv39129-udt14160lv),udt14160lv.1.2,p1ulv39129.1.2
1.5154817899901498,Line.l(r:udm39830-udt11837lv),udt11837lv.1.2,udm39830.1.2
1.5154819358989735,Line.l(r:p1ulv30176-udm39830),udm39830.1.2,p1ulv30176.1.2
1.516497580627253,Line.l(r:p1ulv38611-udt14455lv),udt14455lv.1.2,p1ulv38611.1.2
1.5240159846581203,Line.l(r:p1ulv50615-udt16748lv),udt16748lv.1.2,p1ulv50615.1.2
1.588172999627908,Line.l(r:udm40055-udt11916lv),udt11916lv.1.2,udm40055.1.2
1.5981092987729566,Line.l(r:udm1003-udm1004),udm1004.1.2,udm1003.1.2
1.598109303540635,Line.l(r:p1ulv421-udm1003),udm1003.1.2,p1ulv421.1.2
1.6152434201065733,Line.l(r:p1ulv26959-udt11444lv),udt11444lv.1.2,p1ulv26959.1.2
1.6217876179194648,Line.l(r:p1ulv26430-udm13508),udm13508.1.2,p1ulv26430.1.2
1.625331890773753,Line.l(r:p1ulv11110-udt5054lv),udt5054lv.1.2,p1ulv11110.1.2
1.6276348728769288,Line.l(r:udm11081-udt2769lv),udt2769lv.1.2,udm11081.1.2
1.6276348748731888,Line.l(r:p1ulv38087-udm11081),udm11081.1.2,p1ulv38087.1.2
1.6384498686597433,Line.l(r:udm39860-udt11846lv),udt11846lv.1.2,udm39860.1.2
1.6384498710917845,Line.l(r:p1ulv27811-udm39860),udm39860.1.2,p1ulv27811.1.2
1.6855911346262873,Line.l(r:p1ulv28908-udm38149),udm38149.1.2,p1ulv28908.1.2
1.6896830178716369,Line.l(r:p1ulv28395-udm40658),udm40658.1.2,p1ulv28395.1.2
1.6951312079949135,Line.l(r:udm19028-udt5054lv),udt5054lv.1.2,udm19028.1.2
1.6951313974180795,Line.l(r:p1ulv45628-udm19028),udm19028.1.2,p1ulv45628.1.2
1.698472832441536,Line.l(r:udm39861-udt11846lv),udt11846lv.1.2,udm39861.1.2
1.6984729289619398,Line.l(r:p1ulv36043-udm39861),udm39861.1.2,p1ulv36043.1.2
1.7013255042076683,Line.l(r:p1ulv26364-udt279lv),udt279lv.1.2,p1ulv26364.1.2
1.709781965517159,Line.l(r:p1ulv58465-udt16534lv),udt16534lv.1.2,p1ulv58465.1.2
1.7127850458234937,Line.l(r:p1ulv5993-udm11013),udm11013.1.2,p1ulv5993.1.2
1.7169170362168897,Line.l(r:udm13377-udm13381),udm13377.1.2,udm13381.1.2
1.716917130809725,Line.l(r:p1ulv37928-udm13381),udm13381.1.2,p1ulv37928.1.2
1.7190296071726334,Line.l(r:p1ulv426-udm1004),udm1004.1.2,p1ulv426.1.2
1.7383507560840377,Line.l(r:p1ulv52063-udm55656),udm55656.1.2,p1ulv52063.1.2
1.7447954749918841,Line.l(r:udm11013-udt2760lv),udt2760lv.1.2,udm11013.1.2
1.7639941271211454,Line.l(r:p1ulv42332-udm40055),udm40055.1.2,p1ulv42332.1.2
1.773814309626605,Line.l(r:p1ulv34613-udt14160lv),udt14160lv.1.2,p1ulv34613.1.2
1.7781848430942853,Line.l(r:udm7055-udt1794lv),udt1794lv.1.2,udm7055.1.2
1.7781848843157464,Line.l(r:p1ulv3803-udm7055),udm7055.1.2,p1ulv3803.1.2
1.7850946040276214,Line.l(r:p1ulv3805-udt1795lv),udt1795lv.1.2,p1ulv3805.1.2
2.1024114436330117,Line.l(r:udm39831-udt11837lv),udt11837lv.1.2,udm39831.1.2
2.1993226696708583,Line.l(r:udm38149-udt11291lv),udt11291lv.1.2,udm38149.1.2
2.418088795000915,Line.l(r:udm1001-udt274lv),udt274lv.1.2,udm1001.1.2
2.4180891750126015,Line.l(r:p1ulv28021-udm1001),udm1001.1.2,p1ulv28021.1.2
2.438902327654642,Line.l(r:p1ulv26351-udt11065lv),udt11065lv.1.2,p1ulv26351.1.2
2.4495350777134144,Line.l(r:udm43273-udt13266lv),udt13266lv.1.2,udm43273.1.2
2.4495354956866717,Line.l(r:p1ulv33275-udm43273),udm43273.1.2,p1ulv33275.1.2
2.4580729195273654,Line.l(r:p1ulv21144-udt9671lv),udt9671lv.1.2,p1ulv21144.1.2
2.5667289684358265,Line.l(r:p1ulv1947-udm4294),udm4294.1.2,p1ulv1947.1.2
2.5814964073279087,Line.l(r:p1ulv1936-udt1054lv),udt1054lv.1.2,p1ulv1936.1.2
2.581558067145365,Line.l(r:p1ulv1935-udt1053lv),udt1053lv.1.2,p1ulv1935.1.2
2.599345390355041,Line.l(r:p1ulv49091-udt18649lv),udt18649lv.1.2,p1ulv49091.1.2
