Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0256120772659651,Transformer.tr(r:udt19455-udt19455lv),udt19455,75.0,3
1.0265997003267042,Transformer.tr(r:udt1059-udt1059lv),udt1059,75.0,3
1.175095690974521,Transformer.tr(r:udt3395-udt3395lv),udt3395.1,75.0,1
1.1894239171944658,Transformer.tr(r:udt274-udt274lv),udt274.2,50.0,1
1.2253389493202684,Transformer.tr(r:udt12627-udt12627lv),udt12627.2,50.0,1
1.2559833501931086,Transformer.tr(r:udt13266-udt13266lv),udt13266.3,50.0,1
1.2813161896884298,Transformer.tr(r:udt14975-udt14975lv),udt14975.3,50.0,1
1.3181783096968338,Transformer.tr(r:udt2681-udt2681lv),udt2681,150.0,3
1.3422538686090357,Transformer.tr(r:udt11065-udt11065lv),udt11065.1,50.0,1
1.3526793966863535,Transformer.tr(r:udt9671-udt9671lv),udt9671.1,50.0,1
1.359025032704477,Transformer.tr(r:udt3382-udt3382lv),udt3382.3,50.0,1
1.396351886208126,Transformer.tr(r:udt15246-udt15246lv),udt15246.1,50.0,1
1.4149108668409585,Transformer.tr(r:udt279-udt279lv),udt279.1,50.0,1
1.431067921734776,Transformer.tr(r:udt1058-udt1058lv),udt1058.3,50.0,1
1.4482951358516125,Transformer.tr(r:udt14295-udt14295lv),udt14295.3,50.0,1
1.4555432205611074,Transformer.tr(r:udt14232-udt14232lv),udt14232.3,50.0,1
1.5442000609205906,Transformer.tr(r:udt1799-udt1799lv),udt1799.2,50.0,1
1.5602550199307943,Transformer.tr(r:udt12150-udt12150lv),udt12150.2,50.0,1
1.588406450404295,Transformer.tr(r:udt5057-udt5057lv),udt5057.1,50.0,1
1.5893005933311781,Transformer.tr(r:udt18440-udt18440lv),udt18440.3,50.0,1
1.6149146028906023,Transformer.tr(r:udt13791-udt13791lv),udt13791.3,50.0,1
1.6363621807462154,Transformer.tr(r:udt3415-udt3415lv),udt3415.3,50.0,1
1.6850635005427326,Transformer.tr(r:udt14455-udt14455lv),udt14455.1,50.0,1
1.6995416791207485,Transformer.tr(r:udt11916-udt11916lv),udt11916.2,50.0,1
1.8007436056331039,Transformer.tr(r:udt2760-udt2760lv),udt2760.3,50.0,1
1.9478561745928005,Transformer.tr(r:udt12783-udt12783lv),udt12783.1,75.0,1
1.976042104755685,Transformer.tr(r:udt5054-udt5054lv),udt5054.3,75.0,1
2.7578425293448574,Transformer.tr(r:udt13789-udt13789lv),udt13789.2,50.0,1
2.8427367735798463,Transformer.tr(r:udt16748-udt16748lv),udt16748.1,25.0,1
2.8438130729568374,Transformer.tr(r:udt1054-udt1054lv),udt1054.1,25.0,1
2.843881273392944,Transformer.tr(r:udt1053-udt1053lv),udt1053.1,25.0,1
2.8638740494365966,Transformer.tr(r:udt18649-udt18649lv),udt18649.3,25.0,1
2.87989697105199,Transformer.tr(r:udt19939-udt19939lv),udt19939.3,25.0,1
2.8977312441802456,Transformer.tr(r:udt11444-udt11444lv),udt11444.1,50.0,1
2.933071449871148,Transformer.tr(r:udt1798-udt1798lv),udt1798.3,25.0,1
2.985744622086889,Transformer.tr(r:udt18989-udt18989lv),udt18989.2,25.0,1
2.9946176783764105,Transformer.tr(r:udt14740-udt14740lv),udt14740.3,25.0,1
2.9954402157241797,Transformer.tr(r:udt276-udt276lv),udt276.1,50.0,1
3.0038809333908407,Transformer.tr(r:udt11837-udt11837lv),udt11837.2,75.0,1
3.021948399924492,Transformer.tr(r:udt1794-udt1794lv),udt1794.3,50.0,1
3.030775693232835,Transformer.tr(r:udt13519-udt13519lv),udt13519.3,25.0,1
3.0311770865869754,Transformer.tr(r:udt11200-udt11200lv),udt11200,75.0,3
3.031772533360843,Transformer.tr(r:udt275-udt275lv),udt275.2,25.0,1
3.0350551224719955,Transformer.tr(r:udt1795-udt1795lv),udt1795.3,75.0,1
3.0611991922683464,Transformer.tr(r:udt16143-udt16143lv),udt16143.2,25.0,1
3.104006973792816,Transformer.tr(r:udt7913-udt7913lv),udt7913.1,25.0,1
3.1360913924591896,Transformer.tr(r:udt1800-udt1800lv),udt1800.1,50.0,1
3.144390435106896,Transformer.tr(r:udt2769-udt2769lv),udt2769.2,25.0,1
3.1698816898804076,Transformer.tr(r:udt11291-udt11291lv),udt11291.3,50.0,1
3.1730863885450717,Transformer.tr(r:udt16534-udt16534lv),udt16534.2,50.0,1
3.245338427159851,Transformer.tr(r:udt15139-udt15139lv),udt15139.1,25.0,1
3.3472331253989194,Transformer.tr(r:udt20731-udt20731lv),udt20731.2,25.0,1
3.4888185490827963,Transformer.tr(r:udt17740-udt17740lv),udt17740.2,25.0,1
4.366052307859131,Transformer.tr(r:udt1057-udt1057lv),udt1057.3,50.0,1
4.50668361797884,Transformer.tr(r:udt14029-udt14029lv),udt14029.2,50.0,1
6.433730096402386,Transformer.tr(r:udt11846-udt11846lv),udt11846.3,25.0,1
6.447663596665592,Transformer.tr(r:udt14160-udt14160lv),udt14160.3,25.0,1
