Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.5225031933433884,Transformer.tr(r:udt4629-udt4629lv),udt4629.1,50.0,1
1.675044317699021,Transformer.tr(r:udt17799-udt17799lv),udt17799.2,50.0,1
2.2125495068156837,Transformer.tr(r:udt13351-udt13351lv),udt13351,100.0,3
2.857548099161009,Transformer.tr(r:udt12156-udt12156lv),udt12156.1,25.0,1
2.893117810120925,Transformer.tr(r:udt4635-udt4635lv),udt4635.3,25.0,1
2.899530558235859,Transformer.tr(r:udt16813-udt16813lv),udt16813.2,25.0,1
2.936810827029081,Transformer.tr(r:udt4634-udt4634lv),udt4634.2,50.0,1
2.9376199241358614,Transformer.tr(r:udt13845-udt13845lv),udt13845.3,25.0,1
3.0287917982956123,Transformer.tr(r:udt13415-udt13415lv),udt13415.3,50.0,1
3.1071743784602535,Transformer.tr(r:udt14191-udt14191lv),udt14191.2,25.0,1
3.167293412383338,Transformer.tr(r:udt4628-udt4628lv),udt4628.2,50.0,1
3.2542602816224986,Transformer.tr(r:udt13690-udt13690lv),udt13690.3,50.0,1
3.3518335712387697,Transformer.tr(r:udt16697-udt16697lv),udt16697.3,25.0,1
3.4474914107157892,Transformer.tr(r:udt13522-udt13522lv),udt13522.1,25.0,1
3.583399082298383,Transformer.tr(r:udt4630-udt4630lv),udt4630.2,25.0,1
5.960467769084453,Transformer.tr(r:udt4638-udt4638lv),udt4638.2,25.0,1
