Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.233607462841749,Transformer.tr(r:udt16921-udt16921lv),udt16921.1,50.0,1
1.3247914014717743,Transformer.tr(r:udt19407-udt19407lv),udt19407.1,50.0,1
1.336137930438591,Transformer.tr(r:udt17714-udt17714lv),udt17714,150.0,3
1.37765017527271,Transformer.tr(r:udt20716-udt20716lv),udt20716.2,50.0,1
1.4234895266828915,Transformer.tr(r:udt16530-udt16530lv),udt16530.2,50.0,1
1.4455912431138178,Transformer.tr(r:udt18932-udt18932lv),udt18932.1,50.0,1
1.469643923950067,Transformer.tr(r:udt18756-udt18756lv),udt18756.3,50.0,1
1.4957142835381485,Transformer.tr(r:udt18735-udt18735lv),udt18735.2,50.0,1
1.5256450693380161,Transformer.tr(r:udt20279-udt20279lv),udt20279.2,50.0,1
1.5606561723243377,Transformer.tr(r:udt16268-udt16268lv),udt16268.1,50.0,1
1.733254714960454,Transformer.tr(r:udt20022-udt20022lv),udt20022.3,50.0,1
2.4702480155846906,Transformer.tr(r:udt19496-udt19496lv),udt19496,100.0,3
2.7413208945464813,Transformer.tr(r:udt537-udt537lv),udt537.3,50.0,1
2.7686742907061213,Transformer.tr(r:udt532-udt532lv),udt532.1,50.0,1
2.7690773275912335,Transformer.tr(r:udt19221-udt19221lv),udt19221.3,50.0,1
2.8193948761288765,Transformer.tr(r:udt15420-udt15420lv),udt15420.1,25.0,1
2.8280031701026247,Transformer.tr(r:udt536-udt536lv),udt536.2,75.0,1
2.8427276932309096,Transformer.tr(r:udt19420-udt19420lv),udt19420.2,25.0,1
2.9403275363638506,Transformer.tr(r:udt20632-udt20632lv),udt20632,75.0,3
2.9995902842819797,Transformer.tr(r:udt15602-udt15602lv),udt15602.3,25.0,1
3.0306383494042413,Transformer.tr(r:udt16644-udt16644lv),udt16644.3,50.0,1
3.0549252741453268,Transformer.tr(r:udt529-udt529lv),udt529.3,75.0,1
3.0800706234893442,Transformer.tr(r:udt19397-udt19397lv),udt19397.3,50.0,1
3.1065230752645565,Transformer.tr(r:udt18011-udt18011lv),udt18011.1,50.0,1
3.1337631236895622,Transformer.tr(r:udt538-udt538lv),udt538.3,50.0,1
3.1619986266674824,Transformer.tr(r:udt17637-udt17637lv),udt17637.2,25.0,1
3.3213710831544,Transformer.tr(r:udt15983-udt15983lv),udt15983.3,25.0,1
3.3223431976807087,Transformer.tr(r:udt19963-udt19963lv),udt19963.1,25.0,1
3.344944050960005,Transformer.tr(r:udt16983-udt16983lv),udt16983.1,50.0,1
3.413146416782359,Transformer.tr(r:udt1287-udt1287lv),udt1287.1,25.0,1
3.492197411243247,Transformer.tr(r:udt20356-udt20356lv),udt20356,75.0,3
3.501476380455239,Transformer.tr(r:udt18035-udt18035lv),udt18035.1,25.0,1
4.2597579388696305,Transformer.tr(r:udt534-udt534lv),udt534.1,50.0,1
5.1857152833588005,Transformer.tr(r:udt531-udt531lv),udt531.3,75.0,1
5.397922841477908,Transformer.tr(r:udt533-udt533lv),udt533.1,75.0,1
6.220402569376415,Transformer.tr(r:udt522-udt522lv),udt522.3,50.0,1
6.445334295723116,Transformer.tr(r:udt15828-udt15828lv),udt15828.3,50.0,1
6.866593421612588,Transformer.tr(r:udt16204-udt16204lv),udt16204.3,25.0,1
