Loading (p.u.),Name,Bus1,Bus2
1.0094584123458878,Line.l(r:udt15983-udt529),udt15983-udt529x.3,udt15983-udt529xx.3
1.0095544916220682,Line.padswitch(r:udt15983-udt529)u_75177,udt15983-udt529xx.3,udt529.3
1.0204888924842757,Line.l(r:p1ulv41566-udt16322lv),udt16322lv.1.2,p1ulv41566.1.2
1.0255668761895287,Line.l(r:udm2114-udm2115),udm2114.1.2,udm2115.1.2
1.048330722174918,Line.l(r:udm28889-udt7885lv),udt7885lv.1.2,udm28889.1.2
1.0612869785973134,Line.l(r:p1ulv56624-udt20279lv),udt20279lv.1.2,p1ulv56624.1.2
1.0648381336628863,Line.l(r:udm47664-udt15565lv),udt15565lv.1.2,udm47664.1.2
1.077044757365014,Line.l(r:udm2118-udt529lv),udt529lv.1.2,udm2118.1.2
1.0808597300260891,Line.l(r:udm56199-udt18756lv),udt18756lv.1.2,udm56199.1.2
1.0831471866578324,Line.l(r:udm2171-udm2172),udm2172.1.2,udm2171.1.2
1.0932036802018434,Line.l(r:udm47664-udm47667),udm47664.1.2,udm47667.1.2
1.1177516601722997,Line.l(r:udm2118-udm2123),udm2118.1.2,udm2123.1.2
1.1419398746811569,Line.l(r:udm47665-udm47667),udm47667.1.2,udm47665.1.2
1.1602880482978948,Line.l(r:udm52174-udt16983lv),udt16983lv.1.2,udm52174.1.2
1.1602881486297083,Line.l(r:p1ulv52315-udm52174),udm52174.1.2,p1ulv52315.1.2
1.1846388818634586,Line.l(r:udm59335-udt20402lv),udt20402lv.1.2,udm59335.1.2
1.2477775306715198,Line.l(r:udm16850-udt4457lv),udt4457lv.1.2,udm16850.1.2
1.2605456120565035,Line.l(r:udm2173-udm2177),udm2177.1.2,udm2173.1.2
1.2652982526277945,Line.l(r:udm57165-udt19221lv),udt19221lv.1.2,udm57165.1.2
1.2734682250316445,Line.l(r:udm57628-udt19407lv),udt19407lv.1.2,udm57628.1.2
1.3004323441806558,Line.l(r:udm57166-udt19221lv),udt19221lv.1.2,udm57166.1.2
1.3014875574430946,Line.fuse(r:udt15983-udt19182)u_84992,udt19182.3,udt15983-udt19182x.3
1.301487577464354,Line.l(r:udt15983-udt19182),udt15983-udt19182x.3,udt15983.3
1.408161848376665,Line.l(r:p1ulv59760-udt20716lv),udt20716lv.1.2,p1ulv59760.1.2
1.4144755136034006,Line.l(r:p1ulv56406-udm56267),udm56267.1.2,p1ulv56406.1.2
1.4188150043543306,Line.l(r:udm2159-udt534lv),udt534lv.1.2,udm2159.1.2
1.4194753355447047,Line.l(r:p1ulv45151-udt17637lv),udt17637lv.1.2,p1ulv45151.1.2
1.4337556401995664,Line.l(r:udm48682-udt15828lv),udt15828lv.1.2,udm48682.1.2
1.4412583895539228,Line.l(r:udm57598-udt19397lv),udt19397lv.1.2,udm57598.1.2
1.4525024311141561,Line.l(r:udm2149-udm2154),udm2154.1.2,udm2149.1.2
1.4767901233941014,Line.l(r:udm2173-udm2174),udm2173.1.2,udm2174.1.2
1.4776778390295044,Line.l(r:udm28889-udm28890),udm28889.1.2,udm28890.1.2
1.4776779653981889,Line.l(r:p1ulv58183-udm28890),udm28890.1.2,p1ulv58183.1.2
1.4778205966462734,Line.l(r:udm57599-udt19397lv),udt19397lv.1.2,udm57599.1.2
1.4778207186114878,Line.l(r:p1ulv56905-udm57599),udm57599.1.2,p1ulv56905.1.2
1.4793280677463971,Line.l(r:udm57296-udt19275lv),udt19275lv.1.2,udm57296.1.2
1.479328273606088,Line.l(r:p1ulv53280-udm57296),udm57296.1.2,p1ulv53280.1.2
1.4814268807870792,Line.l(r:p1ulv57706-udt20446lv),udt20446lv.1.2,p1ulv57706.1.2
1.482112255926692,Line.l(r:p1ulv44963-udm16850),udm16850.1.2,p1ulv44963.1.2
1.4836043839926947,Line.l(r:udm16849-udt4457lv),udt4457lv.1.2,udm16849.1.2
1.4836044480871136,Line.l(r:p1ulv40486-udm16849),udm16849.1.2,p1ulv40486.1.2
1.484921665919612,Line.l(r:udm48010-udt15655lv),udt15655lv.1.2,udm48010.1.2
1.4864342065473026,Line.l(r:p1ulv52768-udt19479lv),udt19479lv.1.2,p1ulv52768.1.2
1.4968157341740687,Line.l(r:udm16831-udt4453lv),udt4453lv.1.2,udm16831.1.2
1.4968157771612345,Line.l(r:p1ulv9531-udm16831),udm16831.1.2,p1ulv9531.1.2
1.498932729820173,Line.l(r:udm51953-udt16921lv),udt16921lv.1.2,udm51953.1.2
1.4989327658450495,Line.l(r:p1ulv43131-udm51953),udm51953.1.2,p1ulv43131.1.2
1.5034259775216379,Line.l(r:udm2158-udm2159),udm2159.1.2,udm2158.1.2
1.5066387856363745,Line.l(r:udm2161-udm2162),udm2161.1.2,udm2162.1.2
1.507719041877042,Line.l(r:p1ulv55303-udm57165),udm57165.1.2,p1ulv55303.1.2
1.5110448055916879,Line.l(r:udm16830-udt4453lv),udt4453lv.1.2,udm16830.1.2
1.5110448474714535,Line.l(r:p1ulv9530-udm16830),udm16830.1.2,p1ulv9530.1.2
1.515062433441259,Line.l(r:p1ulv44787-udm47086),udm47086.1.2,p1ulv44787.1.2
1.5223518972555117,Line.l(r:p1ulv44657-udm2174),udm2174.1.2,p1ulv44657.1.2
1.5240186056771745,Line.l(r:p1ulv58312-udt522lv),udt522lv.1.2,p1ulv58312.1.2
1.5252328548803573,Line.l(r:p1ulv56059-udm57628),udm57628.1.2,p1ulv56059.1.2
1.5267526217727199,Line.l(r:udm2130-udm2138),udm2130.1.2,udm2138.1.2
1.5271996771161833,Line.l(r:p1ulv40007-udm48010),udm48010.1.2,p1ulv40007.1.2
1.528759067642507,Line.l(r:udm2192-udt538lv),udt538lv.1.2,udm2192.1.2
1.5297158231383368,Line.l(r:p1ulv59288-udm2192),udm2192.1.2,p1ulv59288.1.2
1.5369680613741992,Line.l(r:udm2094-udt522lv),udt522lv.1.2,udm2094.1.2
1.5369681015708578,Line.l(r:p1ulv54574-udm2094),udm2094.1.2,p1ulv54574.1.2
1.539584326860473,Line.l(r:udm2132-udm2138),udm2138.1.2,udm2132.1.2
1.543400331866148,Line.l(r:p1ulv54518-udm2177),udm2177.1.2,p1ulv54518.1.2
1.5467634470671663,Line.l(r:p1ulv980-udt537lv),udt537lv.1.2,p1ulv980.1.2
1.5641122567350871,Line.l(r:p1ulv57772-udm57166),udm57166.1.2,p1ulv57772.1.2
1.5647862498346257,Line.l(r:p1ulv57768-udt532lv),udt532lv.1.2,p1ulv57768.1.2
1.5660068167632744,Line.l(r:p1ulv56402-udm2162),udm2162.1.2,p1ulv56402.1.2
1.5661338228491504,Line.l(r:p1ulv981-udm2158),udm2158.1.2,p1ulv981.1.2
1.569689282699006,Line.l(r:p1ulv58901-udm2161),udm2161.1.2,p1ulv58901.1.2
1.5751624217895537,Line.l(r:p1ulv46623-udt18035lv),udt18035lv.1.2,p1ulv46623.1.2
1.5786619439987124,Line.l(r:p1ulv51301-udm2131),udm2131.1.2,p1ulv51301.1.2
1.598844253971774,Line.l(r:udm47801-udt15602lv),udt15602lv.1.2,udm47801.1.2
1.5991501386233156,Line.l(r:p1ulv50364-udm48686),udm48686.1.2,p1ulv50364.1.2
1.6006644639501562,Line.l(r:p1ulv45411-udm2132),udm2132.1.2,p1ulv45411.1.2
1.602556932394145,Line.l(r:p1ulv59796-udt532lv),udt532lv.1.2,p1ulv59796.1.2
1.616154585433124,Line.l(r:udm2131-udm2137),udm2131.1.2,udm2137.1.2
1.6161545882021318,Line.l(r:p1ulv57710-udm2137),udm2137.1.2,p1ulv57710.1.2
1.618383934501571,Line.l(r:p1ulv53448-udt537lv),udt537lv.1.2,p1ulv53448.1.2
1.6297469360322814,Line.l(r:p1ulv41792-udt522lv),udt522lv.1.2,p1ulv41792.1.2
1.6447744513734412,Line.l(r:p1ulv58064-udm47801),udm47801.1.2,p1ulv58064.1.2
1.6458818747571888,Line.l(r:p1ulv969-udm2115),udm2115.1.2,p1ulv969.1.2
1.661332978843722,Line.l(r:udm48683-udm48685),udm48685.1.2,udm48683.1.2
1.6613329819475509,Line.l(r:p1ulv41980-udm48683),udm48683.1.2,p1ulv41980.1.2
1.6654137525771628,Line.l(r:p1ulv53144-udm2135),udm2135.1.2,p1ulv53144.1.2
1.6979960995732042,Line.l(r:p1ulv42122-udm51389),udm51389.1.2,p1ulv42122.1.2
1.6980198934691706,Line.l(r:p1ulv50360-udt18932lv),udt18932lv.1.2,p1ulv50360.1.2
1.7013451706325466,Line.l(r:udm48682-udm48684),udm48682.1.2,udm48684.1.2
1.701345215428047,Line.l(r:p1ulv43518-udm48684),udm48684.1.2,p1ulv43518.1.2
1.7052569785471057,Line.l(r:p1ulv49906-udm2151),udm2151.1.2,p1ulv49906.1.2
1.71089064905184,Line.l(r:p1ulv54638-udm57598),udm57598.1.2,p1ulv54638.1.2
1.7138931949843503,Line.l(r:udm56195-udm56199),udm56199.1.2,udm56195.1.2
1.7138932388395403,Line.l(r:p1ulv49607-udm56195),udm56195.1.2,p1ulv49607.1.2
1.7146345538266703,Line.l(r:udm52173-udt16983lv),udt16983lv.1.2,udm52173.1.2
