Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
1167.7125946271183,-6453.68078884265,18.09374576824284,27847.98183651445,11656.241688675871,16191.740147839524,170,12,30
