Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0061522566661598,Transformer.tr(r:udt18216-udt18216lv),udt18216,75.0,3
1.0077744053981028,Transformer.tr(r:udt15076-udt15076lv),udt15076,75.0,3
1.0116716669000811,Transformer.tr(r:udt6804-udt6804lv),udt6804.3,75.0,1
1.0168248157797137,Transformer.tr(r:udt20394-udt20394lv),udt20394,75.0,3
1.0245566967849589,Transformer.tr(r:udt15198-udt15198lv),udt15198,75.0,3
1.033914586384828,Transformer.tr(r:udt18315-udt18315lv),udt18315,75.0,3
1.036126497661894,Transformer.tr(r:udt15003-udt15003lv),udt15003,75.0,3
1.0379599370158,Transformer.tr(r:udt12561-udt12561lv),udt12561,75.0,3
1.043838059147718,Transformer.tr(r:udt15347-udt15347lv),udt15347,75.0,3
1.0871786511442039,Transformer.tr(r:udt17313-udt17313lv),udt17313,75.0,3
1.11335114162106,Transformer.tr(r:udt14791-udt14791lv),udt14791.1,75.0,1
1.1703895998720732,Transformer.tr(r:udt4547-udt4547lv),udt4547.3,50.0,1
1.1968520339802013,Transformer.tr(r:udt6802-udt6802lv),udt6802.1,50.0,1
1.1994366919583004,Transformer.tr(r:udt6803-udt6803lv),udt6803.3,50.0,1
1.2008266749840384,Transformer.tr(r:udt340-udt340lv),udt340,150.0,3
1.2021039187185556,Transformer.tr(r:udt14445-udt14445lv),udt14445,150.0,3
1.203997785686015,Transformer.tr(r:udt6818-udt6818lv),udt6818.3,50.0,1
1.2068641327963037,Transformer.tr(r:udt13017-udt13017lv),udt13017,150.0,3
1.2098242679977056,Transformer.tr(r:udt12959-udt12959lv),udt12959,150.0,3
1.211363498336777,Transformer.tr(r:udt17929-udt17929lv),udt17929,150.0,3
1.2716068785588905,Transformer.tr(r:udt3297-udt3297lv),udt3297.2,50.0,1
1.3060875313098963,Transformer.tr(r:udt15185-udt15185lv),udt15185.3,50.0,1
1.3093519085950742,Transformer.tr(r:udt17238-udt17238lv),udt17238,150.0,3
1.3127721138220867,Transformer.tr(r:udt16114-udt16114lv),udt16114.2,50.0,1
1.3135304042953702,Transformer.tr(r:udt12710-udt12710lv),udt12710.3,50.0,1
1.3263124955273362,Transformer.tr(r:udt16794-udt16794lv),udt16794,150.0,3
1.3273164917510263,Transformer.tr(r:udt11390-udt11390lv),udt11390.2,50.0,1
1.3276348570769367,Transformer.tr(r:udt12995-udt12995lv),udt12995.2,50.0,1
1.3353878701301896,Transformer.tr(r:udt15225-udt15225lv),udt15225.3,50.0,1
1.3362989213244112,Transformer.tr(r:udt12609-udt12609lv),udt12609.2,50.0,1
1.3441016309592897,Transformer.tr(r:udt12072-udt12072lv),udt12072.3,50.0,1
1.3459421927956081,Transformer.tr(r:udt14189-udt14189lv),udt14189.3,50.0,1
1.3478480935982131,Transformer.tr(r:udt11779-udt11779lv),udt11779,150.0,3
1.3509832918681233,Transformer.tr(r:udt18731-udt18731lv),udt18731.3,50.0,1
1.3540539578154622,Transformer.tr(r:udt20148-udt20148lv),udt20148.3,50.0,1
1.3557288580368752,Transformer.tr(r:udt11328-udt11328lv),udt11328.3,50.0,1
1.3838131415109955,Transformer.tr(r:udt11208-udt11208lv),udt11208.2,50.0,1
1.3889600511806193,Transformer.tr(r:udt12134-udt12134lv),udt12134.2,50.0,1
1.4164625335025274,Transformer.tr(r:udt17851-udt17851lv),udt17851,150.0,3
1.4173721984246854,Transformer.tr(r:udt13927-udt13927lv),udt13927.2,50.0,1
1.4208935665055091,Transformer.tr(r:udt12107-udt12107lv),udt12107.1,50.0,1
1.431735691014038,Transformer.tr(r:udt4562-udt4562lv),udt4562.3,50.0,1
1.4348990577185115,Transformer.tr(r:udt17549-udt17549lv),udt17549,300.0,3
1.4475826344171803,Transformer.tr(r:udt15993-udt15993lv),udt15993,150.0,3
1.4613385376551848,Transformer.tr(r:udt11616-udt11616lv),udt11616.3,50.0,1
1.5066034716893861,Transformer.tr(r:udt14946-udt14946lv),udt14946.2,50.0,1
1.5081445036453605,Transformer.tr(r:udt4293-udt4293lv),udt4293.3,50.0,1
1.5093258483158827,Transformer.tr(r:udt11427-udt11427lv),udt11427,150.0,3
1.5112777694197808,Transformer.tr(r:udt15240-udt15240lv),udt15240,150.0,3
1.5148694646007965,Transformer.tr(r:udt1123-udt1123lv),udt1123.3,50.0,1
1.5522953421492398,Transformer.tr(r:udt15100-udt15100lv),udt15100.1,50.0,1
1.5540181762640548,Transformer.tr(r:udt7845-udt7845lv),udt7845.1,50.0,1
1.5708231247253077,Transformer.tr(r:udt2886-udt2886lv),udt2886,150.0,3
1.5777061132509835,Transformer.tr(r:udt17236-udt17236lv),udt17236.2,50.0,1
1.5825266053082276,Transformer.tr(r:udt12154-udt12154lv),udt12154,150.0,3
1.5840022505271232,Transformer.tr(r:udt13431-udt13431lv),udt13431.1,50.0,1
1.6080720068155474,Transformer.tr(r:udt13674-udt13674lv),udt13674.3,50.0,1
1.6112541201657082,Transformer.tr(r:udt2259-udt2259lv),udt2259.2,50.0,1
1.6255526634414013,Transformer.tr(r:udt17390-udt17390lv),udt17390.2,50.0,1
1.6425750283666813,Transformer.tr(r:udt13389-udt13389lv),udt13389.2,50.0,1
1.6536906351825045,Transformer.tr(r:udt4545-udt4545lv),udt4545.1,50.0,1
1.6776277266561508,Transformer.tr(r:udt12733-udt12733lv),udt12733.1,50.0,1
1.7178616213741775,Transformer.tr(r:udt2563-udt2563lv),udt2563.2,50.0,1
1.7901258726815616,Transformer.tr(r:udt1879-udt1879lv),udt1879.1,75.0,1
1.8722650878934801,Transformer.tr(r:udt13673-udt13673lv),udt13673.3,50.0,1
2.054818600673542,Transformer.tr(r:udt12101-udt12101lv),udt12101,100.0,3
2.1414701650555057,Transformer.tr(r:udt15344-udt15344lv),udt15344,100.0,3
2.1422883115722167,Transformer.tr(r:udt11557-udt11557lv),udt11557,100.0,3
2.1646410344165847,Transformer.tr(r:udt6829-udt6829lv),udt6829,100.0,3
2.289305084531405,Transformer.tr(r:udt12399-udt12399lv),udt12399,100.0,3
2.68355505609755,Transformer.tr(r:udt6916-udt6916lv),udt6916.3,25.0,1
2.730518849557384,Transformer.tr(r:udt19665-udt19665lv),udt19665.2,50.0,1
2.756150244394665,Transformer.tr(r:udt2618-udt2618lv),udt2618.3,50.0,1
2.8178060789160657,Transformer.tr(r:udt13968-udt13968lv),udt13968.1,25.0,1
2.822169874437876,Transformer.tr(r:udt11584-udt11584lv),udt11584.2,25.0,1
2.830986988131306,Transformer.tr(r:udt15260-udt15260lv),udt15260.1,25.0,1
2.8329906503134272,Transformer.tr(r:udt16047-udt16047lv),udt16047.2,25.0,1
2.841433609703698,Transformer.tr(r:udt16154-udt16154lv),udt16154.3,25.0,1
2.8433402611992293,Transformer.tr(r:udt16801-udt16801lv),udt16801.1,25.0,1
2.851713973609085,Transformer.tr(r:udt6845-udt6845lv),udt6845.1,25.0,1
2.8524082381204434,Transformer.tr(r:udt2615-udt2615lv),udt2615.3,50.0,1
2.854177534017693,Transformer.tr(r:udt4557-udt4557lv),udt4557.3,25.0,1
2.8677249314581466,Transformer.tr(r:udt20378-udt20378lv),udt20378.3,25.0,1
2.8698115850362824,Transformer.tr(r:udt13043-udt13043lv),udt13043.1,25.0,1
2.8944106485255605,Transformer.tr(r:udt15988-udt15988lv),udt15988.2,25.0,1
2.8959665063491093,Transformer.tr(r:udt19511-udt19511lv),udt19511.3,25.0,1
2.908512537972588,Transformer.tr(r:udt15060-udt15060lv),udt15060.2,25.0,1
2.909456516166161,Transformer.tr(r:udt6886-udt6886lv),udt6886.3,25.0,1
2.9117547027880604,Transformer.tr(r:udt19023-udt19023lv),udt19023.1,25.0,1
2.912292291412568,Transformer.tr(r:udt13802-udt13802lv),udt13802.2,25.0,1
2.9262248504452466,Transformer.tr(r:udt20232-udt20232lv),udt20232.3,25.0,1
2.9352513491982375,Transformer.tr(r:udt11605-udt11605lv),udt11605.3,25.0,1
2.935583740783764,Transformer.tr(r:udt12865-udt12865lv),udt12865.2,50.0,1
2.9425556880530115,Transformer.tr(r:udt6834-udt6834lv),udt6834.2,50.0,1
2.950858068906403,Transformer.tr(r:udt14400-udt14400lv),udt14400.3,25.0,1
2.951530967987815,Transformer.tr(r:udt6833-udt6833lv),udt6833.2,25.0,1
2.965560175914852,Transformer.tr(r:udt11903-udt11903lv),udt11903.1,25.0,1
2.96589494301619,Transformer.tr(r:udt14797-udt14797lv),udt14797.2,25.0,1
2.984215473406913,Transformer.tr(r:udt8436-udt8436lv),udt8436.2,75.0,1
2.993991784354943,Transformer.tr(r:udt16112-udt16112lv),udt16112.2,25.0,1
2.998595721731959,Transformer.tr(r:udt20708-udt20708lv),udt20708.1,25.0,1
3.0010001103261357,Transformer.tr(r:udt4295-udt4295lv),udt4295.1,50.0,1
3.0012943155178755,Transformer.tr(r:udt13821-udt13821lv),udt13821.3,25.0,1
3.0026729217024783,Transformer.tr(r:udt4282-udt4282lv),udt4282.2,50.0,1
3.008392081024273,Transformer.tr(r:udt3299-udt3299lv),udt3299.2,75.0,1
3.009079476119824,Transformer.tr(r:udt17681-udt17681lv),udt17681.3,50.0,1
3.016164995627007,Transformer.tr(r:udt12841-udt12841lv),udt12841.3,25.0,1
