OpenDSS Value (p.u.),Bus
0.9805373561229277,p1ulv2737
0.9985918975608339,p1ulv51389
0.9988239107614877,p1ulv56179
0.9990628632698214,p1ulv52240
0.9993096002384627,p1ulv51710
0.9995938732489352,p1ulv53632
1.0001687248910927,udm55418
1.0003585505723431,p1ulv49752
1.0011545906250165,udm55421
1.001302158346412,p1ulv60781
1.0013044330085916,udt1251lv
1.0015571616262364,udm5235
1.0016383958969355,p1ulv53691
1.001731593368695,udm46950
1.0020107423811724,p1ulv55732
1.0020974818832935,p1ulv60802
1.0021670080394705,p1ulv55431
1.0023403123944128,p1ulv2738
1.0024556022382356,udm55425
1.002529988353205,p1ulv55833
1.0025377072817832,p1ulv52997
1.0025631863162547,p1ulv60425
1.0026288583165486,p1ulv58518
1.002691211982334,p1ulv46923
1.002870069160685,p1ulv52690
1.0029183924766873,p1ulv40109
1.0030394129185765,p1ulv55644
1.0030847701765762,p1ulv52354
1.0031233624113434,udm50107
1.0031581226424375,p1ulv55770
1.0031799503026257,udm48384
1.0031959469952414,p1ulv46862
1.0032086594243947,p1ulv2758
1.0032890001832948,p1ulv60394
1.0033880377083595,p1ulv39648
1.0035524653664134,p1ulv54820
1.0035589469917119,p1ulv43244
1.0035837907103318,udm48303
1.003638720085903,udm55419
1.0036513823549327,udm52146
1.0037307705686436,p1ulv43726
1.003745016293374,p1ulv57727
1.0037782437519578,p1ulv43125
1.0039009968508172,udm55422
1.0040172071987352,udm50660
1.0041403616528826,p1ulv56948
1.0041422794643526,udm52139
1.0042042545232537,p1ulv41904
1.0042051587014504,p1ulv49863
1.0042887053650436,p1ulv56638
1.0043058923534518,p1ulv44819
1.0043257705903526,udm54064
1.0043940346824307,udm50962
1.0044319342937844,udm48302
1.0044535260393528,udm54061
1.0044541866002599,p1ulv52295
1.0045032234302003,p1ulv54371
1.0045242239044994,p1ulv43033
1.0045641875403948,p1ulv58491
1.004594215945313,p1ulv49955
1.0046107295286149,udm50967
1.0046147232125335,udm54063
1.0046225349253755,p1ulv45144
1.0046380627968803,p1ulv48543
1.0047122774585615,p1ulv40146
1.0047524481017618,udt1269lv
1.0048066015412185,udm50963
1.0048209647382926,p1ulv59840
1.0048250478309604,udm52141
1.004904423776462,udt15390lv
1.0049313450943345,p1ulv55085
1.0049316755205648,udm54066
1.0049555183180336,udm52143
1.0050498330339848,p1ulv50083
1.0050693679663971,udm46952
1.0051004739539597,udm50106
1.0051736617415505,p1ulv58945
1.0053099101813974,p1ulv57047
1.005354082179514,p1ulv51474
1.0054737362785802,udt15749lv
1.005491515888321,p1ulv39854
1.0055781186560022,p1ulv56381
1.0055931169304069,udm50965
1.0056341513581057,p1ulv41807
1.0057499584990013,p1ulv48418
1.00578913712048,p1ulv59104
1.0058115228911062,udt15722lv
1.005836193864608,p1ulv46801
1.0058702772698516,udm53914
1.0059717868131541,p1ulv53820
1.0060018248992892,udm54065
1.0060380204455326,p1ulv43561
1.0060409049980996,udm51194
1.0061073692608506,p1ulv50024
1.006161815453686,udm52140
1.0061786276658329,udm52142
1.0062932079126554,udm53636
1.006327118046951,p1ulv41524
1.0063483147321763,p1ulv58635
1.0063626269524844,p1ulv39610
1.0063706232160166,p1ulv46366
1.0064144653733145,udt16525lv
1.0065582345200066,p1ulv61163
1.0066819406396097,p1ulv45272
1.0067380247914937,udm51192
1.0067586712042307,udm54522
1.006759744714773,p1ulv47950
1.0067913980595602,udm50103
1.0067929253692978,udm5193
1.0068432154389613,udt16469lv
1.0068509706900035,udt17632lv
1.006895242770938,udm52144
1.0069021953848218,p1ulv48043
1.0069374183716144,udm50105
1.0069389181496917,p1ulv58574
1.0069491334728162,p1ulv54784
1.006956834838005,udm53916
1.0070081364711605,p1ulv58266
1.0070177221733672,udt18361lv
1.007031835897477,p1ulv51915
1.0070421949950081,udm46831
1.0070701543006595,p1ulv42019
1.007087274557557,udt16299lv
1.0071053701403017,p1ulv56858
1.0071149898376313,p1ulv49767
1.0071259987722536,p1ulv50143
1.0071480911692885,p1ulv53755
1.0071583516194278,p1ulv57008
1.0071598553504761,p1ulv43180
1.0071655192801265,p1ulv51853
1.0071818033220286,udt17935lv
1.0071823482858906,p1ulv53357
1.0072065667398618,udt17685lv
1.0072353998581516,p1ulv46957
1.0072421441593347,p1ulv58048
1.0073176344249681,p1ulv60150
1.0073204799261135,udm53634
1.0073462196730523,p1ulv60846
1.0073805204022306,p1ulv56533
1.007403845030568,p1ulv52015
1.0074192857485618,udm50662
1.0074577152885096,udm46836
1.0074711014110478,p1ulv54435
1.0075054955884553,udm48960
1.0075147340130939,p1ulv56883
1.0075281699168261,udm51191
1.0075982032109234,p1ulv51736
1.0076143424799988,p1ulv54743
1.0076339359625468,udt16974lv
1.0076864543219146,p1ulv61224
1.0077166312159946,p1ulv51672
1.0078672364709838,udm57237
1.007884014221894,p1ulv2727
1.0079008859166336,p1ulv44922
1.007905705778729,p1ulv60521
1.007916374596237,udm50659
1.0079347714561515,p1ulv59207
1.0080109744307326,udt16585lv
1.0080831434049107,udt17542lv
1.0081125017433936,p1ulv52519
1.0081276688297112,p1ulv54133
1.0081636005291412,p1ulv51976
1.0081693265091982,p1ulv59512
1.0081818597408547,udm51072
1.0081919556410346,p1ulv57173
1.0081920088904086,p1ulv40031
1.0081926314836065,udm50658
1.0081999154958563,udm58680
1.008232280874536,p1ulv48479
1.0082890154342063,udm53637
1.008302653013935,p1ulv53490
1.0083357566611006,udm49141
1.0083429407307065,p1ulv54324
1.0083592044460226,p1ulv51615
1.0083641373500636,p1ulv52648
1.0083646723738893,p1ulv45205
1.008379745452169,udm53635
1.00842252332597,p1ulv57475
1.0084292116111322,p1ulv59738
1.0084973156075114,udm52049
1.008497436616717,p1ulv57751
1.0085122128147272,p1ulv54105
1.008611707028849,udm50657
1.0086127945730528,udt19250lv
1.008634877876978,p1ulv46480
1.0086907805658503,udm54577
1.0086984362512776,udm58679
1.0087077120778907,p1ulv56140
1.0087127649568859,p1ulv57816
1.0087256837187495,udm52051
1.0087526864071492,udt1252lv
1.008759112664717,udm57238
1.0087669784489544,p1ulv56698
1.0087811162668276,p1ulv56318
1.0088083089624966,udm51313
1.0088088993100575,p1ulv60650
1.0088112633024033,p1ulv43061
1.008820415627623,p1ulv51537
1.008861624307547,p1ulv44883
1.0088672443618978,udm47607
1.008873105311857,p1ulv52584
1.0088789623782488,p1ulv41769
1.008883626235466,udm5172
1.0089237467553827,udm5194
1.0089372349690118,udm47936
1.0089439479867184,p1ulv39974
1.0089628584797874,p1ulv58672
1.0089819578941988,udm54578
1.0089899822942467,p1ulv59449
1.0090123639138975,udm50367
1.0090320687966647,udm50368
1.0090491562909576,p1ulv51221
1.009068644298516,udt16444lv
1.0091105529494246,udt15635lv
1.0091259226325506,p1ulv45008
1.0091593557938145,p1ulv39911
1.009177339033116,p1ulv58227
1.0091961453484526,udm46832
1.0092002628964396,udt16368lv
1.0092172294651953,udm5197
1.0093241202207701,udm46833
1.0093634876022173,udt19942lv
1.0093915834453027,p1ulv45074
1.0094056428759295,udt15361lv
1.0094168721102186,p1ulv49717
1.0094357779192205,udm50810
1.0094649126690598,p1ulv50345
1.009500041367473,p1ulv43686
1.0095078421666974,p1ulv59386
1.0095368614592823,udm54574
1.0095592326200067,udt16555lv
1.0095601754264625,udm5173
1.0095609121635394,udm4929
1.009639295221661,p1ulv46429
1.0096719322331094,p1ulv57351
1.0096884221584572,udt20395lv
1.009726511062216,udm4926
1.0097493321212783,udm5200
1.0097509095507942,udt15930lv
1.0097681006614079,p1ulv41639
1.009814718378229,udm5196
1.0098403935192088,udm4935
1.009853722058484,udm47606
1.0098609850342046,p1ulv54909
1.009881490798219,p1ulv60910
1.0099008637480416,udm5201
1.0099082206084042,udt1253lv
1.0099566002534102,p1ulv53656
1.0100117426192745,udm59324
1.010021811834554,udt16950lv
1.010058312110622,p1ulv41339
1.010065887907859,udm51314
1.0100818276903416,p1ulv11628
1.0100895171046314,udm51070
1.0101148808230667,p1ulv39787
1.0101299632519125,udt16620lv
1.0101339901524886,udm54181
1.0101798871729981,p1ulv58333
1.0101839612503942,p1ulv48265
1.0101985394309465,udm58156
1.0102071141441706,udm51310
1.0102361486434195,udm4925
1.010279382419008,udm5199
1.0102841225632673,udt1244lv
1.0103024046749072,p1ulv41958
1.010303120862618,udt15888lv
1.0103055538435293,udt17957lv
1.0103307727152568,p1ulv43366
1.0103363618464365,p1ulv51852
1.010379775206113,p1ulv40341
1.0104034103121475,udt15549lv
1.0104114098838584,p1ulv54069
1.0104161148037445,p1ulv48607
1.010422757697047,p1ulv2736
1.0104495806558442,p1ulv54616
1.0104657251576235,udm19946
1.0105036358318373,udm48961
1.0105370181301034,p1ulv51327
1.0105608624247613,udm4938
1.010561324750309,p1ulv60328
1.010580190404551,p1ulv57657
1.0105966745079065,p1ulv51028
1.0106049274178652,p1ulv11626
1.010635691133115,p1ulv52044
1.0106465246474692,p1ulv56884
1.010653379248338,p1ulv11644
1.0106648626822858,p1ulv42078
1.010689440596694,p1ulv53294
1.010730113232333,p1ulv57878
1.0107411212188835,p1ulv2739
1.01074883396689,p1ulv59429
1.0107868400771087,udm50812
1.0108435054912104,udm4927
1.0108478404502428,p1ulv58049
1.0108876799076245,p1ulv55284
1.010895590894194,p1ulv11629
1.0109696402687494,p1ulv54196
1.0110391475807932,p1ulv45331
1.0110905132438421,p1ulv2740
1.0110939360049853,p1ulv11657
1.0111758830908797,p1ulv11695
1.0111788800351098,p1ulv40407
1.0111978885288437,udm19947
1.011211370133561,p1ulv55007
1.0112433259259732,udm5204
1.0112635539865868,p1ulv2735
1.011286870204237,udm4934
1.0113200723688918,p1ulv52811
1.0113218319561534,udm5202
1.011335018514265,p1ulv41836
1.0113500793938344,p1ulv11645
1.011352591703461,udm19959
1.0113539050731215,p1ulv47959
1.0114098693621751,p1ulv52972
1.0114479372345224,p1ulv58820
1.0114711358606856,p1ulv60329
1.0115315257257307,p1ulv54617
1.0115463845625805,udt1254lv
1.0115637981228485,p1ulv59616
1.011620301508941,udm58893
1.0116301189627401,udm19945
1.0116531206635164,p1ulv11632
1.0116681661380502,udm19955
1.01181537340622,p1ulv47915
1.011829942121743,p1ulv11630
1.0118634901149475,udm19952
1.0118967395299308,udt20466lv
1.0118990697716048,p1ulv58524
1.011913076610208,p1ulv11633
1.0119207851484862,udm47705
1.0120115511926775,udt15749
1.0120115517905006,udt15749-udt17632x
1.0120504935833727,udt15749-udt17632xx
1.0120504941769644,udt17632
