Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0058740343830115,Transformer.tr(r:udt19662-udt19662lv),udt19662,75.0,3
1.017154093215487,Transformer.tr(r:udt20017-udt20017lv),udt20017,75.0,3
1.0190789015874098,Transformer.tr(r:udt16194-udt16194lv),udt16194,75.0,3
1.0862943498177824,Transformer.tr(r:udt20194-udt20194lv),udt20194,75.0,3
1.2020049638815336,Transformer.tr(r:udt18889-udt18889lv),udt18889.1,50.0,1
1.2914530241702153,Transformer.tr(r:udt19555-udt19555lv),udt19555.1,50.0,1
1.3234779269455248,Transformer.tr(r:udt17116-udt17116lv),udt17116.3,50.0,1
1.3441454415458283,Transformer.tr(r:udt5351-udt5351lv),udt5351.3,50.0,1
1.3790295181921366,Transformer.tr(r:udt19225-udt19225lv),udt19225.3,50.0,1
1.3884725248561784,Transformer.tr(r:udt20276-udt20276lv),udt20276.3,50.0,1
1.393025034380908,Transformer.tr(r:udt19292-udt19292lv),udt19292.2,50.0,1
1.4006322648859273,Transformer.tr(r:udt19137-udt19137lv),udt19137.2,50.0,1
1.405278407168892,Transformer.tr(r:udt15366-udt15366lv),udt15366.2,50.0,1
1.4243931883386387,Transformer.tr(r:udt16963-udt16963lv),udt16963.3,50.0,1
1.449932887277876,Transformer.tr(r:udt19774-udt19774lv),udt19774.1,50.0,1
1.4790117092171269,Transformer.tr(r:udt19901-udt19901lv),udt19901.1,50.0,1
1.5195219424262534,Transformer.tr(r:udt20750-udt20750lv),udt20750,150.0,3
1.545648140232423,Transformer.tr(r:udt19477-udt19477lv),udt19477.2,50.0,1
1.5755026857666297,Transformer.tr(r:udt20473-udt20473lv),udt20473.3,50.0,1
1.5836033910846867,Transformer.tr(r:udt20260-udt20260lv),udt20260.3,50.0,1
1.5918179383444448,Transformer.tr(r:udt15841-udt15841lv),udt15841.3,50.0,1
1.6105819647788484,Transformer.tr(r:udt19414-udt19414lv),udt19414.2,50.0,1
1.6178180707333787,Transformer.tr(r:udt19857-udt19857lv),udt19857.3,50.0,1
1.635973924487823,Transformer.tr(r:udt20049-udt20049lv),udt20049.1,50.0,1
1.6735286523706057,Transformer.tr(r:udt18865-udt18865lv),udt18865.3,50.0,1
1.7019488316631879,Transformer.tr(r:udt20578-udt20578lv),udt20578.1,50.0,1
1.7057318133975858,Transformer.tr(r:udt20850-udt20850lv),udt20850.3,50.0,1
1.958167505879032,Transformer.tr(r:udt15839-udt15839lv),udt15839.3,75.0,1
2.043281088193005,Transformer.tr(r:udt19224-udt19224lv),udt19224,100.0,3
2.0871360803475505,Transformer.tr(r:udt20524-udt20524lv),udt20524,100.0,3
2.107780331108851,Transformer.tr(r:udt17501-udt17501lv),udt17501.3,75.0,1
2.8575837041819105,Transformer.tr(r:udt18787-udt18787lv),udt18787.1,25.0,1
2.882102860100214,Transformer.tr(r:udt20331-udt20331lv),udt20331,75.0,3
2.9009720366085663,Transformer.tr(r:udt17146-udt17146lv),udt17146.1,25.0,1
2.9057907393905387,Transformer.tr(r:udt19948-udt19948lv),udt19948,75.0,3
2.908043862737359,Transformer.tr(r:udt20071-udt20071lv),udt20071.3,25.0,1
2.9124696719874836,Transformer.tr(r:udt19925-udt19925lv),udt19925.1,25.0,1
2.9189676821806074,Transformer.tr(r:udt19741-udt19741lv),udt19741.3,25.0,1
2.9438961794897742,Transformer.tr(r:udt19268-udt19268lv),udt19268,75.0,3
2.9512527859613953,Transformer.tr(r:udt19872-udt19872lv),udt19872,75.0,3
2.983798745345401,Transformer.tr(r:udt18840-udt18840lv),udt18840.2,25.0,1
3.0165731635459903,Transformer.tr(r:udt20822-udt20822lv),udt20822.3,25.0,1
3.042846975479737,Transformer.tr(r:udt19543-udt19543lv),udt19543.3,25.0,1
3.077370250801366,Transformer.tr(r:udt20441-udt20441lv),udt20441.2,25.0,1
3.082496787777185,Transformer.tr(r:udt19320-udt19320lv),udt19320,75.0,3
3.0864941425061243,Transformer.tr(r:udt15871-udt15871lv),udt15871,75.0,3
3.1126399058318204,Transformer.tr(r:udt1255-udt1255lv),udt1255,75.0,3
3.1145471710039456,Transformer.tr(r:udt20636-udt20636lv),udt20636.1,25.0,1
3.1166108053185457,Transformer.tr(r:udt19992-udt19992lv),udt19992.3,25.0,1
3.132011432148389,Transformer.tr(r:udt20676-udt20676lv),udt20676.2,50.0,1
3.1382514979886644,Transformer.tr(r:udt19808-udt19808lv),udt19808.2,50.0,1
3.1447606137448045,Transformer.tr(r:udt18463-udt18463lv),udt18463.2,25.0,1
3.1543196767026704,Transformer.tr(r:udt19205-udt19205lv),udt19205.3,25.0,1
3.1555825140337066,Transformer.tr(r:udt20565-udt20565lv),udt20565.1,25.0,1
3.1604798284570417,Transformer.tr(r:udt19964-udt19964lv),udt19964.2,50.0,1
3.1692383176003016,Transformer.tr(r:udt15533-udt15533lv),udt15533.2,50.0,1
3.2229993028626356,Transformer.tr(r:udt20310-udt20310lv),udt20310.3,25.0,1
3.285625759872085,Transformer.tr(r:udt18016-udt18016lv),udt18016.3,25.0,1
3.3201141523314965,Transformer.tr(r:udt20827-udt20827lv),udt20827.1,25.0,1
3.325357147281272,Transformer.tr(r:udt19123-udt19123lv),udt19123.2,25.0,1
3.3461960035582954,Transformer.tr(r:udt16356-udt16356lv),udt16356.2,25.0,1
3.377345947751496,Transformer.tr(r:udt20166-udt20166lv),udt20166.1,75.0,1
3.382280610457649,Transformer.tr(r:udt20695-udt20695lv),udt20695.1,25.0,1
3.383882279982183,Transformer.tr(r:udt19784-udt19784lv),udt19784.1,25.0,1
3.3929946563975024,Transformer.tr(r:udt6948-udt6948lv),udt6948.2,25.0,1
3.394827482569353,Transformer.tr(r:udt19103-udt19103lv),udt19103.2,25.0,1
3.4084335111268427,Transformer.tr(r:udt20134-udt20134lv),udt20134,75.0,3
3.4268357569568453,Transformer.tr(r:udt19349-udt19349lv),udt19349,75.0,3
3.4457445028262508,Transformer.tr(r:udt20585-udt20585lv),udt20585.3,25.0,1
3.4736585075270225,Transformer.tr(r:udt19583-udt19583lv),udt19583.1,25.0,1
3.4925354318671085,Transformer.tr(r:udt20052-udt20052lv),udt20052,75.0,3
5.071001886649675,Transformer.tr(r:udt17938-udt17938lv),udt17938.1,50.0,1
