Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
805.520872878409,-7282.278601797992,11.061384999463302,10692.696611504489,8887.402705253267,1805.293906251251,170,12,30
