Loading (p.u.),Name,Bus1,Bus2
1.003182068369924,Line.padswitch(r:udt17926-udt19137)u_81850,udt17926.1.2.3,udt17926-udt19137x.1.2.3
1.0054281241928922,Line.l(r:p1ulv11673-udt5351lv),udt5351lv.1.2,p1ulv11673.1.2
1.015114586429212,Line.padswitch(r:udt16910-udt18497)u_81854,udt18497.1.2.3,udt16910-udt18497xx.1.2.3
1.015114588946416,Line.l(r:udt16910-udt18497),udt16910-udt18497xx.1.2.3,udt16910-udt18497x.1.2.3
1.0151344645591174,Line.padswitch(r:udt16910-udt18497)u_81855,udt16910-udt18497x.1.2.3,udt16910.1.2.3
1.0151344670677804,Line.padswitch(r:udt16910-udt17926)u_81852,udt16910.1.2.3,udt16910-udt17926x.1.2.3
1.0151344695765907,Line.l(r:udt16910-udt17926),udt16910-udt17926x.1.2.3,udt16910-udt17926xx.1.2.3
1.0151384414601075,Line.padswitch(r:udt16910-udt17926)u_81853,udt16910-udt17926xx.1.2.3,udt17926.1.2.3
1.0235857739163783,Line.l(r:udt17926-udt19137),udt17926-udt19137x.1.2.3,udt17926-udt19137xx.1.2.3
1.023597449137534,Line.padswitch(r:udt17926-udt19137)u_81851,udt17926-udt19137xx.1.2.3,udt19137.1.2.3
1.0247847483225259,Line.padswitch(r:udt17626-udt20565)u_81858,udt17626.1.2.3,udt17626-udt20565x.1.2.3
1.0247847508483157,Line.l(r:udt17626-udt20565),udt17626-udt20565x.1.2.3,udt17626-udt20565xx.1.2.3
1.024796723083583,Line.padswitch(r:udt17626-udt20565)u_81859,udt17626-udt20565xx.1.2.3,udt20565.1.2.3
1.024796725604635,Line.padswitch(r:udt18497-udt20565)u_81856,udt20565.1.2.3,udt18497-udt20565xx.1.2.3
1.0247967281298072,Line.l(r:udt18497-udt20565),udt18497-udt20565xx.1.2.3,udt18497-udt20565x.1.2.3
1.0248126664034192,Line.padswitch(r:udt18497-udt20565)u_81857,udt18497-udt20565x.1.2.3,udt18497.1.2.3
1.0340044589951978,Line.l(r:udm46847-udt15366lv),udt15366lv.1.2,udm46847.1.2
1.0340044709182363,Line.l(r:p1ulv39615-udm46847),udm46847.1.2,p1ulv39615.1.2
1.0384599749425547,Line.l(r:udm59667-udt20676lv),udt20676lv.1.2,udm59667.1.2
1.0384600001469133,Line.l(r:p1ulv59427-udm59667),udm59667.1.2,p1ulv59427.1.2
1.043728237435696,Line.padswitch(r:udt20331-udt20866)u_81864,udt20331.1.2.3,udt20331-udt20866x.1.2.3
1.0437282400109034,Line.l(r:udt20331-udt20866),udt20331-udt20866x.1.2.3,udt20331-udt20866xx.1.2.3
1.0437485322059448,Line.padswitch(r:udt20331-udt20866)u_81865,udt20331-udt20866xx.1.2.3,udt20866.1.2.3
1.0437485347745277,Line.padswitch(r:udt18761-udt20866)u_81862,udt20866.1.2.3,udt18761-udt20866xx.1.2.3
1.043748537345306,Line.l(r:udt18761-udt20866),udt18761-udt20866xx.1.2.3,udt18761-udt20866x.1.2.3
1.0437607023306434,Line.padswitch(r:udt18761-udt20866)u_81863,udt18761-udt20866x.1.2.3,udt18761.1.2.3
1.0456775319444147,Line.padswitch(r:udt17626-udt18761)u_81860,udt18761.1.2.3,udt17626-udt18761xx.1.2.3
1.0456775344990108,Line.l(r:udt17626-udt18761),udt17626-udt18761xx.1.2.3,udt17626-udt18761x.1.2.3
