Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0274248230379623,Transformer.tr(r:udt19922-udt19922lv),udt19922,75.0,3
1.0389578871576686,Transformer.tr(r:udt20031-udt20031lv),udt20031,75.0,3
1.2711820304995687,Transformer.tr(r:udt15834-udt15834lv),udt15834.1,50.0,1
1.296571031806183,Transformer.tr(r:udt10513-udt10513lv),udt10513.2,50.0,1
1.3205049410273513,Transformer.tr(r:udt18558-udt18558lv),udt18558.2,50.0,1
1.4252096273617179,Transformer.tr(r:udt20720-udt20720lv),udt20720.3,50.0,1
1.4299979473448865,Transformer.tr(r:udt20685-udt20685lv),udt20685.2,50.0,1
1.8101376566903729,Transformer.tr(r:udt19626-udt19626lv),udt19626.1,75.0,1
3.275695333722421,Transformer.tr(r:udt18362-udt18362lv),udt18362.1,25.0,1
3.3029726691483177,Transformer.tr(r:udt18827-udt18827lv),udt18827.1,50.0,1
3.420009140967561,Transformer.tr(r:udt18548-udt18548lv),udt18548.2,25.0,1
3.453059125859537,Transformer.tr(r:udt18183-udt18183lv),udt18183.1,25.0,1
