Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0246533293232607,Transformer.tr(r:udt12989-udt12989lv),udt12989,75.0,3
1.0592202257893875,Transformer.tr(r:udt14336-udt14336lv),udt14336,75.0,3
1.4430835036274732,Transformer.tr(r:udt17234-udt17234lv),udt17234.1,50.0,1
1.5080448029891056,Transformer.tr(r:udt13280-udt13280lv),udt13280.2,50.0,1
1.5558874517807055,Transformer.tr(r:udt13929-udt13929lv),udt13929.1,50.0,1
1.5962954145832755,Transformer.tr(r:udt15211-udt15211lv),udt15211.3,50.0,1
1.6170415496880777,Transformer.tr(r:udt17260-udt17260lv),udt17260.1,50.0,1
1.625877350226656,Transformer.tr(r:udt134-udt134lv),udt134.2,50.0,1
1.737221390905012,Transformer.tr(r:udt12366-udt12366lv),udt12366.1,50.0,1
1.9548459815144357,Transformer.tr(r:udt5416-udt5416lv),udt5416.1,75.0,1
1.9771130009682816,Transformer.tr(r:udt13163-udt13163lv),udt13163.3,75.0,1
2.8753460690075094,Transformer.tr(r:udt11372-udt11372lv),udt11372.2,25.0,1
2.9502022135156065,Transformer.tr(r:udt13427-udt13427lv),udt13427.3,25.0,1
3.0400934273878377,Transformer.tr(r:udt12858-udt12858lv),udt12858.2,25.0,1
3.2069891612263843,Transformer.tr(r:udt748-udt748lv),udt748.1,25.0,1
3.2414201421419326,Transformer.tr(r:udt15284-udt15284lv),udt15284.2,25.0,1
3.266082609976408,Transformer.tr(r:udt741-udt741lv),udt741.2,50.0,1
3.2691158939557092,Transformer.tr(r:udt12084-udt12084lv),udt12084.3,25.0,1
3.4399516048753855,Transformer.tr(r:udt13186-udt13186lv),udt13186.3,25.0,1
3.483464211730603,Transformer.tr(r:udt18334-udt18334lv),udt18334,75.0,3
3.54165993809128,Transformer.tr(r:udt14302-udt14302lv),udt14302.3,25.0,1
3.7320870206109564,Transformer.tr(r:udt13453-udt13453lv),udt13453.1,25.0,1
6.814758502919415,Transformer.tr(r:udt4396-udt4396lv),udt4396.3,25.0,1
