Loading (p.u.),Name,Bus1,Bus2
1.0016690575704774,Line.l(r:p1ulv43835-udt17234lv),udt17234lv.1.2,p1ulv43835.1.2
1.110542720445791,Line.l(r:udm494-udt134lv),udt134lv.1.2,udm494.1.2
1.1105427879207126,Line.l(r:p1ulv169-udm494),udm494.1.2,p1ulv169.1.2
1.1559831540086274,Line.l(r:udm43059-udt13163lv),udt13163lv.1.2,udm43059.1.2
1.1559831910360192,Line.l(r:p1ulv44350-udm43059),udm43059.1.2,p1ulv44350.1.2
1.3041431745850538,Line.l(r:p1ulv49131-udt13929lv),udt13929lv.1.2,p1ulv49131.1.2
1.3816444287411003,Line.l(r:udm3130-udt748lv),udt748lv.1.2,udm3130.1.2
1.4532611514339258,Line.l(r:p1ulv31170-udt13163lv),udt13163lv.1.2,p1ulv31170.1.2
1.5213136153044822,Line.l(r:p1ulv1518-udt741lv),udt741lv.1.2,p1ulv1518.1.2
1.5402646035741583,Line.l(r:p1ulv31229-udt13186lv),udt13186lv.1.2,p1ulv31229.1.2
1.5474672075456317,Line.l(r:p1ulv30151-udt12858lv),udt12858lv.1.2,p1ulv30151.1.2
1.5851595354894508,Line.l(r:udm3130-udm3131),udm3130.1.2,udm3131.1.2
1.5851595384717798,Line.l(r:p1ulv26609-udm3131),udm3131.1.2,p1ulv26609.1.2
1.6497321111974477,Line.l(r:p1ulv39319-udt15284lv),udt15284lv.1.2,p1ulv39319.1.2
1.71894647284438,Line.l(r:udm16670-udt4396lv),udt4396lv.1.2,udm16670.1.2
1.7189466446131116,Line.l(r:p1ulv29553-udm16670),udm16670.1.2,p1ulv29553.1.2
1.7477853327233706,Line.l(r:udm16669-udt4396lv),udt4396lv.1.2,udm16669.1.2
1.7477854630927157,Line.l(r:p1ulv9464-udm16669),udm16669.1.2,p1ulv9464.1.2
1.7550649862029761,Line.l(r:udm40494-udt12084lv),udt12084lv.1.2,udm40494.1.2
1.7550650683162168,Line.l(r:p1ulv28259-udm40494),udm40494.1.2,p1ulv28259.1.2
1.8204119584132965,Line.l(r:p1ulv1519-udt741lv),udt741lv.1.2,p1ulv1519.1.2
1.8722874748381755,Line.l(r:udm45162-udt14302lv),udt14302lv.1.2,udm45162.1.2
1.8722875787871636,Line.l(r:p1ulv35070-udm45162),udm45162.1.2,p1ulv35070.1.2
2.375485889932485,Line.l(r:udm20359-udt5416lv),udt5416lv.1.2,udm20359.1.2
2.609799360658514,Line.l(r:p1ulv26841-udt11372lv),udt11372lv.1.2,p1ulv26841.1.2
2.694548225548093,Line.l(r:p1ulv36537-udm20359),udm20359.1.2,p1ulv36537.1.2
2.7966948113702332,Line.l(r:p1ulv36556-udt13427lv),udt13427lv.1.2,p1ulv36556.1.2
2.8778491026414432,Line.l(r:p1ulv50429-udt15211lv),udt15211lv.1.2,p1ulv50429.1.2
2.936632778765393,Line.l(r:p1ulv43957-udt17260lv),udt17260lv.1.2,p1ulv43957.1.2
2.9806538606179798,Line.l(r:p1ulv11948-udt5416lv),udt5416lv.1.2,p1ulv11948.1.2
3.1548051260942507,Line.l(r:p1ulv31500-udt13280lv),udt13280lv.1.2,p1ulv31500.1.2
3.1686547643323224,Line.l(r:udm43668-udt13453lv),udt13453lv.1.2,udm43668.1.2
3.1686549150989913,Line.l(r:p1ulv49308-udm43668),udm43668.1.2,p1ulv49308.1.2
3.169743736742352,Line.l(r:p1ulv42887-udt12366lv),udt12366lv.1.2,p1ulv42887.1.2
