Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0092661513468741,Transformer.tr(r:udt19159-udt19159lv),udt19159,75.0,3
1.0285806256469467,Transformer.tr(r:udt19609-udt19609lv),udt19609,75.0,3
1.0580949115092113,Transformer.tr(r:udt15894-udt15894lv),udt15894.1,75.0,1
1.2318407477662194,Transformer.tr(r:udt2310-udt2310lv),udt2310.1,75.0,1
1.246958296067088,Transformer.tr(r:udt15929-udt15929lv),udt15929.1,50.0,1
1.2949893239484258,Transformer.tr(r:udt20540-udt20540lv),udt20540,150.0,3
1.3984644054498638,Transformer.tr(r:udt18830-udt18830lv),udt18830.1,50.0,1
1.5512187682058638,Transformer.tr(r:udt19190-udt19190lv),udt19190.2,50.0,1
1.70402308826606,Transformer.tr(r:udt17420-udt17420lv),udt17420.1,50.0,1
1.74620710521435,Transformer.tr(r:udt15495-udt15495lv),udt15495.1,50.0,1
2.955495357533642,Transformer.tr(r:udt18164-udt18164lv),udt18164.3,25.0,1
2.9955443045867893,Transformer.tr(r:udt2646-udt2646lv),udt2646.2,25.0,1
2.99649017000546,Transformer.tr(r:udt252-udt252lv),udt252.3,25.0,1
3.040741741330711,Transformer.tr(r:udt20152-udt20152lv),udt20152.2,25.0,1
3.242382430556275,Transformer.tr(r:udt18403-udt18403lv),udt18403.1,25.0,1
3.3304286561610508,Transformer.tr(r:udt19168-udt19168lv),udt19168.1,25.0,1
3.3676528208141154,Transformer.tr(r:udt18100-udt18100lv),udt18100.2,25.0,1
