Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
223.07191330419315,-3792.9795522743225,5.881178905128454,6217.877073097681,4559.640062007561,1658.2370110901136,170,12,30
