Loading (p.u.),Name,Bus1,Bus2
1.003069860237196,Line.l(r:udm35154-udt10141lv),udt10141lv.1.2,udm35154.1.2
1.00306988734732,Line.l(r:p1ulv27660-udm35154),udm35154.1.2,p1ulv27660.1.2
1.0800715978011473,Line.l(r:udm19258-udt5123lv),udt5123lv.1.2,udm19258.1.2
1.0800716013559701,Line.l(r:p1ulv11199-udm19258),udm19258.1.2,p1ulv11199.1.2
1.089931116198979,Line.l(r:udm42673-udt12981lv),udt12981lv.1.2,udm42673.1.2
1.0899311210618394,Line.l(r:p1ulv30479-udm42673),udm42673.1.2,p1ulv30479.1.2
1.0996632406693947,Line.l(r:p1ulv40751-udm45584),udm45584.1.2,p1ulv40751.1.2
1.1362619561800062,Line.l(r:udm46007-udt14846lv),udt14846lv.1.2,udm46007.1.2
1.1585418598477513,Line.l(r:udm45903-udt14777lv),udt14777lv.1.2,udm45903.1.2
1.1585419339136158,Line.l(r:p1ulv43925-udm45903),udm45903.1.2,p1ulv43925.1.2
1.1623816390171384,Line.l(r:udm35164-udt10147lv),udt10147lv.1.2,udm35164.1.2
1.1623817332052158,Line.l(r:p1ulv22942-udm35164),udm35164.1.2,p1ulv22942.1.2
1.2945033576385545,Line.l(r:p1ulv42360-udt14456lv),udt14456lv.1.2,p1ulv42360.1.2
1.398189552554562,Line.l(r:p1ulv47798-udt11828lv),udt11828lv.1.2,p1ulv47798.1.2
1.5007323878494738,Line.l(r:p1ulv32130-udt13502lv),udt13502lv.1.2,p1ulv32130.1.2
1.530137555414443,Line.l(r:udm45413-udt14456lv),udt14456lv.1.2,udm45413.1.2
1.5301376126099007,Line.l(r:p1ulv35612-udm45413),udm45413.1.2,p1ulv35612.1.2
1.534275491030905,Line.l(r:p1ulv11829-udt5372lv),udt5372lv.1.2,p1ulv11829.1.2
1.5884768861018428,Line.l(r:udm39810-udt11828lv),udt11828lv.1.2,udm39810.1.2
1.5884768904536843,Line.l(r:p1ulv27785-udm39810),udm39810.1.2,p1ulv27785.1.2
1.7185833372258106,Line.l(r:p1ulv28029-udm32035),udm32035.1.2,p1ulv28029.1.2
1.7904817014388383,Line.l(r:p1ulv37480-udm46007),udm46007.1.2,p1ulv37480.1.2
1.7968718788729001,Line.l(r:udm18705-udt4948lv),udt4948lv.1.2,udm18705.1.2
1.7968719225567367,Line.l(r:p1ulv10860-udm18705),udm18705.1.2,p1ulv10860.1.2
1.9280143940385672,Line.l(r:udm19241-udt5118lv),udt5118lv.1.2,udm19241.1.2
1.9280144774692147,Line.l(r:p1ulv30050-udm19241),udm19241.1.2,p1ulv30050.1.2
2.087348888949545,Line.l(r:udm32035-udt9049lv),udt9049lv.1.2,udm32035.1.2
2.4218586052574818,Line.l(r:p1ulv28028-udt5125lv),udt5125lv.1.2,p1ulv28028.1.2
2.4348704113818016,Line.l(r:p1ulv50705-udt1941lv),udt1941lv.1.2,p1ulv50705.1.2
2.4394204047371124,Line.l(r:p1ulv19247-udt9045lv),udt9045lv.1.2,p1ulv19247.1.2
2.4541531569379216,Line.l(r:p1ulv31934-udt13433lv),udt13433lv.1.2,p1ulv31934.1.2
2.46214687832579,Line.l(r:udm43515-udt13381lv),udt13381lv.1.2,udm43515.1.2
2.4621470502579874,Line.l(r:p1ulv33258-udm43515),udm43515.1.2,p1ulv33258.1.2
2.4759333721638392,Line.l(r:p1ulv48758-udt18593lv),udt18593lv.1.2,p1ulv48758.1.2
2.5206946664565897,Line.l(r:p1ulv38683-udt15109lv),udt15109lv.1.2,p1ulv38683.1.2
2.5629677914506375,Line.l(r:p1ulv24228-udt10443lv),udt10443lv.1.2,p1ulv24228.1.2
2.574968717121714,Line.l(r:udm19272-udt5126lv),udt5126lv.1.2,udm19272.1.2
2.5749687416215545,Line.l(r:p1ulv37478-udm19272),udm19272.1.2,p1ulv37478.1.2
2.584586375192245,Line.l(r:p1ulv30236-udt12889lv),udt12889lv.1.2,p1ulv30236.1.2
2.648006958193662,Line.l(r:udm35767-udt10442lv),udt10442lv.1.2,udm35767.1.2
2.6480077206224713,Line.l(r:p1ulv24226-udm35767),udm35767.1.2,p1ulv24226.1.2
2.662987710572684,Line.l(r:p1ulv24229-udt10442lv),udt10442lv.1.2,p1ulv24229.1.2
2.6671129780414993,Line.l(r:p1ulv47508-udt18258lv),udt18258lv.1.2,p1ulv47508.1.2
2.671895558959974,Line.l(r:p1ulv10858-udt4949lv),udt4949lv.1.2,p1ulv10858.1.2
2.696610827671035,Line.l(r:udm40563-udt12112lv),udt12112lv.1.2,udm40563.1.2
2.6966109305307855,Line.l(r:p1ulv28314-udm40563),udm40563.1.2,p1ulv28314.1.2
2.6989521296247423,Line.l(r:udm16067-udt4170lv),udt4170lv.1.2,udm16067.1.2
2.698952990523025,Line.l(r:p1ulv9158-udm16067),udm16067.1.2,p1ulv9158.1.2
2.7348286836299005,Line.l(r:p1ulv10859-udt4950lv),udt4950lv.1.2,p1ulv10859.1.2
2.7943073938631486,Line.l(r:p1ulv47757-udt18309lv),udt18309lv.1.2,p1ulv47757.1.2
2.7958579307100884,Line.l(r:p1ulv10881-udt4960lv),udt4960lv.1.2,p1ulv10881.1.2
2.8126320740278508,Line.l(r:p1ulv29791-udt12715lv),udt12715lv.1.2,p1ulv29791.1.2
2.8151337515038017,Line.l(r:udm18689-udt4942lv),udt4942lv.1.2,udm18689.1.2
2.8151338035184525,Line.l(r:p1ulv10844-udm18689),udm18689.1.2,p1ulv10844.1.2
2.878248538723863,Line.l(r:udm45584-udt14569lv),udt14569lv.1.2,udm45584.1.2
2.9117394753583223,Line.l(r:udm18693-udt4944lv),udt4944lv.1.2,udm18693.1.2
2.911739680612944,Line.l(r:p1ulv10848-udm18693),udm18693.1.2,p1ulv10848.1.2
2.940915709390246,Line.l(r:p1ulv10847-udt4943lv),udt4943lv.1.2,p1ulv10847.1.2
2.944905622036814,Line.l(r:p1ulv10876-udt4958lv),udt4958lv.1.2,p1ulv10876.1.2
2.970292732198549,Line.l(r:p1ulv24207-udt10432lv),udt10432lv.1.2,p1ulv24207.1.2
2.974677662051044,Line.l(r:p1ulv10855-udt4947lv),udt4947lv.1.2,p1ulv10855.1.2
2.9960193682292475,Line.l(r:udm45398-udt14447lv),udt14447lv.1.2,udm45398.1.2
2.9960195489057533,Line.l(r:p1ulv35584-udm45398),udm45398.1.2,p1ulv35584.1.2
3.0411250934950274,Line.l(r:p1ulv24208-udt10433lv),udt10433lv.1.2,p1ulv24208.1.2
3.0605337714513006,Line.l(r:p1ulv11182-udt5111lv),udt5111lv.1.2,p1ulv11182.1.2
3.1267656519865152,Line.l(r:p1ulv10845-udt4942lv),udt4942lv.1.2,p1ulv10845.1.2
3.1701669551869935,Line.l(r:p1ulv22887-udt9046lv),udt9046lv.1.2,p1ulv22887.1.2
3.2017545821771365,Line.l(r:p1ulv27215-udt10433lv),udt10433lv.1.2,p1ulv27215.1.2
