OpenDSS Value (p.u.),Bus
0.9806967196828426,p1ulv47142
0.9826258947322951,udt18200lv
0.9848577602583486,p1ulv29907
0.984895191032089,udm42174
0.9854619004766355,p1ulv33534
0.9854782797549514,p1ulv32094
0.9856972078577003,udm42177
0.9871697410566047,udm42175
0.9873022996123028,p1ulv4351
0.9880923225097441,p1ulv33179
0.9882047990884697,udt1943lv
0.988247099906526,p1ulv39265
0.9884897789757966,udm42176
0.9885771619461233,p1ulv41283
0.9895983482600249,p1ulv26668
0.989712458060851,udt16175lv
0.9902692893825797,udt12755lv
0.9903847051189009,udt15267lv
0.9908480924053517,udm38071
0.9909788713304931,p1ulv28687
0.9910747980942993,p1ulv36047
0.9911988110918597,p1ulv30123
0.9914576520737411,p1ulv37081
0.9914744270802031,udm38072
0.9916510838401463,udm41032
0.9920294619285125,udt11259lv
0.9921355713227156,udm41033
0.9928842579877603,udm19262
0.9929801829939618,udt12290lv
0.9933763146838146,p1ulv44237
0.9937554770324312,udt17330lv
0.994851377974031,p1ulv42786
0.9956538521914006,p1ulv32326
0.995743668264464,p1ulv1941
0.9961232098265418,p1ulv1944
0.9963733197310324,p1ulv45558
0.9963946590479525,p1ulv47291
0.9965652150956726,p1ulv50916
0.9966380816152975,udt16797lv
0.9967062780757945,p1ulv35050
0.9967181412693971,p1ulv32034
0.9968214387672605,p1ulv33620
0.9970279807400639,p1ulv42522
0.9971671244607581,p1ulv38359
0.9972641423540279,p1ulv24203
0.9972765961298472,udm4289
0.9973191646986199,p1ulv1943
0.9973387160600224,p1ulv31457
0.9973432565667006,udt13914lv
0.9973754344927035,udm7788
0.9975229019733216,p1ulv27656
0.997542708145469,udt19018lv
0.99762990786332,p1ulv1938
0.9976575034439606,udm7810
0.9978059985965257,udm45831
0.9978164031294375,p1ulv10854
0.997860118456845,p1ulv47347
0.998052257942402,udm19365
0.9983293811199486,udt13262lv
0.9983495975712693,udm4290
0.9985343046235392,udm7808
0.9985582758786978,p1ulv1945
0.9985740862901415,p1ulv26804
0.9986746279754668,p1ulv30052
0.9987226654330607,udm7789
0.9987392594731356,udt10429lv
0.9987674932611434,p1ulv10861
0.9988112121855655,udm4287
0.9989060993402681,p1ulv39048
0.9989119250187611,udm18698
0.998957876762091,udm39605
0.9989998053344323,p1ulv36275
0.9991249501057435,udm7781
0.9992018674109033,p1ulv1939
0.9992462111343461,p1ulv33447
0.9992858988001642,p1ulv10878
0.9993736825817496,udm19363
0.9994509472676528,p1ulv26208
0.9996348313663836,udt1056lv
0.9996707889221357,p1ulv4358
0.9996850084814319,p1ulv29849
0.9998323972456641,p1ulv27031
0.9998602691926726,p1ulv31568
