Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0082284854606456,Transformer.tr(r:udt3016-udt3016lv),udt3016,150.0,3
1.0215011392736892,Transformer.tr(r:udt20749-udt20749lv),udt20749,75.0,3
1.0433840360222049,Transformer.tr(r:udt15448-udt15448lv),udt15448,75.0,3
1.2114577891213185,Transformer.tr(r:udt19540-udt19540lv),udt19540.2,50.0,1
1.254875051552383,Transformer.tr(r:udt18875-udt18875lv),udt18875.3,50.0,1
1.3070530048068174,Transformer.tr(r:udt17063-udt17063lv),udt17063.1,50.0,1
1.3286663905588365,Transformer.tr(r:udt15766-udt15766lv),udt15766.1,50.0,1
1.3455822972965974,Transformer.tr(r:udt16447-udt16447lv),udt16447,100.0,3
1.3712214976019932,Transformer.tr(r:udt15551-udt15551lv),udt15551.3,50.0,1
1.4268778399654727,Transformer.tr(r:udt20046-udt20046lv),udt20046,150.0,3
1.4618055026885437,Transformer.tr(r:udt3007-udt3007lv),udt3007.2,50.0,1
1.5019918509010217,Transformer.tr(r:udt18809-udt18809lv),udt18809.2,50.0,1
1.7118841907757583,Transformer.tr(r:udt3009-udt3009lv),udt3009.3,50.0,1
1.8544011488823617,Transformer.tr(r:udt4476-udt4476lv),udt4476.1,75.0,1
2.0013563835545765,Transformer.tr(r:udt16411-udt16411lv),udt16411.1,75.0,1
2.7575941832630084,Transformer.tr(r:udt4673-udt4673lv),udt4673.1,25.0,1
2.8240464134056515,Transformer.tr(r:udt19237-udt19237lv),udt19237.3,25.0,1
2.8329495934863616,Transformer.tr(r:udt17579-udt17579lv),udt17579.3,25.0,1
2.8345043830016765,Transformer.tr(r:udt4679-udt4679lv),udt4679.3,25.0,1
2.8584107668907084,Transformer.tr(r:udt20346-udt20346lv),udt20346.1,25.0,1
2.879997831423554,Transformer.tr(r:udt16870-udt16870lv),udt16870.3,50.0,1
2.880424429288494,Transformer.tr(r:udt16470-udt16470lv),udt16470.3,25.0,1
3.028329917065144,Transformer.tr(r:udt17904-udt17904lv),udt17904.3,25.0,1
3.0593915825598312,Transformer.tr(r:udt4678-udt4678lv),udt4678.1,75.0,1
3.071122112297635,Transformer.tr(r:udt20330-udt20330lv),udt20330.2,25.0,1
3.1418145216805757,Transformer.tr(r:udt20406-udt20406lv),udt20406.3,25.0,1
3.343537995368732,Transformer.tr(r:udt372-udt372lv),udt372.3,25.0,1
3.5946881368709596,Transformer.tr(r:udt19863-udt19863lv),udt19863.1,25.0,1
4.400947337881351,Transformer.tr(r:udt4410-udt4410lv),udt4410.1,50.0,1
4.736830407572004,Transformer.tr(r:udt4663-udt4663lv),udt4663.2,50.0,1
5.111441432730352,Transformer.tr(r:udt17523-udt17523lv),udt17523.1,50.0,1
5.805510863665961,Transformer.tr(r:udt4419-udt4419lv),udt4419.1,25.0,1
6.380504284638425,Transformer.tr(r:udt18568-udt18568lv),udt18568.3,25.0,1
6.529401494680731,Transformer.tr(r:udt4684-udt4684lv),udt4684.2,50.0,1
9.301627680969867,Transformer.tr(r:udt18158-udt18158lv),udt18158.1,25.0,1
