Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
961.7604963918822,-8543.852478228479,11.256754477475459,23203.49082778824,13585.825166650164,9617.665661138735,170,12,30
