Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
181.04362370725758,-1518.9786692679138,11.918773276422193,1761.730305074266,1761.730305074266,0,170,12,30
