OpenDSS Value (p.u.),Bus
1.0064732582442353,p1ulv27788
1.006927520328173,p1ulv30693
1.0069737234733307,udm39816
1.0074932304602535,udm39817
1.0075005862637034,p1ulv46030
1.0076277977321404,p1ulv32297
1.0077753516804853,p1ulv47121
1.0084946888350985,udm6380
1.00860503656263,p1ulv3408
1.0087152646947188,udt11830lv
1.009150973917497,udt18198lv
1.0096429617927098,udt13560lv
1.009775837760632,p1ulv30168
1.0100056869825327,p1ulv4782
1.0100259821461717,udm6377
1.0105276806751813,p1ulv29732
1.0116988949510226,udm6390
1.0117173355647717,p1ulv36340
1.0128379105028515,udm39332
1.0128854406667556,udt14595lv
1.0130761450082455,udm36863
1.0134864886287103,p1ulv36558
1.0137895902347278,p1ulv24204
1.013831325838101,p1ulv38894
1.0142927810940776,udm35744
1.0143226983814349,p1ulv33848
1.0143663844546504,udt14643lv
1.0145548461372178,udm35742
1.0147026220482218,p1ulv33445
1.014834282048184,p1ulv28792
1.0148542957277353,p1ulv40947
1.0149211581368893,p1ulv3430
1.0149946761052568,udt13987lv
1.0150375774228746,p1ulv32005
1.0150483714094318,p1ulv35485
1.0150537233807155,p1ulv47468
1.015216454761511,p1ulv44336
1.015223352113578,p1ulv24246
1.0154784159076615,p1ulv47485
1.0155612664827467,udm6444
1.0155768088665829,udt10456lv
1.015703528063448,p1ulv42674
1.0157397230583867,p1ulv42905
1.0157649373567164,p1ulv3369
1.0157865567481839,udt18252lv
1.0159579870199573,p1ulv24205
1.0159596843391978,udm6317
1.0159671978529037,p1ulv3431
1.0159745847785249,udm35745
1.0160121457454523,p1ulv37650
1.0160437667901712,udm6364
1.016108637167692,udt10430lv
1.0161219790817975,udm8674
1.0161903437855255,udm8679
1.0161944901480948,udt10901lv
1.0162257929854288,p1ulv3371
1.016238583931603,p1ulv37915
1.016312443463059,p1ulv31723
1.016361307781414,p1ulv29659
1.0164005138440881,udt1615lv
1.016430244425127,udm6445
1.0164552016884176,p1ulv45578
1.0164658479934405,p1ulv26114
1.0164821478656607,p1ulv41120
1.0165101743890492,p1ulv32783
1.0165273081963475,p1ulv49070
1.0165618290868326,p1ulv6116
1.0166901423246806,udm5384
1.0167259121200245,udm6320
1.0167338717194343,p1ulv34538
1.016739337873581,p1ulv1507
1.0167596626414526,udt1578lv
1.0167763374486631,udm6318
1.0167926630349877,udt1576lv
1.016805617679448,udt13357lv
1.016832389598169,p1ulv3384
1.0168661567262767,p1ulv318
1.0168869728089251,udm5383
1.016889752757791,p1ulv2819
1.0169297230388075,p1ulv38304
1.0169637164805352,p1ulv6110
1.0169786689454803,udm39334
1.0169797285122713,udt1616lv
1.0169864526631855,udt16136lv
1.0170280148945081,p1ulv27321
1.017034865673956,p1ulv4786
1.0170418934263417,p1ulv320
1.0171117257035873,p1ulv19337
