Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0094443139351612,Transformer.tr(r:udt14245-udt14245lv),udt14245,150.0,3
1.0625039970196748,Transformer.tr(r:udt18978-udt18978lv),udt18978.3,75.0,1
1.1865903869006258,Transformer.tr(r:udt11879-udt11879lv),udt11879.2,50.0,1
1.3105714360911158,Transformer.tr(r:udt12648-udt12648lv),udt12648.2,50.0,1
1.376717982102909,Transformer.tr(r:udt1568-udt1568lv),udt1568.3,50.0,1
1.4050845565192438,Transformer.tr(r:udt14357-udt14357lv),udt14357.2,50.0,1
1.4100149583043942,Transformer.tr(r:udt10613-udt10613lv),udt10613.2,50.0,1
1.6097126740342669,Transformer.tr(r:udt14629-udt14629lv),udt14629.3,50.0,1
1.6163550623229284,Transformer.tr(r:udt16027-udt16027lv),udt16027.2,50.0,1
1.6722323498003755,Transformer.tr(r:udt13258-udt13258lv),udt13258.3,50.0,1
2.8970808892649105,Transformer.tr(r:udt8122-udt8122lv),udt8122.3,25.0,1
3.0923056282663195,Transformer.tr(r:udt1581-udt1581lv),udt1581.3,50.0,1
3.3285448561003577,Transformer.tr(r:udt9087-udt9087lv),udt9087.1,25.0,1
3.4085264139577833,Transformer.tr(r:udt13401-udt13401lv),udt13401.3,25.0,1
3.4238966313552153,Transformer.tr(r:udt14131-udt14131lv),udt14131.1,25.0,1
