Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,4.915870E-01,1.569103E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.044471E+03,1.268251E-01,1.179024E+03,1.817391E+03
02:00:00,4.943959E-01,1.577014E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.061285E+03,8.012881E-02,6.929915E+02,1.230894E+03
03:00:00,4.957477E-01,1.580823E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.073895E+03,5.004960E-02,3.781632E+02,8.437510E+02
04:00:00,4.965341E-01,1.583039E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,3.373430E-02,2.016265E+02,6.068330E+02
05:00:00,4.962413E-01,1.582216E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.094912E+03,3.373430E-02,1.932197E+02,5.981927E+02
06:00:00,4.937034E-01,1.575071E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,7.597079E-02,6.259443E+02,1.299728E+03
07:00:00,4.903583E-01,1.565653E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.057081E+03,1.474906E-01,1.373827E+03,2.373856E+03
08:00:00,4.886636E-01,1.560880E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.856240E+02,2.129930E-01,2.103503E+03,3.188566E+03
09:00:00,4.938569E-01,1.575495E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.057598E+02,2.661128E-01,2.717151E+03,3.747128E+03
10:00:00,4.968141E-01,1.583824E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.343024E+02,3.170504E-01,3.300510E+03,4.185583E+03
11:00:00,4.972998E-01,1.585208E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.712518E+02,3.535993E-01,3.730782E+03,4.589646E+03
12:00:00,4.973362E-01,1.585325E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.292180E+02,3.730139E-01,3.967859E+03,4.806509E+03
13:00:00,4.972988E-01,1.585225E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.955910E+02,4.070837E-01,4.343740E+03,5.185515E+03
14:00:00,4.973772E-01,1.585445E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.571394E-01,4.867570E+03,5.729160E+03
15:00:00,4.973265E-01,1.585302E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.953042E-01,5.251005E+03,6.105699E+03
16:00:00,4.959563E-01,1.581446E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.997944E+02,5.083614E-01,5.356988E+03,6.197313E+03
17:00:00,4.902910E-01,1.565498E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.334214E+02,5.081180E-01,5.321101E+03,6.167461E+03
18:00:00,4.802184E-01,1.537140E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.754551E+02,2.116293E-01,2.600716E+03,3.273697E+03
19:00:00,4.725779E-01,1.515622E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.385058E+02,2.348257E-01,2.872803E+03,3.664665E+03
20:00:00,4.720175E-01,1.514027E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.847429E+02,1.933872E-01,2.328359E+03,3.092907E+03
21:00:00,4.726789E-01,1.515874E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.225733E+02,1.579718E-01,1.863503E+03,2.589018E+03
22:00:00,4.745740E-01,1.521204E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.604037E+02,1.275731E-01,1.459143E+03,2.142596E+03
23:00:00,4.803739E-01,1.537533E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.898273E+02,2.948654E-01,3.025026E+03,4.067503E+03
24:00:00,4.863968E-01,1.554489E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.019251E+03,2.163138E-01,2.106304E+03,2.931029E+03
Coinc Peak   ,4.973772E-01,5.083614E-01,1.585445E+04,5.356988E+03
NonCoinc Peak,4.973772E-01,5.083614E-01,1.585445E+04,5.356988E+03
