Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,4.934607E-01,1.574379E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.044471E+03,1.218739E-01,1.129272E+03,1.761357E+03
02:00:00,4.957866E-01,1.580931E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.061285E+03,7.672144E-02,6.587566E+02,1.189758E+03
03:00:00,4.968582E-01,1.583952E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.073895E+03,4.781266E-02,3.556878E+02,8.139398E+02
04:00:00,4.974705E-01,1.585677E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,3.373430E-02,2.016265E+02,6.068330E+02
05:00:00,4.971662E-01,1.584821E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.094912E+03,3.373430E-02,1.932197E+02,5.981927E+02
06:00:00,4.948819E-01,1.578391E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,7.322237E-02,5.983344E+02,1.257577E+03
07:00:00,4.923138E-01,1.571160E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.057081E+03,1.420691E-01,1.319367E+03,2.302045E+03
08:00:00,4.916456E-01,1.569276E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.856240E+02,2.050990E-01,2.024195E+03,3.099513E+03
09:00:00,4.971594E-01,1.584793E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.057598E+02,2.570696E-01,2.626289E+03,3.655188E+03
10:00:00,5.002463E-01,1.593486E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.343024E+02,3.075552E-01,3.205102E+03,4.091556E+03
11:00:00,5.007969E-01,1.595051E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.712518E+02,3.438991E-01,3.633315E+03,4.491831E+03
12:00:00,5.009979E-01,1.595631E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.292180E+02,3.627819E-01,3.865050E+03,4.701956E+03
13:00:00,5.011348E-01,1.596023E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.955910E+02,3.960783E-01,4.233161E+03,5.073865E+03
14:00:00,5.011526E-01,1.596073E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.463402E-01,4.759062E+03,5.620507E+03
15:00:00,5.010551E-01,1.595797E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.848273E-01,5.145737E+03,5.999280E+03
16:00:00,5.000085E-01,1.592851E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.997944E+02,4.971061E-01,5.243900E+03,6.083043E+03
17:00:00,4.957847E-01,1.580962E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.334214E+02,4.930229E-01,5.169426E+03,6.017925E+03
18:00:00,4.884380E-01,1.560277E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.754551E+02,1.955128E-01,2.410286E+03,3.076538E+03
19:00:00,4.812914E-01,1.540147E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.385058E+02,2.164590E-01,2.651338E+03,3.436315E+03
20:00:00,4.792898E-01,1.534488E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.847429E+02,1.779288E-01,2.141973E+03,2.894928E+03
21:00:00,4.785564E-01,1.532405E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.225733E+02,1.454083E-01,1.712025E+03,2.422484E+03
22:00:00,4.794123E-01,1.534815E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.604037E+02,1.171892E-01,1.333946E+03,1.999186E+03
23:00:00,4.840899E-01,1.547990E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.898273E+02,2.820349E-01,2.890791E+03,3.927962E+03
24:00:00,4.891467E-01,1.562231E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.019251E+03,2.079184E-01,2.021756E+03,2.841258E+03
Coinc Peak   ,5.011526E-01,4.971061E-01,1.596073E+04,5.243900E+03
NonCoinc Peak,5.011526E-01,4.971061E-01,1.596073E+04,5.243900E+03
