Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,3.137257E-01,1.068482E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.044471E+03,1.718130E-01,1.631058E+03,2.337604E+03
02:00:00,3.167882E-01,1.077106E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.061285E+03,1.244925E-01,1.138714E+03,1.764894E+03
03:00:00,3.184488E-01,1.081782E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.073895E+03,9.288101E-02,8.084881E+02,1.391429E+03
04:00:00,3.194921E-01,1.084720E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,6.965015E-02,5.624735E+02,1.101683E+03
05:00:00,3.194236E-01,1.084527E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.094912E+03,6.996535E-02,5.572365E+02,1.119957E+03
06:00:00,3.171766E-01,1.078200E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,1.295507E-01,1.164186E+03,2.000543E+03
07:00:00,3.140333E-01,1.069350E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.057081E+03,2.009620E-01,1.911032E+03,2.917603E+03
08:00:00,3.123847E-01,1.064707E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.856240E+02,2.578940E-01,2.554680E+03,3.565886E+03
09:00:00,3.173302E-01,1.078626E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.057598E+02,2.944361E-01,3.001783E+03,3.946999E+03
10:00:00,3.200977E-01,1.086422E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.343024E+02,3.249624E-01,3.380031E+03,4.229533E+03
11:00:00,3.205448E-01,1.087692E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.712518E+02,3.409373E-01,3.603578E+03,4.432880E+03
12:00:00,3.206130E-01,1.087893E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.292180E+02,3.428371E-01,3.664671E+03,4.476744E+03
13:00:00,3.206015E-01,1.087864E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.955910E+02,3.626659E-01,3.897469E+03,4.715276E+03
14:00:00,3.206665E-01,1.088046E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.021679E-01,4.315271E+03,5.156403E+03
15:00:00,3.206148E-01,1.087901E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.360807E-01,4.655974E+03,5.500600E+03
16:00:00,3.193375E-01,1.084305E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.997944E+02,4.532611E-01,4.803368E+03,5.636885E+03
17:00:00,3.139978E-01,1.069273E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.334214E+02,4.620871E-01,4.858591E+03,5.700886E+03
18:00:00,3.042992E-01,1.041967E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.754551E+02,1.887433E-01,2.330340E+03,2.987227E+03
19:00:00,2.964304E-01,1.019808E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.385058E+02,2.208982E-01,2.704756E+03,3.491881E+03
20:00:00,2.953547E-01,1.016769E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.847429E+02,1.947831E-01,2.345182E+03,3.124621E+03
21:00:00,2.956412E-01,1.017568E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.225733E+02,1.696229E-01,2.003970E+03,2.759677E+03
22:00:00,2.971954E-01,1.021941E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.604037E+02,1.480230E-01,1.705691E+03,2.438248E+03
23:00:00,3.026292E-01,1.037239E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.898273E+02,3.340982E-01,3.435714E+03,4.521142E+03
24:00:00,3.085005E-01,1.053770E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.019251E+03,2.630295E-01,2.576704E+03,3.454026E+03
Coinc Peak   ,3.206665E-01,4.620871E-01,1.088046E+04,4.858591E+03
NonCoinc Peak,3.206665E-01,4.620871E-01,1.088046E+04,4.858591E+03
