Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,2.978402E-01,1.023767E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.044471E+03,1.661331E-01,1.573980E+03,2.277680E+03
02:00:00,3.003872E-01,1.030939E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.061285E+03,1.211000E-01,1.104630E+03,1.727063E+03
03:00:00,3.017253E-01,1.034707E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.073895E+03,9.106340E-02,7.902282E+02,1.368864E+03
04:00:00,3.025552E-01,1.037044E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,6.898721E-02,5.558144E+02,1.091986E+03
05:00:00,3.024160E-01,1.036652E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.094912E+03,6.731493E-02,5.306087E+02,1.080324E+03
06:00:00,3.004033E-01,1.030985E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,1.154233E-01,1.022283E+03,1.796457E+03
07:00:00,2.980077E-01,1.024240E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.057081E+03,1.723344E-01,1.623473E+03,2.558649E+03
08:00:00,2.973658E-01,1.022431E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.856240E+02,2.180206E-01,2.154082E+03,3.121663E+03
09:00:00,3.026287E-01,1.037244E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.057598E+02,2.464282E-01,2.519429E+03,3.441734E+03
10:00:00,3.055754E-01,1.045543E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.343024E+02,2.723427E-01,2.851320E+03,3.688198E+03
11:00:00,3.061209E-01,1.047088E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.712518E+02,2.881380E-01,3.073065E+03,3.890268E+03
12:00:00,3.063734E-01,1.047807E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.292180E+02,2.922544E-01,3.156434E+03,3.955770E+03
13:00:00,3.065656E-01,1.048352E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.955910E+02,3.108423E-01,3.376773E+03,4.182170E+03
14:00:00,3.065947E-01,1.048434E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,3.461248E-01,3.752191E+03,4.581216E+03
15:00:00,3.065063E-01,1.048184E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,3.765804E-01,4.058163E+03,4.888311E+03
16:00:00,3.055525E-01,1.045499E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.997944E+02,3.922808E-01,4.190688E+03,5.009801E+03
17:00:00,3.015784E-01,1.034312E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.334214E+02,3.997387E-01,4.232147E+03,5.062065E+03
18:00:00,2.944287E-01,1.014182E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.754551E+02,1.421061E-01,1.780738E+03,2.390558E+03
19:00:00,2.872547E-01,9.939778E+03,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.385058E+02,1.760733E-01,2.164316E+03,2.909096E+03
20:00:00,2.849397E-01,9.874462E+03,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.847429E+02,1.660715E-01,1.999006E+03,2.755340E+03
21:00:00,2.839457E-01,9.846383E+03,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.225733E+02,1.497721E-01,1.764631E+03,2.502690E+03
22:00:00,2.844568E-01,9.860772E+03,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.604037E+02,1.332698E-01,1.527818E+03,2.242801E+03
23:00:00,2.886965E-01,9.980175E+03,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.898273E+02,3.198007E-01,3.285850E+03,4.382251E+03
24:00:00,2.935242E-01,1.011613E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.019251E+03,2.528697E-01,2.474314E+03,3.353236E+03
Coinc Peak   ,3.065947E-01,3.997387E-01,1.048434E+04,4.232147E+03
NonCoinc Peak,3.065947E-01,3.997387E-01,1.048434E+04,4.232147E+03
