,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,13182.745,10554.834,494.496931,-999.,-999.00,-999.0000,1.02911,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,494.496931,0.61300245,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,13034.95,11345.33,0.9888,0.61300245,494.496931,74.21,61.37,0.00877074,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,844.954,12190.00,83.06,0.01272282,69.78,44.99498340,9.0991,71.60,0.00837514,71.60,0.00837514,50.3555,9675.32,0.00,13188.25,10487.41,0.58879349,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,14376.725,14376.725,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,494.496931,0.61300245,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,14376.72,14376.72,1.0000,0.61300245,494.496931,62.63,52.83,0.00634030,7.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,14376.72,-26.9,0.00018338,-26.9,44.99498340,9.0991,71.59,0.00695660,71.59,0.00695660,41.9367,9774.73,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,7666.720,6139.031,285.303516,-999.,-999.00,-999.0000,1.00000,1.00000,0.2443,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,285.303516,0.35367612,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8245.33,6213.35,1.0755,0.35367612,285.303516,73.42,62.41,0.00963540,11.4,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,487.502,7757.83,69.44,0.01270967,65.53,44.99498340,15.7709,72.30,0.00905978,72.30,0.00905978,53.1304,5931.15,0.00,7669.92,6100.16,0.33970859,80.00,67.00,0.01118466,13.2,59.59,58.19,0.01001404,9.7
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,11308.256,11308.256,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,285.303516,0.35367612,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,11308.26,11308.26,1.0000,0.35367612,285.303516,56.06,48.83,0.00573128,6.7,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,11308.26,-26.9,0.00018338,-26.9,44.99498340,15.7709,71.59,0.00677007,71.59,0.00677007,40.8225,6660.84,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,10448.304,8365.490,391.925540,-999.,-999.00,-999.0000,1.04634,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,391.925540,0.48584997,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,Sensible,10641.40,9022.54,1.0185,0.48584997,391.925540,73.87,61.47,0.00891504,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,669.689,9971.71,77.70,0.01271761,68.16,44.99498340,11.4805,71.60,0.00842187,71.60,0.00842187,50.6319,7668.62,0.00,10452.66,8312.05,0.46666256,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,14384.103,14384.103,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,391.925540,0.48584997,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,14384.10,14384.10,1.0000,0.48584997,391.925540,60.29,51.54,0.00617958,7.5,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,14384.10,-26.9,0.00018338,-26.9,44.99498340,11.4805,71.59,0.00695725,71.59,0.00695725,41.9406,9782.21,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12231.938,9793.566,458.831305,-999.,-999.00,-999.0000,1.01521,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,458.831305,0.56878961,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,12112.84,10433.91,0.9903,0.56878961,458.831305,74.29,61.50,0.00883563,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,784.012,11328.83,83.06,0.01272282,69.78,44.99498340,9.8064,71.60,0.00841300,71.60,0.00841300,50.5803,8977.43,0.00,12237.04,9731.01,0.54632672,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,14379.822,14379.822,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,458.831305,0.56878961,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,14379.82,14379.82,1.0000,0.56878961,458.831305,61.93,52.45,0.00629264,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,14379.82,-26.9,0.00018338,-26.9,44.99498340,9.8064,71.59,0.00695687,71.59,0.00695687,41.9383,9777.87,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,7544.872,6037.146,278.019380,-999.,-999.00,-999.0000,1.00000,1.00000,0.2443,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,278.019380,0.34464635,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8125.88,6056.65,1.0770,0.34464635,278.019380,73.41,62.51,0.00970748,11.4,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,475.056,7650.82,69.44,0.01270967,65.53,44.99498340,16.1841,72.30,0.00912778,72.30,0.00912778,53.5256,5783.47,0.00,7548.02,5999.54,0.33103542,80.00,67.00,0.01118466,13.2,59.40,58.09,0.00999964,9.7
,MAIN FUEL HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,11308.778,11308.778,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,278.019380,0.34464635,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,11308.78,11308.78,1.0000,0.34464635,278.019380,55.66,48.59,0.00570413,6.6,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,11308.78,-26.9,0.00018338,-26.9,44.99498340,16.1841,71.59,0.00677014,71.59,0.00677014,40.8229,6661.37,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,9789.095,7837.691,367.198015,-999.,-999.00,-999.0000,1.06072,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_BOTTOMFLOOR,Fan:OnOff,367.198015,0.45519652,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,Sensible,10172.85,8422.32,1.0392,0.45519652,367.198015,73.45,61.52,0.00904079,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,627.437,9545.42,73.90,0.01271395,66.97,44.99498340,12.2536,71.60,0.00852784,71.60,0.00852784,51.2608,7184.69,0.00,9793.18,7787.63,0.43721970,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,14382.136,14382.136,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_BOTTOMFLOOR,Fan:OnOff,367.198015,0.45519652,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,14382.14,14382.14,1.0000,0.45519652,367.198015,59.52,51.12,0.00612706,7.4,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,14382.14,-26.9,0.00018338,-26.9,44.99498340,12.2536,71.59,0.00695708,71.59,0.00695708,41.9395,9780.22,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,13057.155,10454.280,489.785934,-999.,-999.00,-999.0000,1.04202,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_MIDDLEFLOOR,Fan:OnOff,489.785934,0.60716247,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,12893.90,11369.14,0.9875,0.60716247,489.785934,74.22,61.26,0.00869440,10.9,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,836.905,12057.00,83.06,0.01272282,69.78,44.99498340,9.1867,71.60,0.00828689,71.60,0.00828689,49.8311,9583.38,0.00,13062.60,10387.50,0.58318414,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,12305.966,12305.966,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_MIDDLEFLOOR,Fan:OnOff,489.785934,0.60716247,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,12305.97,12305.97,1.0000,0.60716247,489.785934,62.55,53.84,0.00691015,8.3,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,12305.97,-26.9,0.00018338,-26.9,44.99498340,9.1867,71.60,0.00759063,71.60,0.00759063,45.6986,7672.91,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,8156.770,6530.761,305.967983,-999.,-999.00,-999.0000,1.02835,1.00000,0.2442,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_MIDDLEFLOOR,Fan:OnOff,305.967983,0.37929280,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8728.72,6839.93,1.0701,0.37929280,305.967983,73.45,62.04,0.00938301,11.2,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,522.812,8205.91,69.44,0.01270967,65.53,44.99498340,14.7058,72.31,0.00880945,72.31,0.00880945,51.6759,6350.40,0.00,8160.17,6489.04,0.36431360,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,9232.689,9232.689,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_MIDDLEFLOOR,Fan:OnOff,305.967983,0.37929280,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,Sensible,9232.69,9232.69,1.0000,0.37929280,305.967983,57.12,51.15,0.00669190,7.4,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,9232.69,-26.9,0.00018338,-26.9,44.99498340,14.7058,71.60,0.00781405,71.60,0.00781405,47.0231,4554.09,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,10444.442,8362.397,391.780663,-999.,-999.00,-999.0000,1.06181,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_MIDDLEFLOOR,Fan:OnOff,391.780663,0.48567037,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,Sensible,10620.04,9139.46,1.0168,0.48567037,391.780663,73.87,61.33,0.00882620,10.9,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,669.442,9950.60,77.70,0.01271761,68.16,44.99498340,11.4847,71.60,0.00832129,71.60,0.00832129,50.0347,7665.90,0.00,10448.80,8308.98,0.46649006,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,12306.863,12306.863,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_MIDDLEFLOOR,Fan:OnOff,391.780663,0.48567037,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,12306.86,12306.86,1.0000,0.48567037,391.780663,60.29,52.59,0.00673996,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,12306.86,-26.9,0.00018338,-26.9,44.99498340,11.4847,71.60,0.00759067,71.60,0.00759067,45.6989,7673.82,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12027.106,9629.566,451.147852,-999.,-999.00,-999.0000,1.02817,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_MIDDLEFLOOR,Fan:OnOff,451.147852,0.55926482,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,11893.75,10385.73,0.9889,0.55926482,451.147852,74.31,61.38,0.00875468,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,770.883,11122.87,83.06,0.01272282,69.78,44.99498340,9.9734,71.60,0.00831508,71.60,0.00831508,49.9986,8827.33,0.00,12032.12,9568.05,0.53717809,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,12307.576,12307.576,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_MIDDLEFLOOR,Fan:OnOff,451.147852,0.55926482,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,Sensible,12307.58,12307.58,1.0000,0.55926482,451.147852,61.78,53.41,0.00685193,8.1,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,12307.58,-26.9,0.00018338,-26.9,44.99498340,9.9734,71.60,0.00759070,71.60,0.00759070,45.6990,7674.55,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,7983.715,6392.203,299.476516,-999.,-999.00,-999.0000,1.02040,1.00000,0.2442,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_MIDDLEFLOOR,Fan:OnOff,299.476516,0.37124566,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,8552.48,6644.93,1.0712,0.37124566,299.476516,73.44,62.12,0.00943709,11.3,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,511.720,8040.76,69.44,0.01270967,65.53,44.99498340,15.0245,72.31,0.00885847,72.31,0.00885847,51.9612,6218.73,0.00,7987.05,6351.37,0.35658426,80.00,67.00,0.01118466,13.2,59.76,58.27,0.01002260,9.8
