Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,5.488869E-01,1.730171E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.044471E+03,1.610377E-01,1.522831E+03,2.189749E+03
02:00:00,5.523854E-01,1.740021E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.061285E+03,9.943536E-02,8.870040E+02,1.441708E+03
03:00:00,5.539700E-01,1.744483E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.073895E+03,6.155665E-02,4.937935E+02,9.774564E+02
04:00:00,5.548713E-01,1.747022E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,3.572122E-02,2.215911E+02,6.339540E+02
05:00:00,5.542846E-01,1.745371E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.094912E+03,3.373430E-02,1.932197E+02,5.981927E+02
06:00:00,5.504565E-01,1.734597E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.086505E+03,7.063809E-02,5.724190E+02,1.156499E+03
07:00:00,5.459907E-01,1.722026E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.057081E+03,1.263384E-01,1.161481E+03,1.998717E+03
08:00:00,5.439568E-01,1.716300E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.856240E+02,1.866727E-01,1.839193E+03,2.874842E+03
09:00:00,5.503612E-01,1.734322E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.057598E+02,2.322519E-01,2.377041E+03,3.468935E+03
10:00:00,5.543653E-01,1.745595E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.343024E+02,2.804874E-01,2.933194E+03,3.948355E+03
11:00:00,5.550881E-01,1.747640E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.712518E+02,3.217104E-01,3.410433E+03,4.408442E+03
12:00:00,5.552091E-01,1.747992E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.292180E+02,3.496081E-01,3.732757E+03,4.696300E+03
13:00:00,5.552316E-01,1.748060E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.955910E+02,3.890244E-01,4.162382E+03,5.115502E+03
14:00:00,5.552691E-01,1.748166E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.408090E-01,4.703618E+03,5.668872E+03
15:00:00,5.551249E-01,1.747759E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.745741E+02,4.813461E-01,5.110920E+03,6.035034E+03
16:00:00,5.531965E-01,1.742332E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,6.997944E+02,5.000195E-01,5.273353E+03,6.165941E+03
17:00:00,5.457556E-01,1.721390E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.334214E+02,5.093808E-01,5.333963E+03,6.216953E+03
18:00:00,5.335401E-01,1.687006E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,7.754551E+02,1.383266E-01,1.731247E+03,2.294002E+03
19:00:00,5.241150E-01,1.660471E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.385058E+02,2.003459E-01,2.455973E+03,3.172016E+03
20:00:00,5.226503E-01,1.656336E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,8.847429E+02,2.048741E-01,2.466945E+03,3.229576E+03
21:00:00,5.229022E-01,1.657034E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.225733E+02,1.797532E-01,2.126199E+03,2.866335E+03
22:00:00,5.257354E-01,1.665004E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.604037E+02,1.500437E-01,1.730136E+03,2.430023E+03
23:00:00,5.337679E-01,1.687612E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,9.898273E+02,4.117259E-01,4.243587E+03,5.436883E+03
24:00:00,5.419978E-01,1.710778E+04,3.373430E-02,0.000000E+00,0.000000E+00,3.373430E-02,1.019251E+03,2.886727E-01,2.834211E+03,3.735364E+03
Coinc Peak   ,5.552691E-01,5.093808E-01,1.748166E+04,5.333963E+03
NonCoinc Peak,5.552691E-01,5.093808E-01,1.748166E+04,5.333963E+03
