Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0047059477278242,Transformer.tr(r:udt18365-udt18365lv),udt18365,75.0,3
1.0384893620699671,Transformer.tr(r:udt12592-udt12592lv),udt12592,75.0,3
1.0403216007474658,Transformer.tr(r:udt16173-udt16173lv),udt16173,75.0,3
1.0418908146290387,Transformer.tr(r:udt27-udt27lv),udt27,75.0,3
1.0463827606371878,Transformer.tr(r:udt16694-udt16694lv),udt16694,75.0,3
1.046846976983459,Transformer.tr(r:udt14360-udt14360lv),udt14360,75.0,3
1.0522184388157876,Transformer.tr(r:udt14374-udt14374lv),udt14374,75.0,3
1.1340896841848398,Transformer.tr(r:udt118-udt118lv),udt118.2,75.0,1
1.25451280388353,Transformer.tr(r:udt20323-udt20323lv),udt20323.2,50.0,1
1.3065726774039141,Transformer.tr(r:udt13880-udt13880lv),udt13880.3,50.0,1
1.3178421276689014,Transformer.tr(r:udt18822-udt18822lv),udt18822,150.0,3
1.3280917818133273,Transformer.tr(r:udt14633-udt14633lv),udt14633.3,50.0,1
1.333900906251919,Transformer.tr(r:udt14028-udt14028lv),udt14028.1,50.0,1
1.3345940792402242,Transformer.tr(r:udt18193-udt18193lv),udt18193.1,50.0,1
1.3368665572632075,Transformer.tr(r:udt14990-udt14990lv),udt14990.1,50.0,1
1.3466854907672519,Transformer.tr(r:udt25-udt25lv),udt25.2,50.0,1
1.3656056443984907,Transformer.tr(r:udt14866-udt14866lv),udt14866.1,50.0,1
1.3760587027178022,Transformer.tr(r:udt34-udt34lv),udt34.1,50.0,1
1.3765255612953469,Transformer.tr(r:udt12924-udt12924lv),udt12924.2,50.0,1
1.3866665556670035,Transformer.tr(r:udt1030-udt1030lv),udt1030.3,50.0,1
1.3892503000107255,Transformer.tr(r:udt15803-udt15803lv),udt15803.1,50.0,1
1.3964190718954146,Transformer.tr(r:udt1340-udt1340lv),udt1340.1,50.0,1
1.4122222637191364,Transformer.tr(r:udt822-udt822lv),udt822.2,50.0,1
1.4363079705768216,Transformer.tr(r:udt19944-udt19944lv),udt19944.3,50.0,1
1.442353079428575,Transformer.tr(r:udt11831-udt11831lv),udt11831.1,50.0,1
1.44843362318933,Transformer.tr(r:udt16449-udt16449lv),udt16449.1,50.0,1
1.4719017031090496,Transformer.tr(r:udt1021-udt1021lv),udt1021,150.0,3
1.4735674692266603,Transformer.tr(r:udt14454-udt14454lv),udt14454.3,50.0,1
1.4739209732079963,Transformer.tr(r:udt12786-udt12786lv),udt12786.1,50.0,1
1.4802460138459606,Transformer.tr(r:udt3981-udt3981lv),udt3981.3,50.0,1
1.491627701512089,Transformer.tr(r:udt1026-udt1026lv),udt1026.3,50.0,1
1.4961916636797183,Transformer.tr(r:udt14912-udt14912lv),udt14912.2,50.0,1
1.509440012314521,Transformer.tr(r:udt14739-udt14739lv),udt14739.1,50.0,1
1.5146949557517428,Transformer.tr(r:udt1349-udt1349lv),udt1349.2,50.0,1
1.5238315766096096,Transformer.tr(r:udt18291-udt18291lv),udt18291.1,50.0,1
1.5246642794670937,Transformer.tr(r:udt15152-udt15152lv),udt15152.1,50.0,1
1.552695934732011,Transformer.tr(r:udt15785-udt15785lv),udt15785.2,50.0,1
1.5602516203404706,Transformer.tr(r:udt14717-udt14717lv),udt14717.1,50.0,1
1.570756974184733,Transformer.tr(r:udt21-udt21lv),udt21.3,50.0,1
1.6022078857285076,Transformer.tr(r:udt15094-udt15094lv),udt15094.1,50.0,1
1.6270606295132803,Transformer.tr(r:udt13761-udt13761lv),udt13761.1,50.0,1
1.6404334363126196,Transformer.tr(r:udt1342-udt1342lv),udt1342.3,50.0,1
1.722377718265874,Transformer.tr(r:udt12538-udt12538lv),udt12538.2,50.0,1
1.7472202836869872,Transformer.tr(r:udt18877-udt18877lv),udt18877.2,75.0,1
1.8053609207789583,Transformer.tr(r:udt4689-udt4689lv),udt4689.3,50.0,1
1.8621926082946156,Transformer.tr(r:udt14682-udt14682lv),udt14682.3,75.0,1
1.89043361846062,Transformer.tr(r:udt13346-udt13346lv),udt13346.2,75.0,1
1.8999809987876617,Transformer.tr(r:udt14226-udt14226lv),udt14226.1,75.0,1
1.933201610457143,Transformer.tr(r:udt11483-udt11483lv),udt11483.1,75.0,1
2.1050848273887004,Transformer.tr(r:udt19262-udt19262lv),udt19262.3,75.0,1
2.1110749485301854,Transformer.tr(r:udt33-udt33lv),udt33.2,75.0,1
2.7546758215916047,Transformer.tr(r:udt17928-udt17928lv),udt17928.3,25.0,1
2.758936770227097,Transformer.tr(r:udt15675-udt15675lv),udt15675.2,50.0,1
2.8398820866458885,Transformer.tr(r:udt16707-udt16707lv),udt16707.3,25.0,1
2.8408382409886066,Transformer.tr(r:udt16079-udt16079lv),udt16079.1,25.0,1
2.8465043013686278,Transformer.tr(r:udt17333-udt17333lv),udt17333.1,25.0,1
2.858602800385662,Transformer.tr(r:udt24-udt24lv),udt24.1,25.0,1
2.874051431252268,Transformer.tr(r:udt17395-udt17395lv),udt17395.3,25.0,1
2.8864935377095557,Transformer.tr(r:udt19814-udt19814lv),udt19814,75.0,3
2.9005291322074465,Transformer.tr(r:udt11298-udt11298lv),udt11298.2,50.0,1
2.9138046649642337,Transformer.tr(r:udt14907-udt14907lv),udt14907.1,50.0,1
2.9249500473558077,Transformer.tr(r:udt17825-udt17825lv),udt17825.3,25.0,1
2.9666722392011753,Transformer.tr(r:udt12262-udt12262lv),udt12262.3,25.0,1
2.9830259461269395,Transformer.tr(r:udt19646-udt19646lv),udt19646.1,25.0,1
2.997752961598588,Transformer.tr(r:udt16475-udt16475lv),udt16475.1,25.0,1
3.02429037322385,Transformer.tr(r:udt16674-udt16674lv),udt16674.3,25.0,1
3.075756968465785,Transformer.tr(r:udt12033-udt12033lv),udt12033.2,50.0,1
3.0866860012043715,Transformer.tr(r:udt12600-udt12600lv),udt12600.3,25.0,1
3.1618352553245535,Transformer.tr(r:udt14422-udt14422lv),udt14422.1,50.0,1
3.1646824631819968,Transformer.tr(r:udt16251-udt16251lv),udt16251.2,25.0,1
3.2096746557398723,Transformer.tr(r:udt15201-udt15201lv),udt15201.3,25.0,1
3.215480518509168,Transformer.tr(r:udt5629-udt5629lv),udt5629.3,25.0,1
3.2537842718508325,Transformer.tr(r:udt11920-udt11920lv),udt11920.2,25.0,1
3.2997126899355553,Transformer.tr(r:udt13303-udt13303lv),udt13303.1,25.0,1
3.3047030028109585,Transformer.tr(r:udt20079-udt20079lv),udt20079.1,25.0,1
3.344972086331798,Transformer.tr(r:udt17570-udt17570lv),udt17570.3,25.0,1
3.4394041881064776,Transformer.tr(r:udt4712-udt4712lv),udt4712.3,25.0,1
3.449875967186768,Transformer.tr(r:udt835-udt835lv),udt835.3,25.0,1
3.489149525220565,Transformer.tr(r:udt12026-udt12026lv),udt12026.3,25.0,1
3.5465403674048006,Transformer.tr(r:udt11406-udt11406lv),udt11406.2,25.0,1
3.694563161858602,Transformer.tr(r:udt19721-udt19721lv),udt19721.1,25.0,1
