Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
862.4208888664248,-5121.884670667242,16.83795993700254,19485.186324640097,7890.450040683221,11594.736283957222,170,12,30
