Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0444334517659706,Transformer.tr(r:udt20812-udt20812lv),udt20812,75.0,3
1.06029834576321,Transformer.tr(r:udt19241-udt19241lv),udt19241,75.0,3
1.204062011724218,Transformer.tr(r:udt18818-udt18818lv),udt18818.2,50.0,1
1.2845835493436304,Transformer.tr(r:udt15379-udt15379lv),udt15379.1,50.0,1
1.3176247193597936,Transformer.tr(r:udt19296-udt19296lv),udt19296.3,50.0,1
1.330919208847334,Transformer.tr(r:udt17667-udt17667lv),udt17667.2,50.0,1
1.3317291789300414,Transformer.tr(r:udt5386-udt5386lv),udt5386.1,50.0,1
1.3481519765318812,Transformer.tr(r:udt2336-udt2336lv),udt2336.1,50.0,1
1.363562603012337,Transformer.tr(r:udt407-udt407lv),udt407.2,50.0,1
1.3816914841455137,Transformer.tr(r:udt3965-udt3965lv),udt3965.1,50.0,1
1.4078425805693422,Transformer.tr(r:udt5251-udt5251lv),udt5251.1,50.0,1
1.4139259505499429,Transformer.tr(r:udt3978-udt3978lv),udt3978.1,50.0,1
1.4205766770952595,Transformer.tr(r:udt20297-udt20297lv),udt20297.1,50.0,1
1.4285534015686387,Transformer.tr(r:udt5384-udt5384lv),udt5384.2,50.0,1
1.4387588063865184,Transformer.tr(r:udt20076-udt20076lv),udt20076.3,50.0,1
1.4482043209643318,Transformer.tr(r:udt20604-udt20604lv),udt20604.1,50.0,1
1.4633397258058192,Transformer.tr(r:udt18124-udt18124lv),udt18124.2,50.0,1
1.4867111905471098,Transformer.tr(r:udt17051-udt17051lv),udt17051.3,50.0,1
1.5033423366866627,Transformer.tr(r:udt18882-udt18882lv),udt18882.2,50.0,1
1.5734577640135676,Transformer.tr(r:udt20217-udt20217lv),udt20217.3,50.0,1
1.6057194646902373,Transformer.tr(r:udt19615-udt19615lv),udt19615.2,50.0,1
1.6342914640453943,Transformer.tr(r:udt20547-udt20547lv),udt20547,150.0,3
2.041506533385227,Transformer.tr(r:udt18041-udt18041lv),udt18041,100.0,3
2.045270719246679,Transformer.tr(r:udt16868-udt16868lv),udt16868,100.0,3
2.144224512794237,Transformer.tr(r:udt16246-udt16246lv),udt16246,100.0,3
2.7441161645427545,Transformer.tr(r:udt17456-udt17456lv),udt17456.3,50.0,1
2.77844345978482,Transformer.tr(r:udt16906-udt16906lv),udt16906.1,50.0,1
2.833062918150949,Transformer.tr(r:udt15508-udt15508lv),udt15508.3,25.0,1
2.883390208572371,Transformer.tr(r:udt16527-udt16527lv),udt16527.2,75.0,1
2.92204474946501,Transformer.tr(r:udt17743-udt17743lv),udt17743.2,25.0,1
2.9442938136958365,Transformer.tr(r:udt17552-udt17552lv),udt17552.1,25.0,1
2.94755989618367,Transformer.tr(r:udt5403-udt5403lv),udt5403.3,75.0,1
2.9539512645098585,Transformer.tr(r:udt18360-udt18360lv),udt18360.2,25.0,1
2.957237091391621,Transformer.tr(r:udt17430-udt17430lv),udt17430,75.0,3
3.0144528944718876,Transformer.tr(r:udt20365-udt20365lv),udt20365.1,25.0,1
3.022263363633012,Transformer.tr(r:udt15747-udt15747lv),udt15747.2,25.0,1
3.03855557270732,Transformer.tr(r:udt18542-udt18542lv),udt18542.1,50.0,1
3.0669884383372588,Transformer.tr(r:udt17105-udt17105lv),udt17105.3,25.0,1
3.0812352119846835,Transformer.tr(r:udt535-udt535lv),udt535.1,50.0,1
3.1018744986272444,Transformer.tr(r:udt523-udt523lv),udt523.2,75.0,1
3.1274442356797554,Transformer.tr(r:udt19345-udt19345lv),udt19345.2,25.0,1
3.140662787739796,Transformer.tr(r:udt15378-udt15378lv),udt15378.3,25.0,1
3.1823747948246246,Transformer.tr(r:udt410-udt410lv),udt410.2,50.0,1
3.2086180931316495,Transformer.tr(r:udt19433-udt19433lv),udt19433.2,25.0,1
3.2107918909135593,Transformer.tr(r:udt20357-udt20357lv),udt20357.3,25.0,1
3.217040163192717,Transformer.tr(r:udt20369-udt20369lv),udt20369.1,25.0,1
3.266660641392159,Transformer.tr(r:udt3976-udt3976lv),udt3976.2,50.0,1
3.2726665497045158,Transformer.tr(r:udt20159-udt20159lv),udt20159.2,25.0,1
3.2857771518717556,Transformer.tr(r:udt15467-udt15467lv),udt15467.1,25.0,1
3.29253834930382,Transformer.tr(r:udt18475-udt18475lv),udt18475.2,25.0,1
3.2965323034179446,Transformer.tr(r:udt18441-udt18441lv),udt18441.1,25.0,1
3.319685164941859,Transformer.tr(r:udt15696-udt15696lv),udt15696.2,25.0,1
3.3326774155743553,Transformer.tr(r:udt408-udt408lv),udt408.1,25.0,1
3.335990996477458,Transformer.tr(r:udt20857-udt20857lv),udt20857.2,25.0,1
3.3517910775760176,Transformer.tr(r:udt18350-udt18350lv),udt18350.3,25.0,1
3.4185603616859273,Transformer.tr(r:udt2361-udt2361lv),udt2361.2,25.0,1
3.4867752589104644,Transformer.tr(r:udt20698-udt20698lv),udt20698.1,25.0,1
3.9914885860232396,Transformer.tr(r:udt5400-udt5400lv),udt5400.1,75.0,1
4.430270668692208,Transformer.tr(r:udt4655-udt4655lv),udt4655.1,50.0,1
4.795510068895787,Transformer.tr(r:udt15825-udt15825lv),udt15825.2,50.0,1
5.181103548337282,Transformer.tr(r:udt16955-udt16955lv),udt16955.3,75.0,1
6.289345913622234,Transformer.tr(r:udt18832-udt18832lv),udt18832.3,50.0,1
