Loading (p.u.),Name,Bus1,Bus2
1.013160090914018,Line.l(r:udm136-udt42lv),udt42lv.1.2,udm136.1.2
1.0131600960094138,Line.l(r:p1ulv52-udm136),udm136.1.2,p1ulv52.1.2
1.031874111467175,Line.l(r:p1ulv26909-udt11412lv),udt11412lv.1.2,p1ulv26909.1.2
1.0863280680391711,Line.l(r:p1ulv27994-udm39111),udm39111.1.2,p1ulv27994.1.2
1.0967899356354143,Line.l(r:udm39321-udm39323),udm39323.1.2,udm39321.1.2
1.096789967367558,Line.l(r:p1ulv27317-udm39321),udm39321.1.2,p1ulv27317.1.2
1.1117510404072144,Line.l(r:udm35797-udt10456lv),udt10456lv.1.2,udm35797.1.2
1.1168688422177717,Line.l(r:p1ulv10513-udt4848lv),udt4848lv.1.2,p1ulv10513.1.2
1.1187155533509505,Line.l(r:udm39111-udt11589lv),udt11589lv.1.2,udm39111.1.2
1.1262149578633636,Line.l(r:udm35795-udm35797),udm35797.1.2,udm35795.1.2
1.1286566895181542,Line.l(r:udm6169-udt1531lv),udt1531lv.1.2,udm6169.1.2
1.1364420766144923,Line.l(r:p1ulv47525-udt18259lv),udt18259lv.1.2,p1ulv47525.1.2
1.141450798741775,Line.l(r:p1ulv49380-udt18703lv),udt18703lv.1.2,p1ulv49380.1.2
1.141570130697316,Line.l(r:p1ulv31449-udt13258lv),udt13258lv.1.2,p1ulv31449.1.2
1.1725837689214287,Line.l(r:udm6169-udm6171),udm6169.1.2,udm6171.1.2
1.1725838035530027,Line.l(r:p1ulv47225-udm6171),udm6171.1.2,p1ulv47225.1.2
1.1764373758121125,Line.l(r:udm41342-udt12403lv),udt12403lv.1.2,udm41342.1.2
1.1764374108781204,Line.l(r:p1ulv28958-udm41342),udm41342.1.2,p1ulv28958.1.2
1.1845518447315315,Line.l(r:p1ulv27343-udt11664lv),udt11664lv.1.2,p1ulv27343.1.2
1.1852057355790782,Line.l(r:p1ulv46198-udt10435lv),udt10435lv.1.2,p1ulv46198.1.2
1.2375211141713163,Line.l(r:udm39960-udt11879lv),udt11879lv.1.2,udm39960.1.2
1.2733118877964948,Line.l(r:p1ulv3429-udt1614lv),udt1614lv.1.2,p1ulv3429.1.2
1.3042760610255104,Line.l(r:p1ulv38583-udm39323),udm39323.1.2,p1ulv38583.1.2
