Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0113457248806308,Transformer.tr(r:udt14991-udt14991lv),udt14991,75.0,3
1.0123009996833692,Transformer.tr(r:udt14245-udt14245lv),udt14245,150.0,3
1.0146182664401615,Transformer.tr(r:udt1604-udt1604lv),udt1604,75.0,3
1.0218512253337777,Transformer.tr(r:udt729-udt729lv),udt729,75.0,3
1.0277721125923331,Transformer.tr(r:udt11589-udt11589lv),udt11589.3,75.0,1
1.0278041023390974,Transformer.tr(r:udt18318-udt18318lv),udt18318,75.0,3
1.0484252275531285,Transformer.tr(r:udt11861-udt11861lv),udt11861,75.0,3
1.0511782183954361,Transformer.tr(r:udt18994-udt18994lv),udt18994,75.0,3
1.0653439450567945,Transformer.tr(r:udt18978-udt18978lv),udt18978.3,75.0,1
1.0728870385600882,Transformer.tr(r:udt16174-udt16174lv),udt16174,75.0,3
1.0745049786461016,Transformer.tr(r:udt12403-udt12403lv),udt12403.3,75.0,1
1.1031235775116528,Transformer.tr(r:udt1531-udt1531lv),udt1531.1,75.0,1
1.1710831812177371,Transformer.tr(r:udt11879-udt11879lv),udt11879.2,50.0,1
1.2073570243055578,Transformer.tr(r:udt13563-udt13563lv),udt13563,150.0,3
1.2123415350419917,Transformer.tr(r:udt2810-udt2810lv),udt2810.3,50.0,1
1.24440095844963,Transformer.tr(r:udt52-udt52lv),udt52,100.0,3
1.2799721573540905,Transformer.tr(r:udt66-udt66lv),udt66.1,50.0,1
1.2963605623467072,Transformer.tr(r:udt12648-udt12648lv),udt12648.2,50.0,1
1.3138598070661565,Transformer.tr(r:udt11887-udt11887lv),udt11887,150.0,3
1.333622165938307,Transformer.tr(r:udt14030-udt14030lv),udt14030.2,50.0,1
1.3378461933692638,Transformer.tr(r:udt13304-udt13304lv),udt13304.3,50.0,1
1.3492385870691268,Transformer.tr(r:udt13234-udt13234lv),udt13234.1,50.0,1
1.3498185666505385,Transformer.tr(r:udt1602-udt1602lv),udt1602.3,50.0,1
1.360222036637419,Transformer.tr(r:udt17802-udt17802lv),udt17802.2,50.0,1
1.3662699471086954,Transformer.tr(r:udt10450-udt10450lv),udt10450.1,50.0,1
1.3708493261939423,Transformer.tr(r:udt13315-udt13315lv),udt13315.3,50.0,1
1.3762318611756459,Transformer.tr(r:udt1568-udt1568lv),udt1568.3,50.0,1
1.3834799140666134,Transformer.tr(r:udt14642-udt14642lv),udt14642.2,50.0,1
1.384456554779109,Transformer.tr(r:udt11544-udt11544lv),udt11544.3,50.0,1
1.3887993717009832,Transformer.tr(r:udt14768-udt14768lv),udt14768.3,50.0,1
1.3913921003095626,Transformer.tr(r:udt14357-udt14357lv),udt14357.2,50.0,1
1.3961741870339177,Transformer.tr(r:udt10613-udt10613lv),udt10613.2,50.0,1
1.3988258789714838,Transformer.tr(r:udt10438-udt10438lv),udt10438.2,50.0,1
1.444826037697566,Transformer.tr(r:udt3994-udt3994lv),udt3994.1,50.0,1
1.4553064598276875,Transformer.tr(r:udt11412-udt11412lv),udt11412.1,50.0,1
1.4961417077630423,Transformer.tr(r:udt15182-udt15182lv),udt15182.2,50.0,1
