Loading (p.u.),Name,Bus1,Bus2
1.2427481490305587,Line.l(r:udm16850-udt4457lv),udt4457lv.1.2,udm16850.1.2
1.475631700577953,Line.l(r:p1ulv57706-udt20446lv),udt20446lv.1.2,p1ulv57706.1.2
1.4762286244384177,Line.l(r:p1ulv44963-udm16850),udm16850.1.2,p1ulv44963.1.2
1.4820901962952486,Line.l(r:p1ulv52768-udt19479lv),udt19479lv.1.2,p1ulv52768.1.2
1.4878622167095605,Line.l(r:udm16831-udt4453lv),udt4453lv.1.2,udm16831.1.2
1.4878622599335551,Line.l(r:p1ulv9531-udm16831),udm16831.1.2,p1ulv9531.1.2
1.5018464885521636,Line.l(r:udm16830-udt4453lv),udt4453lv.1.2,udm16830.1.2
1.5018465306700026,Line.l(r:p1ulv9530-udm16830),udm16830.1.2,p1ulv9530.1.2
1.505909118274663,Line.l(r:udm16849-udt4457lv),udt4457lv.1.2,udm16849.1.2
1.5059091820621782,Line.l(r:p1ulv40486-udm16849),udm16849.1.2,p1ulv40486.1.2
1.7345412144701473,Line.l(r:udm47790-udt15600lv),udt15600lv.1.2,udm47790.1.2
1.734541253751376,Line.l(r:p1ulv56482-udm47790),udm47790.1.2,p1ulv56482.1.2
1.744336912447497,Line.l(r:p1ulv52433-udt4457lv),udt4457lv.1.2,p1ulv52433.1.2
1.7748475666470673,Line.l(r:p1ulv40291-udt15851lv),udt15851lv.1.2,p1ulv40291.1.2
2.5807280257839227,Line.l(r:p1ulv48287-udt5387lv),udt5387lv.1.2,p1ulv48287.1.2
2.721707783048398,Line.l(r:p1ulv51348-udt5387lv),udt5387lv.1.2,p1ulv51348.1.2
2.7687260461861367,Line.l(r:p1ulv43499-udt17101lv),udt17101lv.1.2,p1ulv43499.1.2
2.9708533506037713,Line.l(r:p1ulv11870-udt5385lv),udt5385lv.1.2,p1ulv11870.1.2
2.9855465063081836,Line.l(r:p1ulv58052-udt5385lv),udt5385lv.1.2,p1ulv58052.1.2
3.061086465874735,Line.l(r:p1ulv50027-udt18854lv),udt18854lv.1.2,p1ulv50027.1.2
