Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0089406055527683,Transformer.tr(r:udt14991-udt14991lv),udt14991,75.0,3
1.0254069597160265,Transformer.tr(r:udt18318-udt18318lv),udt18318,75.0,3
1.0459316591859726,Transformer.tr(r:udt11861-udt11861lv),udt11861,75.0,3
1.0487146781240961,Transformer.tr(r:udt18994-udt18994lv),udt18994,75.0,3
1.0703397270445238,Transformer.tr(r:udt16174-udt16174lv),udt16174,75.0,3
1.1010709930316778,Transformer.tr(r:udt1531-udt1531lv),udt1531.1,75.0,1
1.2361270878641106,Transformer.tr(r:udt52-udt52lv),udt52,100.0,3
1.2807663713541153,Transformer.tr(r:udt66-udt66lv),udt66.1,50.0,1
1.310803499552944,Transformer.tr(r:udt11887-udt11887lv),udt11887,150.0,3
1.3309795731768872,Transformer.tr(r:udt14030-udt14030lv),udt14030.2,50.0,1
1.3452625987817712,Transformer.tr(r:udt13304-udt13304lv),udt13304.3,50.0,1
1.3484218309357634,Transformer.tr(r:udt13234-udt13234lv),udt13234.1,50.0,1
1.3591897304609335,Transformer.tr(r:udt17802-udt17802lv),udt17802.2,50.0,1
1.3678114620563568,Transformer.tr(r:udt13315-udt13315lv),udt13315.3,50.0,1
1.3874545643373588,Transformer.tr(r:udt14768-udt14768lv),udt14768.3,50.0,1
1.4360087987422778,Transformer.tr(r:udt3994-udt3994lv),udt3994.1,50.0,1
1.5795448977175268,Transformer.tr(r:udt11529-udt11529lv),udt11529.1,50.0,1
1.5934208142586168,Transformer.tr(r:udt17311-udt17311lv),udt17311.2,50.0,1
1.6156362639289317,Transformer.tr(r:udt15305-udt15305lv),udt15305.1,50.0,1
1.6266810754186514,Transformer.tr(r:udt12081-udt12081lv),udt12081.3,50.0,1
1.63033648665986,Transformer.tr(r:udt12601-udt12601lv),udt12601.3,50.0,1
1.6341214486387037,Transformer.tr(r:udt18259-udt18259lv),udt18259.1,50.0,1
1.9714709845225145,Transformer.tr(r:udt14228-udt14228lv),udt14228.1,75.0,1
2.032629410891671,Transformer.tr(r:udt2404-udt2404lv),udt2404.2,75.0,1
2.7640990562713017,Transformer.tr(r:udt4847-udt4847lv),udt4847.3,50.0,1
3.0069297844031087,Transformer.tr(r:udt12843-udt12843lv),udt12843.2,25.0,1
3.0081201991882702,Transformer.tr(r:udt11396-udt11396lv),udt11396.1,25.0,1
3.0189606240299924,Transformer.tr(r:udt42-udt42lv),udt42.2,50.0,1
3.0201771705398057,Transformer.tr(r:udt36-udt36lv),udt36.3,25.0,1
3.034189989907748,Transformer.tr(r:udt16034-udt16034lv),udt16034.1,25.0,1
3.058094290743893,Transformer.tr(r:udt17254-udt17254lv),udt17254.2,25.0,1
3.1043350948859434,Transformer.tr(r:udt4846-udt4846lv),udt4846.3,50.0,1
3.118127651345101,Transformer.tr(r:udt4845-udt4845lv),udt4845.3,75.0,1
3.152582754795004,Transformer.tr(r:udt11280-udt11280lv),udt11280.1,50.0,1
3.213251817974039,Transformer.tr(r:udt4848-udt4848lv),udt4848.3,25.0,1
3.2252543138010803,Transformer.tr(r:udt47-udt47lv),udt47.3,25.0,1
3.3106977937135684,Transformer.tr(r:udt12508-udt12508lv),udt12508.2,25.0,1
3.329180409679853,Transformer.tr(r:udt18665-udt18665lv),udt18665.3,25.0,1
3.356056983424972,Transformer.tr(r:udt12526-udt12526lv),udt12526.1,25.0,1
3.4081159735806597,Transformer.tr(r:udt11664-udt11664lv),udt11664.3,25.0,1
3.419835227911731,Transformer.tr(r:udt14593-udt14593lv),udt14593.1,25.0,1
3.420570630644523,Transformer.tr(r:udt14920-udt14920lv),udt14920.3,25.0,1
3.451973202472061,Transformer.tr(r:udt14444-udt14444lv),udt14444.2,25.0,1
3.508985673046403,Transformer.tr(r:udt12585-udt12585lv),udt12585.1,25.0,1
4.663620681371222,Transformer.tr(r:udt4318-udt4318lv),udt4318.3,50.0,1
