Loading (p.u.),Name,Bus1,Bus2
1.0111673205980107,Line.l(r:udm136-udt42lv),udt42lv.1.2,udm136.1.2
1.0111673257006655,Line.l(r:p1ulv52-udm136),udm136.1.2,p1ulv52.1.2
1.1143924630133208,Line.l(r:p1ulv10513-udt4848lv),udt4848lv.1.2,p1ulv10513.1.2
1.1260803376697255,Line.l(r:udm6169-udt1531lv),udt1531lv.1.2,udm6169.1.2
1.1338773672905234,Line.l(r:p1ulv47525-udt18259lv),udt18259lv.1.2,p1ulv47525.1.2
1.169907842805936,Line.l(r:udm6169-udm6171),udm6169.1.2,udm6171.1.2
1.169907877515041,Line.l(r:p1ulv47225-udm6171),udm6171.1.2,p1ulv47225.1.2
1.1817322727790947,Line.l(r:p1ulv27343-udt11664lv),udt11664lv.1.2,p1ulv27343.1.2
1.3974201725550428,Line.l(r:p1ulv33337-udt42lv),udt42lv.1.2,p1ulv33337.1.2
1.544459025672998,Line.l(r:p1ulv40679-udt16034lv),udt16034lv.1.2,p1ulv40679.1.2
1.5781943010001525,Line.l(r:p1ulv49023-udt11529lv),udt11529lv.1.2,p1ulv49023.1.2
1.6233895587505605,Line.l(r:p1ulv9375-udm16458),udm16458.1.2,p1ulv9375.1.2
1.6414998748107006,Line.l(r:p1ulv57-udt47lv),udt47lv.1.2,p1ulv57.1.2
1.6849715727324936,Line.l(r:p1ulv29325-udt12508lv),udt12508lv.1.2,p1ulv29325.1.2
1.7997084253960798,Line.l(r:udm45394-udt14444lv),udt14444lv.1.2,udm45394.1.2
1.7997084691942893,Line.l(r:p1ulv35572-udm45394),udm45394.1.2,p1ulv35572.1.2
2.3281858138880605,Line.l(r:p1ulv79-udt66lv),udt66lv.1.2,p1ulv79.1.2
2.4181150573896204,Line.l(r:udm18377-udt4847lv),udt4847lv.1.2,udm18377.1.2
2.418115609584568,Line.l(r:p1ulv10514-udm18377),udm18377.1.2,p1ulv10514.1.2
2.4503281289694794,Line.l(r:p1ulv31379-udt13234lv),udt13234lv.1.2,p1ulv31379.1.2
2.459774676485496,Line.l(r:udm15592-udt3994lv),udt3994lv.1.2,udm15592.1.2
2.459774826154403,Line.l(r:p1ulv8821-udm15592),udm15592.1.2,p1ulv8821.1.2
2.520804937246173,Line.l(r:p1ulv37044-udt14768lv),udt14768lv.1.2,p1ulv37044.1.2
2.5925006094237926,Line.l(r:p1ulv31594-udt13315lv),udt13315lv.1.2,p1ulv31594.1.2
2.598736074911964,Line.l(r:p1ulv34808-udt14228lv),udt14228lv.1.2,p1ulv34808.1.2
2.667898213364965,Line.l(r:udm38119-udt11280lv),udt11280lv.1.2,udm38119.1.2
2.6678982389762695,Line.l(r:p1ulv35350-udm38119),udm38119.1.2,p1ulv35350.1.2
2.6834148129139286,Line.l(r:p1ulv29945-udt4846lv),udt4846lv.1.2,p1ulv29945.1.2
2.728280798818852,Line.l(r:p1ulv30106-udt12843lv),udt12843lv.1.2,p1ulv30106.1.2
2.7296030027410936,Line.l(r:p1ulv26887-udt11396lv),udt11396lv.1.2,p1ulv26887.1.2
2.7404246500389915,Line.l(r:p1ulv38351-udt4845lv),udt4845lv.1.2,p1ulv38351.1.2
2.7407925615098674,Line.l(r:p1ulv46-udt36lv),udt36lv.1.2,p1ulv46.1.2
2.7751673840390807,Line.l(r:p1ulv43933-udt17254lv),udt17254lv.1.2,p1ulv43933.1.2
2.8022781064673636,Line.l(r:p1ulv9376-udm16459),udm16459.1.2,p1ulv9376.1.2
2.8917739257225548,Line.l(r:udm45036-udt14228lv),udt14228lv.1.2,udm45036.1.2
2.891773935560251,Line.l(r:p1ulv37803-udm45036),udm45036.1.2,p1ulv37803.1.2
2.89386833421901,Line.l(r:udm16458-udt4318lv),udt4318lv.1.2,udm16458.1.2
2.8943010210407762,Line.l(r:p1ulv44168-udt17311lv),udt17311lv.1.2,p1ulv44168.1.2
2.902198337847021,Line.l(r:udm9624-udm9625),udm9624.1.2,udm9625.1.2
2.902198518641915,Line.l(r:p1ulv5307-udm9625),udm9625.1.2,p1ulv5307.1.2
2.914851471298059,Line.l(r:udm18378-udt4847lv),udt4847lv.1.2,udm18378.1.2
2.9148514926581366,Line.l(r:p1ulv32325-udm18378),udm18378.1.2,p1ulv32325.1.2
2.934386070421949,Line.l(r:p1ulv39384-udt15305lv),udt15305lv.1.2,p1ulv39384.1.2
2.9543108881797058,Line.l(r:p1ulv28256-udt12081lv),udt12081lv.1.2,p1ulv28256.1.2
2.9666794449025606,Line.l(r:udm18374-udt4846lv),udt4846lv.1.2,udm18374.1.2
2.966679641454495,Line.l(r:p1ulv10511-udm18374),udm18374.1.2,p1ulv10511.1.2
2.981502455402026,Line.l(r:p1ulv10510-udt4845lv),udt4845lv.1.2,p1ulv10510.1.2
3.0215370296177255,Line.l(r:p1ulv49191-udt18665lv),udt18665lv.1.2,p1ulv49191.1.2
3.0306662045387043,Line.l(r:p1ulv50595-udt4845lv),udt4845lv.1.2,p1ulv50595.1.2
3.0378447270292948,Line.l(r:p1ulv46128-udm16459),udm16459.1.2,p1ulv46128.1.2
3.04574391277782,Line.l(r:p1ulv29359-udt12526lv),udt12526lv.1.2,p1ulv29359.1.2
3.0466652805219776,Line.l(r:udm9623-udt2404lv),udt2404lv.1.2,udm9623.1.2
3.0466656249168715,Line.l(r:p1ulv5303-udm9623),udm9623.1.2,p1ulv5303.1.2
3.0861874854481304,Line.l(r:p1ulv44347-udt12601lv),udt12601lv.1.2,p1ulv44347.1.2
3.103339914153642,Line.l(r:p1ulv37774-udt14920lv),udt14920lv.1.2,p1ulv37774.1.2
3.103641638002469,Line.l(r:p1ulv36333-udt14593lv),udt14593lv.1.2,p1ulv36333.1.2
3.138336322533908,Line.l(r:p1ulv26698-udt11280lv),udt11280lv.1.2,p1ulv26698.1.2
3.1834273120566006,Line.l(r:p1ulv29491-udt12585lv),udt12585lv.1.2,p1ulv29491.1.2
5.74551830482502,Line.l(r:udm16459-udt4318lv),udt4318lv.1.2,udm16459.1.2
