Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0060066056440486,Transformer.tr(r:udt9875-udt9875lv),udt9875,75.0,3
1.0206747210405258,Transformer.tr(r:udt10735-udt10735lv),udt10735,75.0,3
1.1166129470776194,Transformer.tr(r:udt9555-udt9555lv),udt9555,300.0,3
1.2131271064796876,Transformer.tr(r:udt5831-udt5831lv),udt5831,150.0,3
1.2158145581205286,Transformer.tr(r:udt9981-udt9981lv),udt9981.3,50.0,1
1.2178337099695202,Transformer.tr(r:udt6075-udt6075lv),udt6075.1,50.0,1
1.2632422231413865,Transformer.tr(r:udt3091-udt3091lv),udt3091,150.0,3
1.2835946753057872,Transformer.tr(r:udt965-udt965lv),udt965.3,50.0,1
1.2874861924972973,Transformer.tr(r:udt9740-udt9740lv),udt9740.1,50.0,1
1.2974079278549617,Transformer.tr(r:udt5977-udt5977lv),udt5977.1,50.0,1
1.3050833557896813,Transformer.tr(r:udt8966-udt8966lv),udt8966.3,50.0,1
1.3056727245473332,Transformer.tr(r:udt8003-udt8003lv),udt8003.1,50.0,1
1.3236083025676444,Transformer.tr(r:udt2864-udt2864lv),udt2864,300.0,3
1.3466929986937333,Transformer.tr(r:udt3154-udt3154lv),udt3154.3,50.0,1
1.3548531819472895,Transformer.tr(r:udt10668-udt10668lv),udt10668,150.0,3
1.3649298467522977,Transformer.tr(r:udt6187-udt6187lv),udt6187.3,50.0,1
1.3990461590659387,Transformer.tr(r:udt10584-udt10584lv),udt10584.1,50.0,1
1.406405075985609,Transformer.tr(r:udt10357-udt10357lv),udt10357.2,50.0,1
1.4150327537665863,Transformer.tr(r:udt5472-udt5472lv),udt5472.2,50.0,1
1.4181572353471805,Transformer.tr(r:udt11750-udt11750lv),udt11750,150.0,3
1.44837713087818,Transformer.tr(r:udt6523-udt6523lv),udt6523.3,50.0,1
1.4521637760698265,Transformer.tr(r:udt8924-udt8924lv),udt8924,150.0,3
1.467867429226143,Transformer.tr(r:udt8277-udt8277lv),udt8277.1,50.0,1
1.470159599925505,Transformer.tr(r:udt1002-udt1002lv),udt1002.2,50.0,1
1.5104829121010208,Transformer.tr(r:udt973-udt973lv),udt973.1,50.0,1
1.535435856173068,Transformer.tr(r:udt9341-udt9341lv),udt9341.2,50.0,1
1.5879553348230633,Transformer.tr(r:udt6248-udt6248lv),udt6248,150.0,3
1.6247744003236582,Transformer.tr(r:udt9300-udt9300lv),udt9300.2,50.0,1
1.6358515739141306,Transformer.tr(r:udt9557-udt9557lv),udt9557.3,50.0,1
1.644931250983181,Transformer.tr(r:udt7315-udt7315lv),udt7315.2,50.0,1
1.6779075724915382,Transformer.tr(r:udt10263-udt10263lv),udt10263.1,50.0,1
1.686836475309562,Transformer.tr(r:udt993-udt993lv),udt993.3,50.0,1
1.8200311218753384,Transformer.tr(r:udt9553-udt9553lv),udt9553.3,75.0,1
1.9042156716994418,Transformer.tr(r:udt7874-udt7874lv),udt7874.3,75.0,1
1.980538832814291,Transformer.tr(r:udt7466-udt7466lv),udt7466.2,75.0,1
2.0126100235377846,Transformer.tr(r:udt3097-udt3097lv),udt3097,100.0,3
2.036452493904561,Transformer.tr(r:udt10716-udt10716lv),udt10716,100.0,3
2.051565637905139,Transformer.tr(r:udt8792-udt8792lv),udt8792,100.0,3
