Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0461187926471762,Transformer.tr(r:udt18206-udt18206lv),udt18206,75.0,3
1.048371884091466,Transformer.tr(r:udt14279-udt14279lv),udt14279.3,75.0,1
1.325744262307727,Transformer.tr(r:udt10565-udt10565lv),udt10565,150.0,3
1.3269644707031403,Transformer.tr(r:udt10420-udt10420lv),udt10420,150.0,3
1.347404288810766,Transformer.tr(r:udt11415-udt11415lv),udt11415.1,50.0,1
1.3664693219338473,Transformer.tr(r:udt16084-udt16084lv),udt16084.2,50.0,1
1.379507784020612,Transformer.tr(r:udt13664-udt13664lv),udt13664,150.0,3
1.38556590670802,Transformer.tr(r:udt16739-udt16739lv),udt16739.1,50.0,1
1.3984031053589405,Transformer.tr(r:udt10404-udt10404lv),udt10404.1,50.0,1
1.4018794265127419,Transformer.tr(r:udt11516-udt11516lv),udt11516.1,50.0,1
1.4065657064817907,Transformer.tr(r:udt19025-udt19025lv),udt19025.2,50.0,1
1.4316758569097843,Transformer.tr(r:udt18604-udt18604lv),udt18604.2,50.0,1
1.440954285624263,Transformer.tr(r:udt11276-udt11276lv),udt11276.3,50.0,1
1.4427739505548884,Transformer.tr(r:udt10419-udt10419lv),udt10419,150.0,3
1.490289620835586,Transformer.tr(r:udt13781-udt13781lv),udt13781.1,50.0,1
1.5046475875017682,Transformer.tr(r:udt3076-udt3076lv),udt3076.2,50.0,1
1.5413257172546606,Transformer.tr(r:udt17861-udt17861lv),udt17861.1,50.0,1
1.5704443037377813,Transformer.tr(r:udt11713-udt11713lv),udt11713.1,50.0,1
1.5766256285504714,Transformer.tr(r:udt15126-udt15126lv),udt15126.2,50.0,1
1.6003767376159552,Transformer.tr(r:udt3775-udt3775lv),udt3775.1,50.0,1
1.621378536393437,Transformer.tr(r:udt18237-udt18237lv),udt18237.2,50.0,1
1.6531248433074326,Transformer.tr(r:udt11249-udt11249lv),udt11249.3,50.0,1
1.7723824871834166,Transformer.tr(r:udt3802-udt3802lv),udt3802.2,50.0,1
1.8695636247850063,Transformer.tr(r:udt3823-udt3823lv),udt3823.3,75.0,1
1.9453897774362165,Transformer.tr(r:udt3079-udt3079lv),udt3079.1,75.0,1
2.268964205007238,Transformer.tr(r:udt14958-udt14958lv),udt14958,100.0,3
2.7418743291912255,Transformer.tr(r:udt10401-udt10401lv),udt10401.3,50.0,1
2.822306661489281,Transformer.tr(r:udt13245-udt13245lv),udt13245.1,25.0,1
2.8252507059027536,Transformer.tr(r:udt1672-udt1672lv),udt1672.1,75.0,1
2.831786533329354,Transformer.tr(r:udt13485-udt13485lv),udt13485.2,25.0,1
2.867257690337685,Transformer.tr(r:udt10398-udt10398lv),udt10398.2,50.0,1
2.8760436461203116,Transformer.tr(r:udt12370-udt12370lv),udt12370.2,50.0,1
2.881069202910642,Transformer.tr(r:udt17791-udt17791lv),udt17791.3,50.0,1
2.8881598733473908,Transformer.tr(r:udt10400-udt10400lv),udt10400.2,25.0,1
2.9107988167217074,Transformer.tr(r:udt10569-udt10569lv),udt10569.3,50.0,1
2.9352134255290547,Transformer.tr(r:udt1671-udt1671lv),udt1671.2,50.0,1
2.940470149762963,Transformer.tr(r:udt4180-udt4180lv),udt4180.3,50.0,1
3.0183203919362143,Transformer.tr(r:udt11912-udt11912lv),udt11912.3,50.0,1
3.0320763935399655,Transformer.tr(r:udt12510-udt12510lv),udt12510.2,50.0,1
3.037293187381546,Transformer.tr(r:udt14775-udt14775lv),udt14775.3,25.0,1
3.0684310144885467,Transformer.tr(r:udt14602-udt14602lv),udt14602.2,50.0,1
3.0960294232187406,Transformer.tr(r:udt11776-udt11776lv),udt11776.1,25.0,1
3.12684591686435,Transformer.tr(r:udt17808-udt17808lv),udt17808,75.0,3
3.150534483949914,Transformer.tr(r:udt4841-udt4841lv),udt4841.3,75.0,1
3.156194883694813,Transformer.tr(r:udt10405-udt10405lv),udt10405.2,75.0,1
3.159904889977685,Transformer.tr(r:udt3825-udt3825lv),udt3825.1,25.0,1
3.174766665636972,Transformer.tr(r:udt14796-udt14796lv),udt14796.2,25.0,1
3.2176525902329924,Transformer.tr(r:udt11362-udt11362lv),udt11362.1,50.0,1
3.236586755475003,Transformer.tr(r:udt3818-udt3818lv),udt3818.3,25.0,1
3.329487162460756,Transformer.tr(r:udt10412-udt10412lv),udt10412.2,25.0,1
3.3623242041005086,Transformer.tr(r:udt18641-udt18641lv),udt18641.1,25.0,1
3.4381280729879764,Transformer.tr(r:udt11076-udt11076lv),udt11076.2,25.0,1
3.4653854912299646,Transformer.tr(r:udt17300-udt17300lv),udt17300.1,25.0,1
3.5326730152014094,Transformer.tr(r:udt11564-udt11564lv),udt11564.2,25.0,1
4.483482661765522,Transformer.tr(r:udt17399-udt17399lv),udt17399.1,50.0,1
6.106269952575673,Transformer.tr(r:udt12913-udt12913lv),udt12913.1,25.0,1
6.40357333488285,Transformer.tr(r:udt10407-udt10407lv),udt10407.2,25.0,1
6.553303247656821,Transformer.tr(r:udt12446-udt12446lv),udt12446.1,25.0,1
