Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
417.97460121255995,820.869078618533,50.91854622127841,22926.042254804128,3654.2439243200074,19271.798330484668,170,12,30
