Loading (p.u.),Name,Bus1,Bus2
1.0015144172751227,Line.l(r:udm43434-udt13346lv),udt13346lv.1.2,udm43434.1.2
1.0015144228958692,Line.l(r:p1ulv50767-udm43434),udm43434.1.2,p1ulv50767.1.2
1.0058363031529554,Line.l(r:udm46105-udt14907lv),udt14907lv.1.2,udm46105.1.2
1.006185542166739,Line.l(r:p1ulv47749-udt14682lv),udt14682lv.1.2,p1ulv47749.1.2
1.0118159233879567,Line.l(r:udm21201-udt5620lv),udt5620lv.1.2,udm21201.1.2
1.0168689274574743,Line.l(r:p1ulv35603-udt14454lv),udt14454lv.1.2,p1ulv35603.1.2
1.0170399256390772,Line.l(r:p1ulv29977-udt12786lv),udt12786lv.1.2,p1ulv29977.1.2
1.02276256710655,Line.l(r:p1ulv34803-udt14226lv),udt14226lv.1.2,p1ulv34803.1.2
1.0325172030317635,Line.l(r:p1ulv37742-udt14912lv),udt14912lv.1.2,p1ulv37742.1.2
1.0414093862360605,Line.l(r:p1ulv36931-udt14739lv),udt14739lv.1.2,p1ulv36931.1.2
1.043125079368673,Line.l(r:udm38177-udt11298lv),udt11298lv.1.2,udm38177.1.2
1.0431250997953376,Line.l(r:p1ulv26727-udm38177),udm38177.1.2,p1ulv26727.1.2
1.0476674882448773,Line.l(r:udm124-udt33lv),udt33lv.1.2,udm124.1.2
1.0476674927527565,Line.l(r:p1ulv47882-udm124),udm124.1.2,p1ulv47882.1.2
1.0513208419070752,Line.l(r:p1ulv47664-udt18291lv),udt18291lv.1.2,p1ulv47664.1.2
1.051324587120093,Line.l(r:udm48513-udt15785lv),udt15785lv.1.2,udm48513.1.2
1.0601181061769132,Line.l(r:udm38799-udt11483lv),udt11483lv.1.2,udm38799.1.2
1.0601181096681753,Line.l(r:p1ulv41206-udm38799),udm38799.1.2,p1ulv41206.1.2
1.0640614256557606,Line.l(r:p1ulv29519-udt12600lv),udt12600lv.1.2,p1ulv29519.1.2
1.0741892358606628,Line.l(r:p1ulv29-udt21lv),udt21lv.1.2,p1ulv29.1.2
1.1053018596480921,Line.l(r:p1ulv38609-udt15094lv),udt15094lv.1.2,p1ulv38609.1.2
1.1290643158253728,Line.l(r:p1ulv37936-udt13083lv),udt13083lv.1.2,p1ulv37936.1.2
1.159230349708372,Line.l(r:udm41656-udt12538lv),udt12538lv.1.2,udm41656.1.2
1.174155010512423,Line.l(r:p1ulv42-udt33lv),udt33lv.1.2,p1ulv42.1.2
1.3743059368097905,Line.l(r:p1ulv47511-udm46105),udm46105.1.2,p1ulv47511.1.2
1.4616876878788505,Line.l(r:p1ulv27789-udt11831lv),udt11831lv.1.2,p1ulv27789.1.2
1.468064774593328,Line.l(r:udm54501-udt17928lv),udt17928lv.1.2,udm54501.1.2
1.4680648168925128,Line.l(r:p1ulv60145-udm54501),udm54501.1.2,p1ulv60145.1.2
1.4686278044797436,Line.l(r:udm59226-udt20323lv),udt20323lv.1.2,udm59226.1.2
1.4686278523851841,Line.l(r:p1ulv56866-udm59226),udm59226.1.2,p1ulv56866.1.2
1.490210418263765,Line.l(r:udm48092-udt15675lv),udt15675lv.1.2,udm48092.1.2
1.4902107473403157,Line.l(r:p1ulv43305-udm48092),udm48092.1.2,p1ulv43305.1.2
1.4921777116821866,Line.l(r:udm50762-udt16475lv),udt16475lv.1.2,udm50762.1.2
1.4921778851868996,Line.l(r:p1ulv41817-udm50762),udm50762.1.2,p1ulv41817.1.2
1.5130341324901382,Line.l(r:udm46106-udt14907lv),udt14907lv.1.2,udm46106.1.2
1.513034173773416,Line.l(r:p1ulv48938-udm46106),udm46106.1.2,p1ulv48938.1.2
1.5143017051921006,Line.l(r:p1ulv53511-udt19646lv),udt19646lv.1.2,p1ulv53511.1.2
1.5256135042737544,Line.l(r:udm57262-udt19262lv),udt19262lv.1.2,udm57262.1.2
1.5343091497606967,Line.l(r:p1ulv42203-udt16674lv),udt16674lv.1.2,p1ulv42203.1.2
1.6437768742258596,Line.l(r:p1ulv43026-udt97lv),udt97lv.1.2,p1ulv43026.1.2
1.6538097200041102,Line.l(r:p1ulv55944-udm21201),udm21201.1.2,p1ulv55944.1.2
1.669820554897993,Line.l(r:p1ulv31563-udt13303lv),udt13303lv.1.2,p1ulv31563.1.2
1.7072972378473483,Line.l(r:udm57261-udt19262lv),udt19262lv.1.2,udm57261.1.2
1.7072972804016795,Line.l(r:p1ulv52048-udm57261),udm57261.1.2,p1ulv52048.1.2
1.7189158528795538,Line.l(r:udm53726-udt17570lv),udt17570lv.1.2,udm53726.1.2
1.7189158982722985,Line.l(r:p1ulv44993-udm53726),udm53726.1.2,p1ulv44993.1.2
1.720815451070855,Line.l(r:udm21239-udt5629lv),udt5629lv.1.2,udm21239.1.2
1.7208154916641447,Line.l(r:p1ulv45336-udm21239),udm21239.1.2,p1ulv45336.1.2
1.7398587426376013,Line.l(r:udm41655-udm41656),udm41656.1.2,udm41655.1.2
1.7705884542007557,Line.l(r:p1ulv59517-udm57262),udm57262.1.2,p1ulv59517.1.2
1.7829419189601436,Line.l(r:p1ulv31559-udm41655),udm41655.1.2,p1ulv31559.1.2
1.8966837487520696,Line.l(r:udm56510-udt18877lv),udt18877lv.1.2,udm56510.1.2
2.419391367808268,Line.l(r:p1ulv53804-udm56510),udm56510.1.2,p1ulv53804.1.2
2.5982129297285614,Line.l(r:p1ulv40872-udt16079lv),udt16079lv.1.2,p1ulv40872.1.2
2.6485123551317895,Line.l(r:p1ulv45870-udt17825lv),udt17825lv.1.2,p1ulv45870.1.2
2.673558223198307,Line.l(r:p1ulv40194-udm48513),udm48513.1.2,p1ulv40194.1.2
2.685097274830739,Line.l(r:udm45803-udt14717lv),udt14717lv.1.2,udm45803.1.2
2.6850973272507592,Line.l(r:p1ulv50980-udm45803),udm45803.1.2,p1ulv50980.1.2
2.685132446430589,Line.l(r:udm40364-udt12033lv),udt12033lv.1.2,udm40364.1.2
2.685132581971791,Line.l(r:p1ulv28160-udm40364),udm40364.1.2,p1ulv28160.1.2
2.70047628328602,Line.l(r:udm56510-udm56511),udm56510.1.2,udm56511.1.2
2.7004763042693143,Line.l(r:p1ulv56186-udm56511),udm56511.1.2,p1ulv56186.1.2
2.8913507626540285,Line.l(r:udm46474-udt15152lv),udt15152lv.1.2,udm46474.1.2
2.8913511586959895,Line.l(r:p1ulv44007-udm46474),udm46474.1.2,p1ulv44007.1.2
2.8930535620686513,Line.l(r:p1ulv34607-udt12033lv),udt12033lv.1.2,p1ulv34607.1.2
2.8964581747419316,Line.l(r:p1ulv39021-udt15201lv),udt15201lv.1.2,p1ulv39021.1.2
2.936639709035078,Line.l(r:p1ulv27945-udt11920lv),udt11920lv.1.2,p1ulv27945.1.2
2.982230293748836,Line.l(r:p1ulv55535-udt20079lv),udt20079lv.1.2,p1ulv55535.1.2
3.0096420279224616,Line.l(r:udm49921-udt16251lv),udt16251lv.1.2,udm49921.1.2
3.009642570678015,Line.l(r:p1ulv41446-udm49921),udm49921.1.2,p1ulv41446.1.2
3.1471757421268447,Line.l(r:p1ulv28145-udt12026lv),udt12026lv.1.2,p1ulv28145.1.2
3.234071304098425,Line.l(r:p1ulv60639-udt19721lv),udt19721lv.1.2,p1ulv60639.1.2
