Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
420.31095742970433,-5760.645369740001,7.2962477370599625,15155.280697985225,6736.539268483994,8418.741429501519,170,12,30
