year,month,day,hour,temperature,GHI
2020,7,30,17,24.8,60
2020,7,30,18,24.9,9
2020,7,30,19,24.7,0
2020,7,30,20,24.2,0
2020,7,30,21,23.5,0
2020,7,30,22,22.5,0
2020,7,30,23,21.1,0
2020,7,30,24,19.8,0
2020,7,31,1,19.2,0
2020,7,31,2,18.8,0
2020,7,31,3,18.4,0
2020,7,31,4,18,51
2020,7,31,5,17.9,198
2020,7,31,6,17.7,185
2020,7,31,7,17.4,288
2020,7,31,8,17.1,180
2020,7,31,9,16.9,797
2020,7,31,10,17.7,865
2020,7,31,11,19.3,858
2020,7,31,12,21,778
2020,7,31,13,22.2,536
2020,7,31,14,23.3,355
2020,7,31,15,24,467
2020,7,31,16,24.3,256
2020,7,31,17,24.6,100
2020,7,31,18,24.7,13
2020,7,31,19,24.5,0
2020,7,31,20,24.1,0
2020,7,31,21,23.9,0
2020,7,31,22,23.9,0
2020,7,31,23,22.5,0
2020,7,31,24,21.5,0
2020,8,1,1,20.8,0
2020,8,1,2,20.2,0
2020,8,1,3,19.6,0
2020,8,1,4,19.1,50
2020,8,1,5,18.7,197
2020,8,1,6,18.2,254
2020,8,1,7,17.7,301
2020,8,1,8,17.3,483
2020,8,1,9,17.1,797
2020,8,1,10,18.7,865
2020,8,1,11,20.5,883
2020,8,1,12,23.1,819
2020,8,1,13,24.7,766
2020,8,1,14,25.6,643
2020,8,1,15,26.1,488
2020,8,1,16,26.5,315
2020,8,1,17,26.8,125
2020,8,1,18,26.9,15
2020,8,1,19,26.8,0
2020,8,1,20,26.6,0
2020,8,1,21,26.2,0
2020,8,1,22,25.9,0
2020,8,1,23,23.9,0
2020,8,1,24,21.9,0
2020,8,2,1,21,0
2020,8,2,2,20.1,0
2020,8,2,3,19.5,0
2020,8,2,4,19.1,22
2020,8,2,5,18.7,80
2020,8,2,6,18.6,283
2020,8,2,7,18.8,452
2020,8,2,8,19.1,633
2020,8,2,9,19.1,780
2020,8,2,10,19.6,507
2020,8,2,11,20.9,280
2020,8,2,12,22.8,93
2020,8,2,13,25.3,91
2020,8,2,14,26.4,28
2020,8,2,15,26.9,59
2020,8,2,16,27,60
2020,8,2,17,26.8,43
2020,8,2,18,26.1,7
2020,8,2,19,25.1,0
2020,8,2,20,24.3,0
2020,8,2,21,23.5,0
2020,8,2,22,23,0
2020,8,2,23,22.6,0
2020,8,2,24,22.3,0
2020,8,3,1,22.2,0
2020,8,3,2,22,0
2020,8,3,3,21.7,0
2020,8,3,4,21.4,42
2020,8,3,5,21.2,176
2020,8,3,6,21.2,189
2020,8,3,7,21.2,224
2020,8,3,8,21.3,183
2020,8,3,9,21.4,206
2020,8,3,10,22.1,205
2020,8,3,11,23.3,149
2020,8,3,12,24,267
2020,8,3,13,24.2,692
2020,8,3,14,24.5,536
2020,8,3,15,24.8,466
2020,8,3,16,24.8,59
2020,8,3,17,24.5,37
2020,8,3,18,24.5,15
2020,8,3,19,24.5,0
2020,8,3,20,24.5,0
2020,8,3,21,24.1,0
2020,8,3,22,23.3,0
2020,8,3,23,21.6,0
2020,8,3,24,19.9,0
2020,8,4,1,19.3,0
2020,8,4,2,18.5,0
2020,8,4,3,17.9,0
2020,8,4,4,17.3,15
2020,8,4,5,16.9,61
2020,8,4,6,16.8,172
2020,8,4,7,16.7,240
2020,8,4,8,16.6,428
2020,8,4,9,16.6,410
2020,8,4,10,17.3,352
2020,8,4,11,18.4,292
2020,8,4,12,19.6,151
2020,8,4,13,20.7,147
2020,8,4,14,21.3,225
2020,8,4,15,21.9,150
2020,8,4,16,22.4,32
2020,8,4,17,22.5,18
2020,8,4,18,22,3
2020,8,4,19,21.3,0
2020,8,4,20,21.2,0
2020,8,4,21,21.2,0
2020,8,4,22,21.1,0
2020,8,4,23,20.7,0
2020,8,4,24,20.4,0
2020,8,5,1,20.3,0
2020,8,5,2,20.1,0
2020,8,5,3,19.9,0
2020,8,5,4,19.5,37
2020,8,5,5,19.3,176
2020,8,5,6,19.2,61
2020,8,5,7,19.1,95
2020,8,5,8,19,305
2020,8,5,9,19.2,460
2020,8,5,10,19.5,693
2020,8,5,11,20.2,862
2020,8,5,12,20.9,685
2020,8,5,13,21.8,669
2020,8,5,14,22.9,608
2020,8,5,15,23.8,472
2020,8,5,16,24.3,183
2020,8,5,17,24.5,129
2020,8,5,18,24.6,12
2020,8,5,19,24.4,0
2020,8,5,20,24,0
2020,8,5,21,23.2,0
2020,8,5,22,22.2,0
2020,8,5,23,20.8,0
2020,8,5,24,19.7,0
2020,8,6,1,19,0
2020,8,6,2,18.1,0
2020,8,6,3,17.4,0
2020,8,6,4,16.8,39
2020,8,6,5,16.3,184
2020,8,6,6,15.9,295
2020,8,6,7,15.5,478
2020,8,6,8,15.1,294
2020,8,6,9,14.8,167
2020,8,6,10,15.2,513
2020,8,6,11,16.1,681
2020,8,6,12,17.3,715
2020,8,6,13,18.5,726
2020,8,6,14,19.5,583
2020,8,6,15,20.5,478
2020,8,6,16,21.2,305
2020,8,6,17,21.9,90
2020,8,6,18,22.4,2
2020,8,6,19,22.6,0
2020,8,6,20,22.6,0
2020,8,6,21,22.4,0
2020,8,6,22,21.5,0
2020,8,6,23,19.8,0
2020,8,6,24,18.2,0
2020,8,7,1,17.5,0
2020,8,7,2,17,0
2020,8,7,3,16.7,0
2020,8,7,4,16.4,37
2020,8,7,5,16,113
2020,8,7,6,15.6,338
2020,8,7,7,15.1,524
2020,8,7,8,14.6,674
2020,8,7,9,14.3,787
2020,8,7,10,15.8,859
2020,8,7,11,17.6,735
2020,8,7,12,19.9,841
2020,8,7,13,21.8,757
2020,8,7,14,23.2,630
2020,8,7,15,24.1,472
2020,8,7,16,24.7,297
2020,8,7,17,25,128
2020,8,7,18,25.2,7
2020,8,7,19,25,0
2020,8,7,20,24.6,0
2020,8,7,21,24,0
2020,8,7,22,23.1,0
2020,8,7,23,20.9,0
2020,8,7,24,19,0
2020,8,8,1,18.5,0
2020,8,8,2,18.1,0
2020,8,8,3,17.9,0
2020,8,8,4,17.6,34
2020,8,8,5,17.3,177
2020,8,8,6,17,350
2020,8,8,7,16.7,520
2020,8,8,8,16.3,668
2020,8,8,9,16,779
2020,8,8,10,17.6,846
2020,8,8,11,19.6,863
2020,8,8,12,21.7,828
2020,8,8,13,23.7,744
2020,8,8,14,25.2,618
2020,8,8,15,25.9,461
2020,8,8,16,26.2,288
2020,8,8,17,26.4,122
2020,8,8,18,26.3,6
2020,8,8,19,26,0
2020,8,8,20,25.5,0
2020,8,8,21,24.8,0
2020,8,8,22,23.9,0
2020,8,8,23,21.6,0
2020,8,8,24,19.8,0
2020,8,9,1,19.3,0
2020,8,9,2,18.8,0
2020,8,9,3,18.4,0
2020,8,9,4,18.1,14
2020,8,9,5,18,92
2020,8,9,6,18.1,229
2020,8,9,7,18.1,506
2020,8,9,8,18.2,567
2020,8,9,9,18.2,674
2020,8,9,10,18.7,605
2020,8,9,11,19.9,550
2020,8,9,12,21.8,341
2020,8,9,13,23.6,394
2020,8,9,14,24.9,317
2020,8,9,15,25.7,220
2020,8,9,16,26.1,52
2020,8,9,17,26.2,30
2020,8,9,18,25.9,2
2020,8,9,19,25.6,0
2020,8,9,20,25.1,0
2020,8,9,21,24.4,0
2020,8,9,22,23.5,0
2020,8,9,23,21.7,0
2020,8,9,24,20.1,0
2020,8,10,1,19.7,0
2020,8,10,2,19.1,0
2020,8,10,3,18.6,0
2020,8,10,4,18.2,28
2020,8,10,5,17.8,161
2020,8,10,6,17.5,80
2020,8,10,7,17.2,192
2020,8,10,8,16.9,284
2020,8,10,9,16.8,192
2020,8,10,10,18.3,386
2020,8,10,11,19.9,476
2020,8,10,12,21.8,252
2020,8,10,13,23.6,267
2020,8,10,14,24.9,268
2020,8,10,15,25.7,358
2020,8,10,16,26.1,212
2020,8,10,17,26.3,75
2020,8,10,18,26.4,3
2020,8,10,19,26.2,0
2020,8,10,20,25.8,0
2020,8,10,21,25.2,0
2020,8,10,22,24.2,0
2020,8,10,23,22.5,0
2020,8,10,24,21.3,0
2020,8,11,1,21.1,0
2020,8,11,2,20.9,0
2020,8,11,3,20.7,0
2020,8,11,4,20.5,17
2020,8,11,5,20.2,64
2020,8,11,6,20.1,282
2020,8,11,7,19.9,468
2020,8,11,8,19.9,30
2020,8,11,9,19.7,739
2020,8,11,10,20.7,803
2020,8,11,11,21.5,816
2020,8,11,12,22,384
2020,8,11,13,23.2,495
2020,8,11,14,25.1,501
2020,8,11,15,26.9,306
2020,8,11,16,28,143
2020,8,11,17,28.4,55
2020,8,11,18,28.3,2
2020,8,11,19,27.9,0
2020,8,11,20,27.2,0
2020,8,11,21,26.4,0
2020,8,11,22,25.4,0
2020,8,11,23,24.4,0
2020,8,11,24,24,0
2020,8,12,1,23.9,0
2020,8,12,2,23.5,0
2020,8,12,3,22.9,0
2020,8,12,4,22.6,25
2020,8,12,5,22.2,160
2020,8,12,6,21.7,336
2020,8,12,7,21.1,511
2020,8,12,8,20.5,664
2020,8,12,9,20,780
2020,8,12,10,20.5,849
2020,8,12,11,21,865
2020,8,12,12,21.8,826
2020,8,12,13,23.3,589
2020,8,12,14,24.8,607
2020,8,12,15,25.8,444
2020,8,12,16,26.4,273
2020,8,12,17,26.7,107
2020,8,12,18,26.8,3
2020,8,12,19,26.6,0
2020,8,12,20,26,0
2020,8,12,21,25.6,0
2020,8,12,22,24.6,0
2020,8,12,23,22.4,0
2020,8,12,24,20.8,0
2020,8,13,1,20.2,0
2020,8,13,2,19.7,0
2020,8,13,3,19.2,0
2020,8,13,4,18.9,20
2020,8,13,5,18.5,162
2020,8,13,6,18.2,336
2020,8,13,7,17.9,509
2020,8,13,8,17.6,609
2020,8,13,9,17.3,771
2020,8,13,10,18.4,793
2020,8,13,11,20,770
2020,8,13,12,22.3,645
2020,8,13,13,24.4,688
2020,8,13,14,25.4,584
2020,8,13,15,25.9,449
2020,8,13,16,26.3,274
2020,8,13,17,26.4,104
2020,8,13,18,26.2,0
2020,8,13,19,25.9,0
2020,8,13,20,25.4,0
2020,8,13,21,24.6,0
2020,8,13,22,23.4,0
2020,8,13,23,20.9,0
2020,8,13,24,19.3,0
2020,8,14,1,18.5,0
2020,8,14,2,17.5,0
2020,8,14,3,16.8,0
2020,8,14,4,16.2,21
2020,8,14,5,15.5,166
2020,8,14,6,15,343
2020,8,14,7,14.5,516
2020,8,14,8,14.1,665
2020,8,14,9,13.8,778
2020,8,14,10,15.4,844
2020,8,14,11,17.4,859
2020,8,14,12,19.9,822
2020,8,14,13,22.1,734
2020,8,14,14,23.1,605
2020,8,14,15,23.7,446
2020,8,14,16,24,271
2020,8,14,17,24,104
2020,8,14,18,24,0
2020,8,14,19,23.9,0
2020,8,14,20,23.6,0
2020,8,14,21,23.2,0
2020,8,14,22,22.1,0
2020,8,14,23,19.8,0
2020,8,14,24,18.6,0
2020,8,15,1,18.1,0
2020,8,15,2,17.5,0
2020,8,15,3,17,0
2020,8,15,4,16.5,19
2020,8,15,5,16.2,154
2020,8,15,6,16,328
2020,8,15,7,16,417
2020,8,15,8,16.1,616
2020,8,15,9,16.1,767
2020,8,15,10,16.8,835
2020,8,15,11,18,853
2020,8,15,12,19.1,818
2020,8,15,13,20.4,733
2020,8,15,14,21.8,605
2020,8,15,15,22.9,446
2020,8,15,16,23.7,270
2020,8,15,17,24.1,102
2020,8,15,18,24.2,0
2020,8,15,19,24.2,0
2020,8,15,20,23.9,0
2020,8,15,21,23.3,0
2020,8,15,22,22.3,0
2020,8,15,23,20.1,0
2020,8,15,24,18.8,0
2020,8,16,1,18.4,0
2020,8,16,2,17.8,0
2020,8,16,3,17.4,0
2020,8,16,4,17,18
2020,8,16,5,16.7,154
2020,8,16,6,16.6,329
2020,8,16,7,16.7,502
2020,8,16,8,16.5,654
2020,8,16,9,16.2,769
2020,8,16,10,16.7,837
2020,8,16,11,17.7,854
2020,8,16,12,19.6,820
2020,8,16,13,21.7,734
2020,8,16,14,23.3,604
2020,8,16,15,24.3,443
2020,8,16,16,24.7,266
2020,8,16,17,24.8,97
2020,8,16,18,25.2,0
2020,8,16,19,25.1,0
2020,8,16,20,24.7,0
2020,8,16,21,24.1,0
2020,8,16,22,23.3,0
2020,8,16,23,20.7,0
2020,8,16,24,19.2,0
2020,8,17,1,18.6,0
2020,8,17,2,18.2,0
2020,8,17,3,17.8,0
2020,8,17,4,17.3,8
2020,8,17,5,16.9,142
2020,8,17,6,17.1,284
2020,8,17,7,17,455
2020,8,17,8,16.9,334
2020,8,17,9,16.7,248
2020,8,17,10,17,579
2020,8,17,11,18,478
2020,8,17,12,19.3,239
2020,8,17,13,20.8,301
2020,8,17,14,22.1,119
2020,8,17,15,23,113
2020,8,17,16,23.5,85
2020,8,17,17,23.6,52
2020,8,17,18,23.6,0
2020,8,17,19,23.4,0
2020,8,17,20,22.8,0
2020,8,17,21,22.1,0
2020,8,17,22,21.2,0
2020,8,17,23,19.6,0
2020,8,17,24,18.5,0
2020,8,18,1,17.9,0
2020,8,18,2,17.4,0
2020,8,18,3,16.9,0
2020,8,18,4,16.6,4
2020,8,18,5,16.5,29
2020,8,18,6,16.5,53
2020,8,18,7,16.4,112
2020,8,18,8,16.3,291
2020,8,18,9,16.2,386
2020,8,18,10,16.4,704
2020,8,18,11,17.1,832
2020,8,18,12,17.8,108
2020,8,18,13,18.1,552
2020,8,18,14,18.2,588
2020,8,18,15,18.1,226
2020,8,18,16,18.4,21
2020,8,18,17,18.9,27
2020,8,18,18,19.6,0
2020,8,18,19,20,0
2020,8,18,20,20,0
2020,8,18,21,19.6,0
2020,8,18,22,18.5,0
2020,8,18,23,16.9,0
2020,8,18,24,16,0
2020,8,19,1,15.5,0
2020,8,19,2,15,0
2020,8,19,3,14.5,0
2020,8,19,4,14,15
2020,8,19,5,13.6,150
2020,8,19,6,13.3,326
2020,8,19,7,13,452
2020,8,19,8,12.7,496
2020,8,19,9,12.4,611
2020,8,19,10,13,482
2020,8,19,11,14.1,431
2020,8,19,12,15.4,792
2020,8,19,13,17,719
2020,8,19,14,18.5,589
2020,8,19,15,19.3,412
2020,8,19,16,19.5,219
2020,8,19,17,19.5,82
2020,8,19,18,19.4,0
2020,8,19,19,19.1,0
2020,8,19,20,18.7,0
2020,8,19,21,18.1,0
2020,8,19,22,17.2,0
2020,8,19,23,15.7,0
2020,8,19,24,14.8,0
2020,8,20,1,14.2,0
2020,8,20,2,13.4,0
2020,8,20,3,12.8,0
2020,8,20,4,12.4,14
2020,8,20,5,12,147
2020,8,20,6,11.7,324
2020,8,20,7,11.2,498
2020,8,20,8,10.9,650
2020,8,20,9,10.5,764
2020,8,20,10,11.3,766
2020,8,20,11,12.8,846
2020,8,20,12,14.6,806
2020,8,20,13,16.4,716
2020,8,20,14,17.9,583
2020,8,20,15,19,344
2020,8,20,16,19.8,168
2020,8,20,17,20.2,62
2020,8,20,18,19.7,0
2020,8,20,19,18.8,0
2020,8,20,20,18.4,0
2020,8,20,21,18.2,0
2020,8,20,22,17.1,0
2020,8,20,23,15.5,0
2020,8,20,24,14.7,0
2020,8,21,1,14.3,0
2020,8,21,2,14.3,0
2020,8,21,3,14.3,0
2020,8,21,4,14.3,2
2020,8,21,5,14.4,50
2020,8,21,6,14.4,40
2020,8,21,7,14.5,101
2020,8,21,8,14.6,250
2020,8,21,9,14.5,444
2020,8,21,10,14.9,489
2020,8,21,11,15.8,760
2020,8,21,12,16.3,558
2020,8,21,13,17.2,658
2020,8,21,14,18.4,434
2020,8,21,15,19.8,206
2020,8,21,16,20.7,245
2020,8,21,17,21.3,79
2020,8,21,18,21.7,0
2020,8,21,19,21.7,0
2020,8,21,20,21,0
2020,8,21,21,20.3,0
2020,8,21,22,19.3,0
2020,8,21,23,17.3,0
2020,8,21,24,16.3,0
2020,8,22,1,15.8,0
2020,8,22,2,15.2,0
2020,8,22,3,14.8,0
2020,8,22,4,14.7,6
2020,8,22,5,14.8,139
2020,8,22,6,14.7,314
2020,8,22,7,14.4,488
2020,8,22,8,14,640
2020,8,22,9,13.5,752
2020,8,22,10,13.8,778
2020,8,22,11,15.8,835
2020,8,22,12,17.9,796
2020,8,22,13,20.1,682
2020,8,22,14,21.5,560
2020,8,22,15,22.3,410
2020,8,22,16,22.9,234
2020,8,22,17,23.1,71
2020,8,22,18,23.2,0
2020,8,22,19,22.9,0
2020,8,22,20,22.4,0
2020,8,22,21,21.8,0
2020,8,22,22,20.6,0
2020,8,22,23,17.9,0
2020,8,22,24,16.9,0
2020,8,23,1,16.7,0
2020,8,23,2,16.7,0
2020,8,23,3,16.7,0
2020,8,23,4,16.8,3
2020,8,23,5,16.8,123
2020,8,23,6,16.8,270
2020,8,23,7,16.8,362
2020,8,23,8,16.9,404
2020,8,23,9,17,206
2020,8,23,10,17,240
2020,8,23,11,17.6,566
2020,8,23,12,18.3,448
2020,8,23,13,18.8,417
2020,8,23,14,19.1,348
2020,8,23,15,19.3,324
2020,8,23,16,19.8,216
2020,8,23,17,20.6,65
2020,8,23,18,21.2,0
2020,8,23,19,21.5,0
2020,8,23,20,21.5,0
2020,8,23,21,21.3,0
2020,8,23,22,20.8,0
2020,8,23,23,18.7,0
2020,8,23,24,17.6,0
2020,8,24,1,17.1,0
2020,8,24,2,16.9,0
2020,8,24,3,17,0
2020,8,24,4,17.2,3
2020,8,24,5,17.3,40
2020,8,24,6,17.3,105
2020,8,24,7,17.2,146
2020,8,24,8,17.2,182
2020,8,24,9,17.1,201
2020,8,24,10,17.3,156
2020,8,24,11,18.4,297
2020,8,24,12,19.9,250
2020,8,24,13,21.3,148
2020,8,24,14,22.3,104
2020,8,24,15,23.4,69
2020,8,24,16,24.2,88
2020,8,24,17,23.7,10
2020,8,24,18,23.9,0
2020,8,24,19,23.8,0
2020,8,24,20,23.4,0
2020,8,24,21,22.8,0
2020,8,24,22,22.2,0
2020,8,24,23,20.5,0
2020,8,24,24,19.7,0
2020,8,25,1,19.6,0
2020,8,25,2,19.6,0
2020,8,25,3,19.5,0
2020,8,25,4,19.5,2
2020,8,25,5,19.5,41
2020,8,25,6,19.6,94
2020,8,25,7,19.6,63
2020,8,25,8,19.8,211
2020,8,25,9,19.9,479
2020,8,25,10,20.2,765
2020,8,25,11,20.6,758
2020,8,25,12,21.1,505
2020,8,25,13,22.1,552
2020,8,25,14,23.1,448
2020,8,25,15,23.7,284
2020,8,25,16,24.1,223
2020,8,25,17,23.8,43
2020,8,25,18,23,0
2020,8,25,19,21.9,0
2020,8,25,20,20.6,0
2020,8,25,21,19,0
2020,8,25,22,17.6,0
2020,8,25,23,15.9,0
2020,8,25,24,14.9,0
2020,8,26,1,14.3,0
2020,8,26,2,13.8,0
2020,8,26,3,13.3,0
2020,8,26,4,12.7,5
2020,8,26,5,12.1,120
2020,8,26,6,11.6,123
2020,8,26,7,11,297
2020,8,26,8,10.5,591
2020,8,26,9,10,674
2020,8,26,10,10,786
2020,8,26,11,10.8,805
2020,8,26,12,12,619
2020,8,26,13,13.3,550
2020,8,26,14,14.4,580
2020,8,26,15,15.2,392
2020,8,26,16,15.7,215
2020,8,26,17,16,63
2020,8,26,18,16,0
2020,8,26,19,15.8,0
2020,8,26,20,15.4,0
2020,8,26,21,14.7,0
2020,8,26,22,13.7,0
2020,8,26,23,12,0
2020,8,26,24,10.9,0
2020,8,27,1,10.3,0
2020,8,27,2,9.8,0
2020,8,27,3,9.3,0
2020,8,27,4,8.7,5
2020,8,27,5,8.2,126
2020,8,27,6,7.7,303
2020,8,27,7,7.3,431
2020,8,27,8,7,558
2020,8,27,9,7,756
2020,8,27,10,7.4,615
2020,8,27,11,8.6,840
2020,8,27,12,10.4,798
2020,8,27,13,12.2,704
2020,8,27,14,13.6,566
2020,8,27,15,14.9,398
2020,8,27,16,16.6,217
2020,8,27,17,17.8,54
2020,8,27,18,18.5,0
2020,8,27,19,18.8,0
2020,8,27,20,18.6,0
2020,8,27,21,18,0
2020,8,27,22,16.4,0
2020,8,27,23,13.3,0
2020,8,27,24,12.3,0
2020,8,28,1,11.8,0
2020,8,28,2,11.1,0
2020,8,28,3,10.6,0
2020,8,28,4,10.2,4
2020,8,28,5,10.4,80
2020,8,28,6,10.4,293
2020,8,28,7,10.6,468
2020,8,28,8,10.6,621
2020,8,28,9,10.3,741
2020,8,28,10,10.4,668
2020,8,28,11,12.3,646
2020,8,28,12,14.4,663
2020,8,28,13,16.3,412
2020,8,28,14,17.6,423
2020,8,28,15,18.8,297
2020,8,28,16,19.6,204
2020,8,28,17,19.8,50
2020,8,28,18,19.6,0
2020,8,28,19,19.3,0
2020,8,28,20,18.9,0
2020,8,28,21,18.2,0
2020,8,28,22,17,0
2020,8,28,23,14.8,0
2020,8,28,24,13.9,0
2020,8,29,1,13.5,0
2020,8,29,2,13,0
2020,8,29,3,12.4,0
2020,8,29,4,12.4,0
2020,8,29,5,12.5,28
2020,8,29,6,12.5,87
2020,8,29,7,12.5,60
2020,8,29,8,12.3,64
2020,8,29,9,11.9,108
2020,8,29,10,11.8,94
2020,8,29,11,12.8,75
2020,8,29,12,13.7,81
2020,8,29,13,14.4,63
2020,8,29,14,15.1,15
2020,8,29,15,15,8
2020,8,29,16,14.6,33
2020,8,29,17,14.4,4
2020,8,29,18,14.3,0
2020,8,29,19,14,0
2020,8,29,20,13.7,0
2020,8,29,21,13.5,0
2020,8,29,22,13.3,0
2020,8,29,23,13,0
2020,8,29,24,12.9,0
2020,8,30,1,12.8,0
2020,8,30,2,12.7,0
2020,8,30,3,12.9,0
2020,8,30,4,13.1,0
2020,8,30,5,12.8,23
2020,8,30,6,12.5,42
2020,8,30,7,12.2,80
2020,8,30,8,11.9,186
2020,8,30,9,11.5,176
2020,8,30,10,11.3,184
2020,8,30,11,11.4,388
2020,8,30,12,11.6,337
2020,8,30,13,12.1,527
2020,8,30,14,12.8,216
2020,8,30,15,13.6,284
2020,8,30,16,14.1,202
2020,8,30,17,14.8,45
2020,8,30,18,15.2,0
2020,8,30,19,15.5,0
2020,8,30,20,15.8,0
2020,8,30,21,15.4,0
2020,8,30,22,14.1,0
2020,8,30,23,11.7,0
2020,8,30,24,10.5,0
2020,8,31,1,9.8,0
2020,8,31,2,9.4,0
2020,8,31,3,9.1,0
2020,8,31,4,9,0
2020,8,31,5,8.8,38
2020,8,31,6,8.7,104
2020,8,31,7,8.5,356
2020,8,31,8,8.3,622
2020,8,31,9,8.2,735
2020,8,31,10,8.6,598
2020,8,31,11,10.8,412
2020,8,31,12,12.7,558
2020,8,31,13,15.1,645
2020,8,31,14,16.7,482
2020,8,31,15,17.9,366
2020,8,31,16,18.6,198
2020,8,31,17,19,41
2020,8,31,18,19.2,0
2020,8,31,19,19.1,0
2020,8,31,20,18.6,0
2020,8,31,21,17.7,0
2020,8,31,22,16.1,0
2020,8,31,23,13.7,0
2020,8,31,24,12.8,0
2020,9,1,1,12.4,0
2020,9,1,2,12.2,0
2020,9,1,3,11.9,0
2020,9,1,4,11.2,0
2020,9,1,5,10.4,104
2020,9,1,6,9.8,276
2020,9,1,7,9.6,445
2020,9,1,8,9.5,463
2020,9,1,9,9.5,688
2020,9,1,10,9.9,404
2020,9,1,11,12.6,165
2020,9,1,12,15.1,258
2020,9,1,13,17.8,211
2020,9,1,14,19.8,73
2020,9,1,15,21,32
2020,9,1,16,21.5,173
2020,9,1,17,21.3,10
2020,9,1,18,21,0
2020,9,1,19,20.7,0
2020,9,1,20,20.3,0
2020,9,1,21,19.9,0
2020,9,1,22,19,0
2020,9,1,23,18.2,0
2020,9,1,24,18,0
2020,9,2,1,17.8,0
2020,9,2,2,17.3,0
2020,9,2,3,16.9,0
2020,9,2,4,16.5,0
2020,9,2,5,16.2,19
2020,9,2,6,15.8,14
2020,9,2,7,15.4,181
2020,9,2,8,15,91
2020,9,2,9,14.7,77
2020,9,2,10,14.6,72
2020,9,2,11,14.8,67
2020,9,2,12,15.5,60
2020,9,2,13,16.4,43
2020,9,2,14,17.6,98
2020,9,2,15,19.1,69
2020,9,2,16,20.7,82
2020,9,2,17,22,10
2020,9,2,18,23.1,0
2020,9,2,19,23.6,0
2020,9,2,20,23.4,0
2020,9,2,21,22.4,0
2020,9,2,22,21.3,0
2020,9,2,23,20.1,0
2020,9,2,24,19.3,0
2020,9,3,1,18.9,0
2020,9,3,2,18.8,0
2020,9,3,3,18.9,0
2020,9,3,4,18.9,0
2020,9,3,5,18.3,101
2020,9,3,6,16.8,38
2020,9,3,7,15.2,74
2020,9,3,8,14.5,115
2020,9,3,9,14.1,366
2020,9,3,10,14.4,386
2020,9,3,11,16.1,680
2020,9,3,12,17.5,744
2020,9,3,13,18.9,594
2020,9,3,14,20.3,394
2020,9,3,15,21.5,214
2020,9,3,16,21.9,147
2020,9,3,17,22,28
2020,9,3,18,21.9,0
2020,9,3,19,21.3,0
2020,9,3,20,20.6,0
2020,9,3,21,19.9,0
2020,9,3,22,18.7,0
2020,9,3,23,16.6,0
2020,9,3,24,15.7,0
2020,9,4,1,15.1,0
2020,9,4,2,14.5,0
2020,9,4,3,14,0
2020,9,4,4,13.5,0
2020,9,4,5,13.4,100
2020,9,4,6,13.5,276
2020,9,4,7,13.9,453
2020,9,4,8,14.6,607
2020,9,4,9,14.5,721
2020,9,4,10,14.8,725
2020,9,4,11,15.7,754
2020,9,4,12,16,750
2020,9,4,13,16.6,633
2020,9,4,14,17.7,408
2020,9,4,15,18.7,281
2020,9,4,16,19.5,76
2020,9,4,17,20,7
2020,9,4,18,20.1,0
2020,9,4,19,19.9,0
2020,9,4,20,19.4,0
2020,9,4,21,18.7,0
2020,9,4,22,17.5,0
2020,9,4,23,15.8,0
2020,9,4,24,15.1,0
2020,9,5,1,14.4,0
2020,9,5,2,13.6,0
2020,9,5,3,13.1,0
2020,9,5,4,12.7,0
2020,9,5,5,12.3,94
2020,9,5,6,11.8,266
2020,9,5,7,11.2,441
2020,9,5,8,10.9,557
2020,9,5,9,10.5,548
2020,9,5,10,10.7,549
2020,9,5,11,12.4,757
2020,9,5,12,14.2,304
2020,9,5,13,15.9,383
2020,9,5,14,17.2,508
2020,9,5,15,17.8,320
2020,9,5,16,18.4,166
2020,9,5,17,18.8,20
2020,9,5,18,18.9,0
2020,9,5,19,18.8,0
2020,9,5,20,18.5,0
2020,9,5,21,17.7,0
2020,9,5,22,16,0
2020,9,5,23,13.7,0
2020,9,5,24,12.8,0
2020,9,6,1,12.2,0
2020,9,6,2,11.6,0
2020,9,6,3,11.1,0
2020,9,6,4,10.9,0
2020,9,6,5,10.8,92
2020,9,6,6,10.6,262
2020,9,6,7,10,267
2020,9,6,8,9.8,437
2020,9,6,9,9.4,404
2020,9,6,10,9.4,764
2020,9,6,11,11.1,776
2020,9,6,12,12.8,737
2020,9,6,13,15.1,642
2020,9,6,14,16.5,472
2020,9,6,15,17.2,337
2020,9,6,16,17.8,161
2020,9,6,17,18.3,18
2020,9,6,18,18.6,0
2020,9,6,19,18.7,0
2020,9,6,20,18.4,0
2020,9,6,21,17.6,0
2020,9,6,22,15.8,0
2020,9,6,23,13.6,0
2020,9,6,24,12.5,0
2020,9,7,1,11.7,0
2020,9,7,2,11.3,0
2020,9,7,3,10.8,0
2020,9,7,4,10.4,0
2020,9,7,5,10.2,35
2020,9,7,6,10.2,96
2020,9,7,7,10.2,163
2020,9,7,8,10,403
2020,9,7,9,9.9,132
2020,9,7,10,10.6,106
2020,9,7,11,12.9,35
2020,9,7,12,15.2,48
2020,9,7,13,17.2,207
2020,9,7,14,18.7,283
2020,9,7,15,20.2,25
2020,9,7,16,21.5,58
2020,9,7,17,21.6,6
2020,9,7,18,21.1,0
2020,9,7,19,21.3,0
2020,9,7,20,21.7,0
2020,9,7,21,21.3,0
2020,9,7,22,20.4,0
2020,9,7,23,19.8,0
2020,9,7,24,19.6,0
