Loading (p.u.),Name,Bus1,Bus2
1.003540116266591,Line.l(r:udm988-udt269lv),udt269lv.1.2,udm988.1.2
1.012765592980938,Line.l(r:udm38506-udt11397lv),udt11397lv.1.2.3,udm38506.1.2.3
1.012765875148275,Line.l(r:p1ulv45954-udm38506),udm38506.1.2.3,p1ulv45954.1.2.3
1.0731440883034749,Line.l(r:udm39980-udm39981),udm39981.1.2,udm39980.1.2
1.073144282138195,Line.l(r:p1ulv27884-udm39980),udm39980.1.2,p1ulv27884.1.2
1.0956250063232922,Line.l(r:udm11594-udt2898lv),udt2898lv.1.2,udm11594.1.2
1.0963312978423287,Line.l(r:p1ulv6415-udm11594),udm11594.1.2,p1ulv6415.1.2
1.1146860854742795,Line.l(r:p1ulv30589-udt11665lv),udt11665lv.1.2,p1ulv30589.1.2
1.119938440867172,Line.l(r:p1ulv6553-udt2991lv),udt2991lv.1.2,p1ulv6553.1.2
1.1217777189093248,Line.l(r:p1ulv42229-udt16681lv),udt16681lv.1.2,p1ulv42229.1.2
1.1271982273238048,Line.l(r:p1ulv40827-udt16070lv),udt16070lv.1.2,p1ulv40827.1.2
1.1290995574179636,Line.l(r:p1ulv34616-udt9038lv),udt9038lv.1.2,p1ulv34616.1.2
1.1353934536976058,Line.l(r:p1ulv47285-udt16070lv),udt16070lv.1.2,p1ulv47285.1.2
1.157704681117025,Line.l(r:p1ulv46117-udt2109lv),udt2109lv.1.2,p1ulv46117.1.2
1.3616637258867321,Line.l(r:udm988-udm989),udm988.1.2,udm989.1.2
1.3616637347632428,Line.l(r:p1ulv3794-udm989),udm989.1.2,p1ulv3794.1.2
1.4551160617444994,Line.l(r:udm44350-udt13833lv),udt13833lv.1.2,udm44350.1.2
1.4798252973827066,Line.l(r:p1ulv26227-udt10979lv),udt10979lv.1.2,p1ulv26227.1.2
1.4801721828349452,Line.l(r:p1ulv35313-udm39981),udm39981.1.2,p1ulv35313.1.2
1.5081115551616224,Line.l(r:udm44349-udm44350),udm44350.1.2,udm44349.1.2
1.5081116053202155,Line.l(r:p1ulv45512-udm44349),udm44349.1.2,p1ulv45512.1.2
1.5120257027720443,Line.l(r:udm11913-udt2991lv),udt2991lv.1.2,udm11913.1.2
1.5120257474295984,Line.l(r:p1ulv6550-udm11913),udm11913.1.2,p1ulv6550.1.2
1.547100349680929,Line.l(r:udm37145-udt10979lv),udt10979lv.1.2,udm37145.1.2
1.547100369783425,Line.l(r:p1ulv34541-udm37145),udm37145.1.2,p1ulv34541.1.2
1.647701458139226,Line.l(r:udm37318-udt11024lv),udt11024lv.1.2,udm37318.1.2
1.6477014604518616,Line.l(r:p1ulv47526-udm37318),udm37318.1.2,p1ulv47526.1.2
1.6669598782676605,Line.l(r:p1ulv44464-udt2891lv),udt2891lv.1.2,p1ulv44464.1.2
1.6756359936806104,Line.l(r:udm8558-udt2128lv),udt2128lv.1.2,udm8558.1.2
1.7320880460188501,Line.l(r:p1ulv4750-udm8558),udm8558.1.2,p1ulv4750.1.2
2.0881318057906153,Line.l(r:udm39981-udt11888lv),udt11888lv.1.2,udm39981.1.2
2.41133071916873,Line.l(r:p1ulv22742-udt10063lv),udt10063lv.1.2,p1ulv22742.1.2
2.4193692554980357,Line.l(r:p1ulv44209-udt17324lv),udt17324lv.1.2,p1ulv44209.1.2
2.433899874908338,Line.l(r:udm7040-udt1787lv),udt1787lv.1.2,udm7040.1.2
2.4338999909139374,Line.l(r:p1ulv3791-udm7040),udm7040.1.2,p1ulv3791.1.2
2.5707697829748377,Line.l(r:p1ulv33875-udt13995lv),udt13995lv.1.2,p1ulv33875.1.2
2.592917159733505,Line.l(r:p1ulv41233-udt16163lv),udt16163lv.1.2,p1ulv41233.1.2
2.6493960951508693,Line.l(r:udm7041-udt1787lv),udt1787lv.1.2,udm7041.1.2
2.6493961037671063,Line.l(r:p1ulv3792-udm7041),udm7041.1.2,p1ulv3792.1.2
2.6501675879660476,Line.l(r:p1ulv47751-udt18307lv),udt18307lv.1.2,p1ulv47751.1.2
2.662865824559548,Line.l(r:p1ulv27160-udt11569lv),udt11569lv.1.2,p1ulv27160.1.2
2.7181001929328494,Line.l(r:p1ulv43940-udt17255lv),udt17255lv.1.2,p1ulv43940.1.2
2.7237392230395745,Line.l(r:udm11587-udt2894lv),udt2894lv.1.2,udm11587.1.2
2.7237393553861526,Line.l(r:p1ulv6408-udm11587),udm11587.1.2,p1ulv6408.1.2
2.794147259842179,Line.l(r:p1ulv412-udt268lv),udt268lv.1.2,p1ulv412.1.2
2.7945217713332666,Line.l(r:p1ulv19496-udt9165lv),udt9165lv.1.2,p1ulv19496.1.2
2.8055366325648956,Line.l(r:p1ulv26092-udt10881lv),udt10881lv.1.2,p1ulv26092.1.2
2.841100308133676,Line.l(r:udm29873-udt8235lv),udt8235lv.1.2,udm29873.1.2
2.8411005468604773,Line.l(r:p1ulv19494-udm29873),udm29873.1.2,p1ulv19494.1.2
2.885599760825155,Line.l(r:udm42671-udt12980lv),udt12980lv.1.2,udm42671.1.2
2.8855997686008,Line.l(r:p1ulv30475-udm42671),udm42671.1.2,p1ulv30475.1.2
2.9252757569412817,Line.l(r:p1ulv22788-udt10079lv),udt10079lv.1.2,p1ulv22788.1.2
2.927553897488761,Line.l(r:p1ulv49384-udt18705lv),udt18705lv.1.2,p1ulv49384.1.2
2.9307763970214586,Line.l(r:p1ulv24691-udt10601lv),udt10601lv.1.2,p1ulv24691.1.2
2.9367483203052878,Line.l(r:p1ulv4335-udt1929lv),udt1929lv.1.2,p1ulv4335.1.2
2.949276134263606,Line.l(r:p1ulv42400-udt16714lv),udt16714lv.1.2,p1ulv42400.1.2
2.9516956094179676,Line.l(r:p1ulv42338-udt16705lv),udt16705lv.1.2,p1ulv42338.1.2
2.9518509067701557,Line.l(r:p1ulv42724-udt16784lv),udt16784lv.1.2,p1ulv42724.1.2
2.980459117086478,Line.l(r:udm46618-udt15236lv),udt15236lv.1.2,udm46618.1.2
3.0298511609354146,Line.l(r:udm46618-udm46619),udm46618.1.2,udm46619.1.2
3.029851664942647,Line.l(r:p1ulv50882-udm46619),udm46619.1.2,p1ulv50882.1.2
3.0539104736408658,Line.l(r:p1ulv11121-udt1788lv),udt1788lv.1.2,p1ulv11121.1.2
3.114437971499374,Line.l(r:p1ulv29869-udm7043),udm7043.1.2,p1ulv29869.1.2
3.1160004861180397,Line.l(r:udm11775-udt2956lv),udt2956lv.1.2,udm11775.1.2
3.116000956148811,Line.l(r:p1ulv35001-udm11775),udm11775.1.2,p1ulv35001.1.2
3.131701536171068,Line.l(r:udm7044-udt1788lv),udt1788lv.1.2,udm7044.1.2
3.131701696414359,Line.l(r:p1ulv3806-udm7044),udm7044.1.2,p1ulv3806.1.2
3.178556938451064,Line.l(r:p1ulv19843-udt9287lv),udt9287lv.1.2,p1ulv19843.1.2
3.202026267437348,Line.l(r:p1ulv42234-udt13924lv),udt13924lv.1.2,p1ulv42234.1.2
5.3413467265062105,Line.l(r:p1ulv3799-udt1791lv),udt1791lv.1.2,p1ulv3799.1.2
5.690469993802486,Line.l(r:p1ulv3795-udm7043),udm7043.1.2,p1ulv3795.1.2
8.79613846838868,Line.l(r:udm7043-udt1788lv),udt1788lv.1.2,udm7043.1.2
