Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.03489068532145,Transformer.tr(r:udt7132-udt7132lv),udt7132,75.0,3
1.0533871920588118,Transformer.tr(r:udt12283-udt12283lv),udt12283,75.0,3
1.0590926644481449,Transformer.tr(r:udt18625-udt18625lv),udt18625,75.0,3
1.2238373874721604,Transformer.tr(r:udt9163-udt9163lv),udt9163,300.0,3
1.3111293483236404,Transformer.tr(r:udt270-udt270lv),udt270.3,50.0,1
1.3313238032997947,Transformer.tr(r:udt17324-udt17324lv),udt17324.3,50.0,1
1.3339967113912363,Transformer.tr(r:udt13514-udt13514lv),udt13514,150.0,3
1.3382647788812347,Transformer.tr(r:udt15025-udt15025lv),udt15025,150.0,3
1.341518378812223,Transformer.tr(r:udt18697-udt18697lv),udt18697.1,50.0,1
1.3671265373690222,Transformer.tr(r:udt10063-udt10063lv),udt10063.3,50.0,1
1.3784864058944244,Transformer.tr(r:udt13833-udt13833lv),udt13833.1,50.0,1
1.4248239730561278,Transformer.tr(r:udt14575-udt14575lv),udt14575.2,50.0,1
1.4272034476409012,Transformer.tr(r:udt16163-udt16163lv),udt16163.1,50.0,1
1.434926980431883,Transformer.tr(r:udt9161-udt9161lv),udt9161,300.0,3
1.48358779222655,Transformer.tr(r:udt2109-udt2109lv),udt2109.2,50.0,1
1.507960501159514,Transformer.tr(r:udt8235-udt8235lv),udt8235.1,50.0,1
1.5385336250051467,Transformer.tr(r:udt9165-udt9165lv),udt9165.2,50.0,1
1.5688264328787376,Transformer.tr(r:udt10079-udt10079lv),udt10079.3,50.0,1
1.5732067168064308,Transformer.tr(r:udt2898-udt2898lv),udt2898.1,50.0,1
1.6117517816838955,Transformer.tr(r:udt18705-udt18705lv),udt18705.3,50.0,1
1.616559257172428,Transformer.tr(r:udt16681-udt16681lv),udt16681.3,50.0,1
1.625126050879253,Transformer.tr(r:udt16705-udt16705lv),udt16705.1,50.0,1
1.7600045564881284,Transformer.tr(r:udt1787-udt1787lv),udt1787.2,75.0,1
1.7876454201752745,Transformer.tr(r:udt1791-udt1791lv),udt1791.2,75.0,1
1.9392626954490755,Transformer.tr(r:udt9038-udt9038lv),udt9038.2,75.0,1
2.1742745170333455,Transformer.tr(r:udt16070-udt16070lv),udt16070.3,75.0,1
2.8235263410183995,Transformer.tr(r:udt17304-udt17304lv),udt17304.2,25.0,1
2.8263881583305968,Transformer.tr(r:udt13939-udt13939lv),udt13939.2,25.0,1
2.831929023358359,Transformer.tr(r:udt13995-udt13995lv),udt13995.3,25.0,1
2.8529889327967464,Transformer.tr(r:udt1796-udt1796lv),udt1796.3,25.0,1
2.860704164269261,Transformer.tr(r:udt14674-udt14674lv),udt14674.3,25.0,1
2.878643073739592,Transformer.tr(r:udt2894-udt2894lv),udt2894.3,25.0,1
2.920012225731311,Transformer.tr(r:udt18307-udt18307lv),udt18307.3,25.0,1
2.934044631828146,Transformer.tr(r:udt11569-udt11569lv),udt11569.3,25.0,1
2.995258809157656,Transformer.tr(r:udt17255-udt17255lv),udt17255.1,25.0,1
2.9972170452770195,Transformer.tr(r:udt12980-udt12980lv),udt12980.2,25.0,1
3.0017712158132754,Transformer.tr(r:udt11888-udt11888lv),udt11888.1,50.0,1
3.0134667105483013,Transformer.tr(r:udt12083-udt12083lv),udt12083,75.0,3
3.0790601806625655,Transformer.tr(r:udt268-udt268lv),udt268.3,25.0,1
3.0920840444648654,Transformer.tr(r:udt10881-udt10881lv),udt10881.3,25.0,1
3.098268443459347,Transformer.tr(r:udt2991-udt2991lv),udt2991.1,50.0,1
3.2302406465329137,Transformer.tr(r:udt10601-udt10601lv),udt10601.3,25.0,1
3.23670240144032,Transformer.tr(r:udt1929-udt1929lv),udt1929.1,25.0,1
3.2506634511255923,Transformer.tr(r:udt16714-udt16714lv),udt16714.1,25.0,1
3.253370583071733,Transformer.tr(r:udt16784-udt16784lv),udt16784.1,25.0,1
3.283866106813729,Transformer.tr(r:udt15236-udt15236lv),udt15236.3,25.0,1
3.2916244643259396,Transformer.tr(r:udt2128-udt2128lv),udt2128.2,25.0,1
3.330941186112753,Transformer.tr(r:udt11024-udt11024lv),udt11024.1,25.0,1
3.3397072144245956,Transformer.tr(r:udt2891-udt2891lv),udt2891.1,25.0,1
3.4057143386999575,Transformer.tr(r:udt2956-udt2956lv),udt2956.3,25.0,1
3.503079239796802,Transformer.tr(r:udt9287-udt9287lv),udt9287.2,25.0,1
3.511003016487086,Transformer.tr(r:udt13924-udt13924lv),udt13924.1,25.0,1
5.375181886901264,Transformer.tr(r:udt1788-udt1788lv),udt1788.2,75.0,1
5.918638054999034,Transformer.tr(r:udt10979-udt10979lv),udt10979.3,25.0,1
