Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
60.727278779760034,-1432.3007053334895,4.239841435086119,2833.623940265105,79.70903835453767,2753.914901910569,170,12,30
