Loading (p.u.),Name,Bus1,Bus2
1.0160663917235404,Line.l(r:udm23998-udt6412lv),udt6412lv.1.2,udm23998.1.2
1.0778541070874403,Line.l(r:p1ulv18584-udt8824lv)ud1,udt8824lv.1.2.3,p1ulv18584.1.2.3
1.146560741829557,Line.l(r:p1ulv13200-udt6028lv),udt6028lv.1.2,p1ulv13200.1.2
1.2864555780003784,Line.l(r:udm32077-udm32078),udm32078.1.2,udm32077.1.2
1.2864556190555791,Line.l(r:p1ulv19308-udm32077),udm32077.1.2,p1ulv19308.1.2
1.4588039889734006,Line.l(r:udm31456-udt8811lv),udt8811lv.1.2,udm31456.1.2
1.45880428770902,Line.l(r:p1ulv20647-udm31456),udm31456.1.2,p1ulv20647.1.2
1.4891093844825067,Line.l(r:p1ulv20696-udt9526lv),udt9526lv.1.2,p1ulv20696.1.2
1.4932341398809754,Line.l(r:p1ulv27623-udt11746lv),udt11746lv.1.2,p1ulv27623.1.2
1.5864538369600913,Line.l(r:udm32082-udt9074lv),udt9074lv.1.2,udm32082.1.2
1.586453840639249,Line.l(r:p1ulv19315-udm32082),udm32082.1.2,p1ulv19315.1.2
1.7272571220940551,Line.l(r:udm23557-udm23558),udm23558.1.2,udm23557.1.2
1.7272573185309594,Line.l(r:p1ulv13531-udm23557),udm23557.1.2,p1ulv13531.1.2
1.743628226442568,Line.l(r:udm29622-udt8144lv),udt8144lv.1.2,udm29622.1.2
1.7436283098917151,Line.l(r:p1ulv24612-udm29622),udm29622.1.2,p1ulv24612.1.2
1.7597205618013017,Line.l(r:p1ulv34108-udm32079),udm32079.1.2,p1ulv34108.1.2
1.9488518814945945,Line.l(r:udm32078-udm32079),udm32079.1.2,udm32078.1.2
2.101155082115648,Line.l(r:udm23558-udt6278lv),udt6278lv.1.2,udm23558.1.2
2.435645216461478,Line.l(r:p1ulv23496-udt10270lv),udt10270lv.1.2,p1ulv23496.1.2
2.728356398693514,Line.l(r:p1ulv4775-udt2145lv),udt2145lv.1.2,p1ulv4775.1.2
2.834588603599672,Line.l(r:p1ulv325-udt203lv),udt203lv.1.2,p1ulv325.1.2
2.8534201197413065,Line.l(r:p1ulv13719-udm23998),udm23998.1.2,p1ulv13719.1.2
2.924954285011681,Line.l(r:p1ulv15395-udt7379lv),udt7379lv.1.2,p1ulv15395.1.2
2.99572207984424,Line.l(r:p1ulv4769-udt2145lv),udt2145lv.1.2,p1ulv4769.1.2
3.037931102551814,Line.l(r:p1ulv4774-udt2148lv),udt2148lv.1.2,p1ulv4774.1.2
3.1471778908780856,Line.l(r:udm32079-udt9072lv),udt9072lv.1.2,udm32079.1.2
3.186722724570159,Line.l(r:p1ulv4768-udt2145lv),udt2145lv.1.2,p1ulv4768.1.2
3.19557982315111,Line.l(r:p1ulv4778-udt2146lv),udt2146lv.1.2,p1ulv4778.1.2
3.2111517491474633,Line.l(r:p1ulv4779-udt2145lv),udt2145lv.1.2,p1ulv4779.1.2
9.459428204365993,Line.l(r:p1ulv25325-udt10710lv),udt10710lv.1.2,p1ulv25325.1.2
