Loading (p.u.),Name,Bus1,Bus2
1.0025753949041156,Line.l(r:udm27643-udt7520lv),udt7520lv.1.2,udm27643.1.2
1.0025753990591448,Line.l(r:p1ulv24050-udm27643),udm27643.1.2,p1ulv24050.1.2
1.017205413114954,Line.l(r:udm43467-udm43470),udm43467.1.2,udm43470.1.2
1.1165809631560417,Line.l(r:udm46041-udt14867lv),udt14867lv.1.2,udm46041.1.2
1.11658109337063,Line.l(r:p1ulv50794-udm46041),udm46041.1.2,p1ulv50794.1.2
1.1167729445402446,Line.l(r:p1ulv21392-udt9717lv),udt9717lv.1.2,p1ulv21392.1.2
1.15285421671817,Line.l(r:p1ulv11173-udt5105lv),udt5105lv.1.2,p1ulv11173.1.2
1.1813596866919047,Line.goab_disswitch(r:udt4340-udt8111)u_85408,udt4340.1.2.3,udt4340-udt8111x.1.2.3
1.2421188677886048,Line.l(r:udm16489-udt4333lv),udt4333lv.1.2.3,udm16489.1.2.3
1.2421190585488742,Line.l(r:p1ulv9396-udm16489),udm16489.1.2.3,p1ulv9396.1.2.3
1.3699634020361708,Line.l(r:p1ulv60-udt49lv),udt49lv.1.2,p1ulv60.1.2
1.4323357545434543,Line.l(r:udm29712-udm29715),udm29715.1.2,udm29712.1.2
1.4691299262602409,Line.l(r:udm29712-udm29717),udm29712.1.2,udm29717.1.2
1.4691301045132565,Line.l(r:p1ulv35039-udm29717),udm29717.1.2,p1ulv35039.1.2
1.4843452954187406,Line.l(r:udm29715-udt8178lv),udt8178lv.1.2,udm29715.1.2
1.5168699667744918,Line.l(r:p1ulv5952-udt2735lv),udt2735lv.1.2,p1ulv5952.1.2
1.5230980026533525,Line.l(r:udm34004-udt9717lv),udt9717lv.1.2,udm34004.1.2
1.523098018626644,Line.l(r:p1ulv25289-udm34004),udm34004.1.2,p1ulv25289.1.2
1.5551515309016168,Line.l(r:udm43881-udt13566lv),udt13566lv.1.2,udm43881.1.2
1.5551515455477196,Line.l(r:p1ulv32321-udm43881),udm43881.1.2,p1ulv32321.1.2
1.594415432094897,Line.l(r:udm27642-udt7520lv),udt7520lv.1.2,udm27642.1.2
1.594415439384586,Line.l(r:p1ulv15653-udm27642),udm27642.1.2,p1ulv15653.1.2
1.7205224238097085,Line.l(r:p1ulv11175-udt5107lv),udt5107lv.1.2,p1ulv11175.1.2
2.4430552074069714,Line.l(r:p1ulv25406-udt10727lv),udt10727lv.1.2,p1ulv25406.1.2
2.5442418983526167,Line.l(r:udm54279-udt17785lv),udt17785lv.1.2,udm54279.1.2
2.544242056861475,Line.l(r:p1ulv45631-udm54279),udm54279.1.2,p1ulv45631.1.2
2.603082932925642,Line.l(r:p1ulv25991-udt10818lv),udt10818lv.1.2,p1ulv25991.1.2
2.6213317762539847,Line.l(r:p1ulv13425-udt6199lv),udt6199lv.1.2,p1ulv13425.1.2
2.6371679364653606,Line.l(r:p1ulv25008-udt10656lv),udt10656lv.1.2,p1ulv25008.1.2
2.653032552334799,Line.l(r:p1ulv47750-udt14867lv),udt14867lv.1.2,p1ulv47750.1.2
2.657758161417544,Line.l(r:p1ulv48889-udt17785lv),udt17785lv.1.2,p1ulv48889.1.2
2.6712942207499464,Line.l(r:udm36160-udt10555lv),udt10555lv.1.2,udm36160.1.2
2.671294419573206,Line.l(r:p1ulv37436-udm36160),udm36160.1.2,p1ulv37436.1.2
2.7104411345897255,Line.l(r:p1ulv18859-udt5098lv),udt5098lv.1.2,p1ulv18859.1.2
2.7184266340942136,Line.l(r:udm19174-udt5099lv),udt5099lv.1.2,udm19174.1.2
2.7184267583401374,Line.l(r:p1ulv11167-udm19174),udm19174.1.2,p1ulv11167.1.2
2.7379200210517367,Line.l(r:p1ulv20585-udt6215lv),udt6215lv.1.2,p1ulv20585.1.2
2.749037305244774,Line.l(r:p1ulv29209-udt12483lv),udt12483lv.1.2,p1ulv29209.1.2
2.7551277644140004,Line.l(r:p1ulv30765-udt12483lv),udt12483lv.1.2,p1ulv30765.1.2
2.767872947908399,Line.l(r:p1ulv44378-udt16824lv),udt16824lv.1.2,p1ulv44378.1.2
2.77523016152913,Line.l(r:udm45775-udt14699lv),udt14699lv.1.2,udm45775.1.2
2.7752301763978036,Line.l(r:p1ulv38918-udm45775),udm45775.1.2,p1ulv38918.1.2
2.798194425655437,Line.l(r:udm18330-udt4835lv),udt4835lv.1.2,udm18330.1.2
2.8096972011204127,Line.l(r:p1ulv10494-udm18330),udm18330.1.2,p1ulv10494.1.2
2.826415812743159,Line.l(r:p1ulv45773-udt16824lv),udt16824lv.1.2,p1ulv45773.1.2
2.847573480862946,Line.l(r:udm32882-udt9384lv),udt9384lv.1.2,udm32882.1.2
2.847573507985723,Line.l(r:p1ulv20159-udm32882),udm32882.1.2,p1ulv20159.1.2
2.8610682274829973,Line.l(r:p1ulv45627-udt17783lv),udt17783lv.1.2,p1ulv45627.1.2
2.86668156976619,Line.l(r:udm36159-udt10555lv),udt10555lv.1.2,udm36159.1.2
2.866681582398293,Line.l(r:p1ulv24480-udm36159),udm36159.1.2,p1ulv24480.1.2
2.8693505994451,Line.l(r:p1ulv29592-udt12629lv),udt12629lv.1.2,p1ulv29592.1.2
2.872061698680126,Line.l(r:p1ulv24871-udt10634lv),udt10634lv.1.2,p1ulv24871.1.2
2.8762744920427314,Line.l(r:udm39859-udt11845lv),udt11845lv.1.2,udm39859.1.2
2.8762745254509587,Line.l(r:p1ulv38231-udm39859),udm39859.1.2,p1ulv38231.1.2
2.876611370088622,Line.l(r:udm19172-udt5098lv),udt5098lv.1.2,udm19172.1.2
2.8766114103361087,Line.l(r:p1ulv11166-udm19172),udm19172.1.2,p1ulv11166.1.2
2.898184143029707,Line.l(r:udm38180-udt11300lv),udt11300lv.1.2,udm38180.1.2
2.898184166701037,Line.l(r:p1ulv26731-udm38180),udm38180.1.2,p1ulv26731.1.2
2.936172543281732,Line.l(r:p1ulv26511-udt11163lv),udt11163lv.1.2,p1ulv26511.1.2
2.9406637702034435,Line.l(r:udm19184-udt5102lv),udt5102lv.1.2,udm19184.1.2
2.9406637752825935,Line.l(r:p1ulv11170-udm19184),udm19184.1.2,p1ulv11170.1.2
2.9488245950741243,Line.l(r:p1ulv50479-udt18948lv),udt18948lv.1.2,p1ulv50479.1.2
2.9579894997346785,Line.l(r:udm26423-udt7113lv),udt7113lv.1.2,udm26423.1.2
2.957989677877565,Line.l(r:p1ulv14905-udm26423),udm26423.1.2,p1ulv14905.1.2
3.054644379053909,Line.l(r:p1ulv68-udt55lv),udt55lv.1.2,p1ulv68.1.2
3.0565886749999813,Line.l(r:udm37774-udt11163lv),udt11163lv.1.2,udm37774.1.2
3.056589565270137,Line.l(r:p1ulv47350-udm37774),udm37774.1.2,p1ulv47350.1.2
3.0603394692357035,Line.l(r:udm32799-udt9338lv),udt9338lv.1.2,udm32799.1.2
3.0603396292367235,Line.l(r:p1ulv21610-udm32799),udm32799.1.2,p1ulv21610.1.2
3.0646651652860326,Line.l(r:p1ulv21441-udm21969),udm21969.1.2,p1ulv21441.1.2
3.0902207731496114,Line.l(r:udm159-udt56lv),udt56lv.1.2,udm159.1.2
3.090220956226993,Line.l(r:p1ulv44504-udm159),udm159.1.2,p1ulv44504.1.2
3.0912354750356132,Line.l(r:udm18380-udt4849lv),udt4849lv.1.2,udm18380.1.2
3.091235639861123,Line.l(r:p1ulv10515-udm18380),udm18380.1.2,p1ulv10515.1.2
3.1024784185614793,Line.l(r:udm32821-udt9350lv),udt9350lv.1.2,udm32821.1.2
3.102478633037695,Line.l(r:p1ulv32654-udm32821),udm32821.1.2,p1ulv32654.1.2
3.1097773532957507,Line.l(r:p1ulv21923-udt7113lv),udt7113lv.1.2,p1ulv21923.1.2
3.1142545096606646,Line.l(r:udm22403-udt5957lv),udt5957lv.1.2,udm22403.1.2
3.1142546875194874,Line.l(r:p1ulv16575-udm22403),udm22403.1.2,p1ulv16575.1.2
3.1229580485852626,Line.l(r:udm21967-udm21969),udm21967.1.2,udm21969.1.2
3.1274035060818695,Line.l(r:p1ulv33342-udm37664),udm37664.1.2,p1ulv33342.1.2
3.127657300897254,Line.l(r:udm19185-udt5102lv),udt5102lv.1.2,udm19185.1.2
3.127657403709687,Line.l(r:p1ulv22360-udm19185),udm19185.1.2,p1ulv22360.1.2
3.136607976533486,Line.l(r:udm29533-udt8111lv),udt8111lv.1.2,udm29533.1.2
3.1366083687087682,Line.l(r:p1ulv21526-udm29533),udm29533.1.2,p1ulv21526.1.2
3.145105216361433,Line.l(r:p1ulv13555-udt6215lv),udt6215lv.1.2,p1ulv13555.1.2
3.168665821080309,Line.l(r:udm21965-udm21967),udm21965.1.2,udm21967.1.2
3.169674364327325,Line.l(r:p1ulv35385-udt4849lv),udt4849lv.1.2,p1ulv35385.1.2
3.191027702218523,Line.l(r:p1ulv37149-udt14699lv),udt14699lv.1.2,p1ulv37149.1.2
3.2021225348475126,Line.l(r:p1ulv29235-udt12487lv),udt12487lv.1.2,p1ulv29235.1.2
3.206440138006576,Line.l(r:udm37664-udt11126lv),udt11126lv.1.2,udm37664.1.2
