Loading (p.u.),Name,Bus and Phases,kVA,Number of Phases
1.0027114022252113,Transformer.tr(r:udt15058-udt15058lv),udt15058,75.0,3
1.005651739269094,Transformer.tr(r:udt7797-udt7797lv),udt7797,75.0,3
1.0145756081175736,Transformer.tr(r:udt9023-udt9023lv),udt9023.2,75.0,1
1.0595664810710659,Transformer.tr(r:udt14140-udt14140lv),udt14140,300.0,3
1.0614975600692147,Transformer.tr(r:udt14438-udt14438lv),udt14438,75.0,3
1.1996936827526776,Transformer.tr(r:udt14715-udt14715lv),udt14715,150.0,3
1.2023786623704484,Transformer.tr(r:udt7804-udt7804lv),udt7804,150.0,3
1.2078310712850417,Transformer.tr(r:udt17704-udt17704lv),udt17704,150.0,3
1.226690920164118,Transformer.tr(r:udt2368-udt2368lv),udt2368.1,75.0,1
1.2400834101375016,Transformer.tr(r:udt9577-udt9577lv),udt9577,150.0,3
1.2714985381721435,Transformer.tr(r:udt4529-udt4529lv),udt4529.1,50.0,1
1.2871524494914943,Transformer.tr(r:udt13436-udt13436lv),udt13436,150.0,3
1.3079636308193445,Transformer.tr(r:udt9576-udt9576lv),udt9576,150.0,3
1.3081869118303993,Transformer.tr(r:udt2384-udt2384lv),udt2384,150.0,3
1.3125850317667818,Transformer.tr(r:udt3068-udt3068lv),udt3068.2,75.0,1
1.3256124329921117,Transformer.tr(r:udt20711-udt20711lv),udt20711,150.0,3
1.3261405573135776,Transformer.tr(r:udt13559-udt13559lv),udt13559.2,50.0,1
1.3346103822448188,Transformer.tr(r:udt18720-udt18720lv),udt18720,150.0,3
1.3353616047238914,Transformer.tr(r:udt20337-udt20337lv),udt20337.2,50.0,1
1.341071408833721,Transformer.tr(r:udt2597-udt2597lv),udt2597.2,50.0,1
1.3412414367685372,Transformer.tr(r:udt13842-udt13842lv),udt13842,150.0,3
1.348952176899917,Transformer.tr(r:udt20468-udt20468lv),udt20468.1,50.0,1
1.358368282790754,Transformer.tr(r:udt13732-udt13732lv),udt13732.2,50.0,1
1.3648887147586548,Transformer.tr(r:udt14877-udt14877lv),udt14877.2,50.0,1
1.3913406130199948,Transformer.tr(r:udt13724-udt13724lv),udt13724.1,50.0,1
1.4168229787064521,Transformer.tr(r:udt17371-udt17371lv),udt17371.1,50.0,1
1.423159604154709,Transformer.tr(r:udt9574-udt9574lv),udt9574,150.0,3
1.440289427810366,Transformer.tr(r:udt15024-udt15024lv),udt15024.2,50.0,1
1.4592733992323632,Transformer.tr(r:udt3070-udt3070lv),udt3070.2,50.0,1
1.45931688496136,Transformer.tr(r:udt15063-udt15063lv),udt15063.1,50.0,1
1.4595616635647175,Transformer.tr(r:udt20264-udt20264lv),udt20264,150.0,3
1.480844081336183,Transformer.tr(r:udt20714-udt20714lv),udt20714.1,50.0,1
1.5171122028861868,Transformer.tr(r:udt14971-udt14971lv),udt14971,150.0,3
1.5302444495743492,Transformer.tr(r:udt14229-udt14229lv),udt14229,150.0,3
1.554586338078483,Transformer.tr(r:udt13164-udt13164lv),udt13164.1,50.0,1
1.5714490829157919,Transformer.tr(r:udt20251-udt20251lv),udt20251,150.0,3
1.5864406300826308,Transformer.tr(r:udt16791-udt16791lv),udt16791.3,50.0,1
1.589258392212106,Transformer.tr(r:udt3063-udt3063lv),udt3063.2,50.0,1
1.597259634557088,Transformer.tr(r:udt2381-udt2381lv),udt2381,150.0,3
1.598386413893245,Transformer.tr(r:udt2382-udt2382lv),udt2382,150.0,3
1.6370755818462643,Transformer.tr(r:udt3065-udt3065lv),udt3065.2,50.0,1
1.8516923005170494,Transformer.tr(r:udt10914-udt10914lv),udt10914.3,75.0,1
2.026748392609711,Transformer.tr(r:udt5599-udt5599lv),udt5599,100.0,3
2.0336150320054243,Transformer.tr(r:udt7793-udt7793lv),udt7793,100.0,3
2.0757624888538193,Transformer.tr(r:udt2370-udt2370lv),udt2370.1,75.0,1
2.1493685944607877,Transformer.tr(r:udt3072-udt3072lv),udt3072.2,75.0,1
2.2066327356325,Transformer.tr(r:udt17887-udt17887lv),udt17887,100.0,3
2.2099625532494565,Transformer.tr(r:udt20212-udt20212lv),udt20212,100.0,3
2.476112170562612,Transformer.tr(r:udt17774-udt17774lv),udt17774,100.0,3
2.484510349679857,Transformer.tr(r:udt19261-udt19261lv),udt19261,100.0,3
2.5043374127713207,Transformer.tr(r:udt13284-udt13284lv),udt13284,100.0,3
2.7535631345762757,Transformer.tr(r:udt16605-udt16605lv),udt16605.3,25.0,1
2.8069592013175186,Transformer.tr(r:udt12610-udt12610lv),udt12610.3,25.0,1
2.81832404676139,Transformer.tr(r:udt14554-udt14554lv),udt14554.1,50.0,1
2.819984292043698,Transformer.tr(r:udt13313-udt13313lv),udt13313.2,25.0,1
2.837001453029536,Transformer.tr(r:udt4287-udt4287lv),udt4287.3,50.0,1
2.8430943797930732,Transformer.tr(r:udt18802-udt18802lv),udt18802.1,25.0,1
2.864118694247361,Transformer.tr(r:udt4288-udt4288lv),udt4288.3,50.0,1
2.867775108447493,Transformer.tr(r:udt11546-udt11546lv),udt11546.3,25.0,1
2.881856982866485,Transformer.tr(r:udt15001-udt15001lv),udt15001.3,25.0,1
2.882254832661562,Transformer.tr(r:udt11413-udt11413lv),udt11413.2,25.0,1
2.8916882323250044,Transformer.tr(r:udt18890-udt18890lv),udt18890.3,25.0,1
2.8963505768116593,Transformer.tr(r:udt19344-udt19344lv),udt19344.1,25.0,1
2.9100137657487513,Transformer.tr(r:udt20687-udt20687lv),udt20687.2,25.0,1
2.9198076414797605,Transformer.tr(r:udt19714-udt19714lv),udt19714.2,25.0,1
2.926625892734484,Transformer.tr(r:udt15290-udt15290lv),udt15290.3,25.0,1
2.931662827983285,Transformer.tr(r:udt13016-udt13016lv),udt13016.1,25.0,1
2.9476258284256036,Transformer.tr(r:udt4539-udt4539lv),udt4539.3,25.0,1
2.983076512152413,Transformer.tr(r:udt10959-udt10959lv),udt10959.2,50.0,1
2.986144071653574,Transformer.tr(r:udt12029-udt12029lv),udt12029.1,25.0,1
3.012544384708813,Transformer.tr(r:udt12888-udt12888lv),udt12888.1,25.0,1
3.0237033719393662,Transformer.tr(r:udt17357-udt17357lv),udt17357.1,25.0,1
3.032192581810742,Transformer.tr(r:udt12781-udt12781lv),udt12781.3,25.0,1
3.035380334877714,Transformer.tr(r:udt14973-udt14973lv),udt14973.1,25.0,1
3.0496109143626438,Transformer.tr(r:udt20666-udt20666lv),udt20666.2,25.0,1
3.0564075083882614,Transformer.tr(r:udt8437-udt8437lv),udt8437.3,50.0,1
3.0654108315903805,Transformer.tr(r:udt19596-udt19596lv),udt19596.2,25.0,1
3.120963035620338,Transformer.tr(r:udt3464-udt3464lv),udt3464.2,50.0,1
3.124971978147779,Transformer.tr(r:udt12925-udt12925lv),udt12925.1,50.0,1
3.1391837403807132,Transformer.tr(r:udt12330-udt12330lv),udt12330.3,25.0,1
3.157057648837866,Transformer.tr(r:udt11274-udt11274lv),udt11274.2,25.0,1
3.1610851066571772,Transformer.tr(r:udt11275-udt11275lv),udt11275.2,25.0,1
3.256515997963746,Transformer.tr(r:udt12556-udt12556lv),udt12556.1,25.0,1
3.2589909071397405,Transformer.tr(r:udt20798-udt20798lv),udt20798.3,25.0,1
3.278602516270462,Transformer.tr(r:udt12939-udt12939lv),udt12939.3,25.0,1
3.32081882778145,Transformer.tr(r:udt3066-udt3066lv),udt3066.2,25.0,1
3.33026115076262,Transformer.tr(r:udt18614-udt18614lv),udt18614.1,25.0,1
3.3455339006787144,Transformer.tr(r:udt12767-udt12767lv),udt12767.1,25.0,1
3.3549592091518514,Transformer.tr(r:udt2629-udt2629lv),udt2629.2,25.0,1
3.373876338325822,Transformer.tr(r:udt19879-udt19879lv),udt19879.1,25.0,1
3.3854646033409326,Transformer.tr(r:udt7787-udt7787lv),udt7787.3,25.0,1
3.426909847607615,Transformer.tr(r:udt4538-udt4538lv),udt4538.3,25.0,1
3.433303566919419,Transformer.tr(r:udt12972-udt12972lv),udt12972.2,25.0,1
3.4746440293043213,Transformer.tr(r:udt18555-udt18555lv),udt18555.1,25.0,1
3.4768587848233814,Transformer.tr(r:udt16528-udt16528lv),udt16528.2,25.0,1
3.4996855035181067,Transformer.tr(r:udt14785-udt14785lv),udt14785,75.0,3
3.5127383939459382,Transformer.tr(r:udt19801-udt19801lv),udt19801.2,25.0,1
3.5860586607004956,Transformer.tr(r:udt20523-udt20523lv),udt20523.2,25.0,1
3.5913131469389277,Transformer.tr(r:udt18217-udt18217lv),udt18217.3,25.0,1
3.8742591327731213,Transformer.tr(r:udt3447-udt3447lv),udt3447.1,75.0,1
4.56863459092378,Transformer.tr(r:udt12948-udt12948lv),udt12948.2,50.0,1
4.646737845588312,Transformer.tr(r:udt11829-udt11829lv),udt11829.2,50.0,1
4.876381633130203,Transformer.tr(r:udt4530-udt4530lv),udt4530.3,50.0,1
5.906654956699145,Transformer.tr(r:udt3459-udt3459lv),udt3459.3,25.0,1
5.987951298704486,Transformer.tr(r:udt13730-udt13730lv),udt13730.2,25.0,1
6.385053245235077,Transformer.tr(r:udt12646-udt12646lv),udt12646.3,25.0,1
