Loading (p.u.),Name,Bus1,Bus2
1.0067040833736611,Line.l(r:udm17181-udt4530lv),udt4530lv.1.2,udm17181.1.2
1.0067040989666218,Line.l(r:p1ulv30542-udm17181),udm17181.1.2,p1ulv30542.1.2
1.0128663778055194,Line.l(r:p1ulv38428-udt15063lv),udt15063lv.1.2,p1ulv38428.1.2
1.02444285614054,Line.l(r:p1ulv41253-udt13559lv),udt13559lv.1.2,p1ulv41253.1.2
1.0377158818882726,Line.l(r:udm9464-udm9465),udm9464.1.2,udm9465.1.2
1.0425316274478138,Line.l(r:udm31934-udt9023lv),udt9023lv.1.2,udm31934.1.2
1.0815723652677487,Line.l(r:udm12176-udt3072lv),udt3072lv.1.2,udm12176.1.2
1.1004166249332872,Line.l(r:p1ulv6746-udt3067lv),udt3067lv.1.2,p1ulv6746.1.2
1.1124532749089895,Line.l(r:udm9470-udt2371lv),udt2371lv.1.2,udm9470.1.2
1.152173826133268,Line.l(r:udm9446-udt2368lv),udt2368lv.1.2,udm9446.1.2
1.2680480166250687,Line.l(r:udm12147-udt3068lv),udt3068lv.1.2,udm12147.1.2
1.2744781080896732,Line.l(r:p1ulv9340-udt4288lv),udt4288lv.1.2,p1ulv9340.1.2
1.2953853289068986,Line.l(r:p1ulv50202-udt18890lv),udt18890lv.1.2,p1ulv50202.1.2
1.3035531774893174,Line.l(r:p1ulv59495-udt20687lv),udt20687lv.1.2,p1ulv59495.1.2
1.3109836138778468,Line.l(r:p1ulv39333-udt15290lv),udt15290lv.1.2,p1ulv39333.1.2
1.4142239999038242,Line.l(r:udm12119-udt3063lv),udt3063lv.1.2,udm12119.1.2
1.447345138942495,Line.l(r:p1ulv49792-udt18802lv),udt18802lv.1.2,p1ulv49792.1.2
1.4599838575794875,Line.l(r:p1ulv27124-udt11546lv),udt11546lv.1.2,p1ulv27124.1.2
1.471074842147748,Line.l(r:udm44142-udt13730lv),udt13730lv.1.2,udm44142.1.2
