OpenDSS Value (p.u.),Bus
0.9867440191780104,p1ulv60233
0.9892524740883728,p1ulv12620
0.9910322155661473,p1ulv45682
0.992579638143412,udm21163
0.993373001978913,udm51272
0.9934517269482497,p1ulv56571
0.9935826761103576,p1ulv12788
0.9939912696950779,p1ulv12772
0.9939929506686933,p1ulv59082
0.9942743690358617,p1ulv56001
0.9945576115655155,udm52780
0.9947704798150482,p1ulv5806
0.9949108809616711,p1ulv54043
0.9950824247988586,udm21490
0.995359299245661,p1ulv46778
0.9954903350442186,p1ulv57197
0.9957104688625877,udm21164
0.9959077382497632,udm55593
0.9959237118328897,p1ulv52629
0.9959256692394658,udm52781
0.996122147287267,p1ulv59765
0.9961539570824963,p1ulv50970
0.9961604345830813,p1ulv59410
0.9962676645715858,p1ulv48127
0.9963387987446319,p1ulv53332
0.9963559910046162,udm58187
0.9964509362920364,p1ulv51765
0.9965013238001845,p1ulv58201
0.9966543015587079,udm21578
0.9966867249664877,p1ulv55809
0.9967085602210497,p1ulv39950
0.9968061926800484,udm55591
0.99697794746754,p1ulv43166
0.9969948231803702,p1ulv56118
0.9970809417152008,p1ulv46454
0.9972543682467884,p1ulv59817
0.9973282841284075,p1ulv58611
0.9973346471242323,p1ulv38073
0.997414896480149,p1ulv59935
0.9974595765997994,p1ulv43911
0.9974666121799004,udm52993
0.9974828587624516,p1ulv60491
0.9974829443492137,udt17250lv
0.9976150458837733,udm55594
0.9976690424327975,udm57371
0.9977217018348806,p1ulv35082
0.9977787743962366,udm45166
0.9978148124176649,p1ulv57856
0.9979572015280744,p1ulv58356
0.9980144855965141,p1ulv48457
0.9980265394865699,p1ulv54810
0.9981697365706552,p1ulv60127
0.9981886908870058,udm21579
0.99822222895637,p1ulv52974
0.9982298716228134,udm55598
0.9982446197838729,udm58188
0.9982744878914129,p1ulv6651
0.9983140046574787,udm52018
0.9984386100479026,udm55592
0.998463075157969,udm21489
0.9985152359745548,p1ulv56420
0.9985615892695701,p1ulv52330
0.998597638718663,udt15617lv
0.9985998736088827,p1ulv12746
0.9986042472547926,p1ulv44856
0.9986393713231383,p1ulv55407
0.9986745514356237,udm54600
0.9986763877465447,udm52778
0.99868681683568,p1ulv61123
0.9986926693835461,udm21479
0.9986931805575474,p1ulv53731
0.9987136129120201,p1ulv60192
0.998737308687474,p1ulv60049
0.9987647042224836,udm52779
0.9987959055694803,udt19678lv
0.9987988634292898,udm50036
0.9988116105181735,udm57372
0.9988275404385119,p1ulv59408
0.9988563173245165,udm45165
0.9988952518817329,p1ulv53633
0.99891336715549,p1ulv57777
0.9990102992191264,udm50035
0.9990142190831954,p1ulv57632
0.999019863497603,p1ulv54160
0.9990247872496179,p1ulv55125
0.9991054259322305,udm17294
0.999144625226851,p1ulv43214
0.9991505296848038,p1ulv330
0.999223662153734,p1ulv12830
0.9992256864295177,udm2911
0.9992458685411093,p1ulv58493
0.9992686552665431,p1ulv52215
0.9993737769953798,p1ulv59543
0.9993756856274856,udt16282lv
0.9994012245127502,p1ulv46444
0.9994124802910713,p1ulv6653
0.9994265767859405,p1ulv46766
0.9994271861153933,p1ulv46632
0.9994431394191274,p1ulv57326
0.9994991919055861,udm56334
0.9995117850950375,p1ulv51080
0.9995207823506328,udm50610
0.9995347837529233,p1ulv58784
0.9995432782571367,udm57370
0.9995817009735957,p1ulv41497
0.9996091488316816,p1ulv12779
0.9996134401992236,p1ulv12841
0.999635873161336,p1ulv59184
0.9996549559584262,p1ulv57440
0.9996649554723923,p1ulv39696
0.9996783706349572,udt14304lv
0.9996792210543058,p1ulv43650
0.9997234267842748,p1ulv44738
0.9997454763329476,p1ulv44729
0.9997576882082714,udt17169lv
0.9997653514005889,udm758
0.9997799998308237,udm59320
0.999798561583265,p1ulv61202
0.9998024733800435,udt19306lv
0.999835602566587,udt18424lv
0.9998805661886824,p1ulv12754
0.9998851689391983,p1ulv41484
0.9999165519500216,p1ulv12849
0.9999512952737317,p1ulv57715
0.9999557263593494,p1ulv332
0.9999726475353532,p1ulv9842
0.9999891524384203,p1ulv59296
1.0000000048327216,uhs15_69
1.0000004881210691,sb8_uhs15_1247_node_8_3
1.0000004881259021,sb8_uhs15_1247_node_8_9
1.0000093024736616,udm58810
1.0000124234699532,udt16941lv
1.0000207658715348,p1ulv52318
1.000029410759935,udm2912
1.00002973505051,udt17967lv
1.0000655423041325,p1ulv51382
1.00006780084101,p1ulv58190
1.000144607721857,udm59319
1.0001480547500534,p1ulv53456
1.0001606346900824,p1ulv53218
1.0001644331534327,p1ulv40430
1.000214001105117,p1ulv49803
1.0002396533900944,p1ulv52487
1.000247264036309,p1ulv43663
1.0002588769853764,udm760
1.0002589689156214,p1ulv60884
1.000260155168177,udm21599
1.000267482047268,p1ulv39750
1.000273949561544,p1ulv46897
1.0002773151944098,p1ulv12853
1.0003153764920087,p1ulv12824
1.0003213219298523,p1ulv52446
1.0003791458873135,udt16432lv
1.000451755280024,p1ulv53623
1.0004682709020363,udm21452
1.0004774662355598,p1ulv52835
1.0005093694354328,p1ulv57313
1.000549031126499,p1ulv41929
1.0005682097071753,p1ulv26940
1.0005697524329062,p1ulv48309
1.0005777046149622,udm54601
1.000579695450487,p1ulv58254
1.0005928178286367,p1ulv59181
1.0006169321052885,udt18804lv
1.000623123651339,p1ulv59593
1.0006342147904146,p1ulv52728
1.0006601936903958,udt15432lv
1.0006805799608456,p1ulv39701
1.0007635093707385,udm50613
1.0008212542756776,p1ulv12850
1.0008241719682878,p1ulv54222
1.0008288767128457,p1ulv53037
1.0008353908114,p1ulv59068
1.0008420603309793,p1ulv40365
1.0008441924810416,udt20392lv
1.000893795077834,p1ulv42056
1.000898794740199,p1ulv29718
1.00091769869967,p1ulv51009
1.000923340147991,udm21658
1.0009466416412658,udm17297
1.0009872452046855,udm21679
1.0010074083394795,udm51994
1.0010300987418508,p1ulv46400
1.001036496790723,p1ulv46840
1.0010425469031432,p1ulv48015
1.0010536699429826,udm21659
1.0010675502727584,udm58180
1.001068745866354,p1ulv43153
1.001100735067562,udm21683
1.001113508999465,p1ulv12790
1.001139851599595,p1ulv47999
1.0011466486356215,p1ulv5215
1.0011489149569703,p1ulv54582
1.001158369758773,p1ulv12846
1.0011651656786351,p1ulv51650
1.0011727212961086,udm21720
1.0012001372540729,p1ulv55925
1.0012003163284757,udm21681
1.0012080328979502,p1ulv50058
1.0012408184982753,p1ulv12731
1.0012444322332419,p1ulv6706
1.0012478813007384,udm54667
1.0012496009856118,udm54223
1.0012630828530642,udt15912lv
1.0012682268026607,udm21724
1.0012745184111518,p1ulv57717
1.0012906294067625,udm21723
1.0013078576633456,udm50609
1.0013099625047253,p1ulv41991
1.0013396380709723,p1ulv44841
1.0013555003503491,p1ulv12616
1.0013781635833547,udm759
1.0013800997304325,p1ulv48569
1.0013873972204659,p1ulv46265
1.0013958848614861,p1ulv12701
1.0014149399240164,p1ulv46883
1.0014180115260403,p1ulv46404
1.0014360146220929,udt5690lv
1.0014383668070481,udm49067
1.0014414404543452,p1ulv16126
1.001470102142329,udt17990lv
1.0014794749373106,udm21721
1.0015186763227,p1ulv46518
1.0015232837286194,p1ulv9862
1.001546626507696,udm17383
1.0015509767606092,udm58095
1.001553418597934,p1ulv55048
1.0015671113301476,p1ulv5727
1.0015868445065899,udt20205lv
1.001596314791481,p1ulv51940
1.0016015118274444,p1ulv56405
1.0016031452006249,udm21451
1.0016074576280405,p1ulv12749
1.001632112325546,p1ulv41747
1.0016345964580682,udm51997
1.0016483659022755,p1ulv45181
1.0016678202192235,udm54858
1.0016699657606916,p1ulv54711
1.0016813842667847,udm1397
1.0017030104073483,udm51014
1.0017122691940488,p1ulv12730
1.0017507608431298,udm17382
1.001756656388383,udm9527
1.0017613348845233,udm59083
1.0017656114976705,udm59082
1.0017694546093119,udt19675lv
1.0017766888620858,p1ulv12726
1.0017781803475454,p1ulv52667
1.0017784817545254,udm54857
1.0018183542025758,p1ulv49681
1.001820248612788,p1ulv60232
1.0018467612279096,p1ulv59778
1.0018468014589081,p1ulv12764
1.0018555559001239,p1ulv48090
1.0019153857477807,p1ulv53719
1.0019174134464874,p1ulv20909
1.0019231204909813,p1ulv56232
1.0019638773346045,p1ulv55861
1.0019689487098715,p1ulv58186
1.0019739201437798,udm21353
1.0019866780647533,p1ulv12818
1.0020130975738508,udt19443lv
1.0020175501065962,p1ulv45036
1.002025958153821,p1ulv12833
1.0020345612353219,udm21477
1.0020430251260863,udt18415lv
1.0020448664489874,p1ulv43390
1.0020561408449162,p1ulv738
1.0020836811850111,p1ulv49676
1.0020977187019202,udm17303
1.0021118674235072,udt20721lv
1.0021322525569587,udm49066
1.0021336043147846,p1ulv54534
1.0021393004104031,p1ulv53269
1.0021594134489622,udm21501
1.0021714654232476,p1ulv5213
1.0021796255641693,p1ulv46696
1.002181546783747,p1ulv55582
1.0021942765055463,p1ulv50375
1.0021953378157402,p1ulv56344
1.0022227261222558,udm9528
1.0022299459172643,p1ulv41947
1.0022317614131904,p1ulv12757
1.0022417834301285,udm21597
1.0022425622435973,p1ulv33676
1.0022553238483192,udm21358
1.0022628482344658,p1ulv53848
1.0022681111881606,udt5733lv
1.0022792481901703,p1ulv55061
1.0022824563498045,p1ulv60423
1.0022922068359623,p1ulv45241
1.0022978343406286,p1ulv53714
1.0023347106949811,p1ulv59869
1.002350340167133,udm54024
1.0023640976165882,udm21580
1.0023716298630148,p1ulv12715
1.0023777003715044,p1ulv55175
1.0023929015518167,p1ulv5738
1.0024124794557325,udm21505
1.0024240313064596,p1ulv60287
1.0024425045052023,p1ulv52224
1.0024768361199239,udm21502
1.0024811371306535,udm21350
1.0024862834990582,udt17672lv
1.002487070929829,p1ulv12834
1.00248888462653,udm50000
1.0024906221869267,p1ulv718
1.002491843515732,udt19632lv
1.0025001838350562,p1ulv57315
1.0025004363670509,udm21368
1.002505347033058,p1ulv740
1.002526567784571,udm21539
1.0025435930011617,p1ulv60768
1.002552681572454,p1ulv60051
